Species,geology & topography,habitat,ecodistrict,plant_growth_form,Fire response,Post-fire recovery and flowering,Conservation Code,Primary Juvenile Period (months),Primary Juvenile Period -value 1,juvenile period value type 1,Primary Juvenile Period -value 2,juvenile period value type 2
Melaleuca eleuterostachya,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,,,,,,,,
Melaleuca lanceolata,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,OSC,,,,,,,
Melaleuca lateriflora,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,RS/OSC,,,,,,,
Melaleuca pauperiflora,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,OSC,,,,,,,
Melaleuca pentagona,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,RS,,,,,,,
Melaleuca phoidophylla,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,,,,,,,,
Melaleuca hamata,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,RS,,,,,,,
Olearia muelleri,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,,,,,,,,
Pittosporum angustifolium,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,,,,,,,,
Thryptomene kochii,Bremer Range PEC - Woodland / Allocasuarina thickets on greenstone ridges,Woodland/ thickets,Yilgarn East,shrub,,,,,,,,
Allocasuarina huegeliana,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,tree,OSC,slow,,,,,,
Eucalyptus occidentalis,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,tree,RS ep/OSC,,,,,,,
Santalum spicatum,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,tree,OSS,slow,,,,,,
Acacia acuminata,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSS,medium to slow,,,,,,
Acacia lasiocalyx,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSS?,,,,,,,
Calothamnus quadrifidus,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,RS/OSC,,,,,,,
Callistemon phoeniceus,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,,,,,,,,
Callitris preissii,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSC,slow,,,,,,
Callitris roei,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSC,slow,,,,,,
Calytrix tetragona,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSS?,,,,,,,
Dodanaea ceratocarpa,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,RS,,,,,,,
Hakea lissocarpha,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,RS,,,,,,,
Hypocalymma angustifolium,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,RS,,,,,,,
Hakea laurina,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSC,slow,,,,,,
Hakea preissii,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSC,,,,,,,
Hakea verrucosa,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSC,,,,,,,
Melaleuca acuminata,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,RS,,,,,,,
Melaleuca coccinea,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,,,,,,,,
Melaleuca elliptica,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,RS/OSC,medium,,,,,,
Melaleuca hamata,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,RS,,,,,,,
Melaleuca penicula,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,,,,,,,,
Santalum acuminatum,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSS,slow,,,,,,
Thryptomene australis,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,OSC,rapid,,,,,,
Verticordia spp Yilgarn East,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,shrub,,,,,,,,
Borya spp,Sheoak woodland / granite outcrop communities,Woodland,Yilgarn East,herb,,,,,,,,
Eucalyptus spp Yilgarn East,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,mallee,,,,,,,,
Eucalyptus pleurocarpa,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,mallee,RS,,,,,,,
Acacia drewiana subsp. minor,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Acacia unifillis,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Acacia aemula subsp. muricata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,medium,,,,,,
Acacia chrysocephala,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,medium,,,,,,
Acacia shuttleworthii,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Acacia rostellata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,medium,,,,,,
Acacia gonophylla,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,medium,,,,,,
Banksia arctotidis,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Banksia brunnea,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium,,,,,,
Banksia calyei,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Banksa cirsioides,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Banksia erythrocephala,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Banksia falcata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Banksia media,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Banksia nivea subsp. nivea,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium,,,,,,
Banksia pallida,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Banksia pilostylis,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Banksia pteridifolia,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Banksia rufa subsp. chemelocarpa,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Banksia violacea,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Banksia xylothemelia,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Beaufortia micrantha var.. micrantha,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Beaufortia schaueri,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Callitris drummondii,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,,,,,,,
Callitris preissii,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Calothamus gracilis,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Daviesia audax,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Daviesia abnormis,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Daviesia emarginata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Daviesia incrassata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Davieisa lancifolia,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Daviesia pachyphylla,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS/OSS,,,,,,,
Daviesia sarrissa,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Daviesia teretifolia,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS/OSS,,,,,,,
Gastrolobium crassifolium,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Gastrolobium latifolium,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Gastrolobium spinosum,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,rapid,,,,,,
Gompholobium confertum,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Gompholobium knightianum,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Gompholobium marginatum,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Grevillea cagiana,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Grevillea dolichopoda,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,medium,,,,,,
Grevillea oligantha,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,slow,,,,,,
Grevillea patentiloba,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,medium,,,,,,
Grevillea pectinata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS/OSS,,,,,,,
Hakea cinerea,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,,,,,,,
Hakea commutata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,,,,,,,
Hakea corymbosa,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Hakea crassifolia subsp. pandanicarpa,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Hakea cygna subsp. cygna,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,,,,,,,
Hakea ferruginea,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Hakea horrida,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,,,,,,,
Hakea incrassata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Hakea laurina,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Hakea nitida,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Hakea obliqua,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,,,,,,,
Hakea strumosa,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,,,,,,,
Hakea trifurcata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Hakea verrucosa,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,,,,,,,
Isopogon buxifolius,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Isopogon sp. Fitzgerald,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,,,,,,,,
Isopogon teretifolius,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Lambertia inermis,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,medium,,,,,,
Leptospermum spinescens,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Leucopogon concinnus,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,,,,,,,,
Leucopogon conostephoides,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,medium,,,,,,
Leucopogon corynocarpus,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,,,,,,,,
Leucopogon gibbosus,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Leucopogon minutifolius,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,,,,,,,,
Melaleuca subfalcata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,,,,,,,,
Melaleuca pulchella,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Melaleuca suberosa,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Persoonia striata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS/OSS,,,,,,,
Petrophile squamata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSC,slow,,,,,,
Pultenaea brachyphylla,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,OSS,,,,,,,
Taxandria spathulata,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS/OSC,,,,,,,
Xanthorrhoea platyphylla,Mallee heath (including E. pleurocarpa) Banksia / Hakea dominant,Mallee-heath,Yilgarn East,shrub,RS,,,,,,,
Eucalyptus eremophila,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,mallee,RS,,,,,,,
Eucalyptus dissimulata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,mallee,RS,,,,,,,
Eucalyptus kessellii,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,mallee,RS,,,,,,,
Eucalyptus forrestiana,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,mallee,OSC,slow,,,,,,
Eucalytpus leptocalyx,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,mallee,RS,,,,,,,
Eucalyptus spp Yilgarn East,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,mallee,,,,,,,,
Acacia fragilis,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Acacia resinomarginea,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Acacia stereophylla,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Allocasuarina acutivalvis,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,,,,,,,
Allocasuarina campestris,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,,,,,,,
Allocasuarina corniculata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Allocasuarina helmsii,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Allocasuarina microstachys,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS,,,,,,,
Allocasuarina scleroclada,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS,,,,,,,
Banksia cirsioides,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Banksia lullfitzii,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS,,,,,,,
Banksia elderiana,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS,,,,,,,
Banksia laevigata subsp. fuscolutea,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Banksia media,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,slow,,,,,,
Banksia purdieana,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,?OSC,,,,,,,
Beaufortia micrantha var. micrantha,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Beaufortia schaueri,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Callitris preissii,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,slow,,,,,,
Calothamnus gracilis,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS,,,,,,,
Calothamnus quadrifidus,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS/OSC,,,,,,,
Eremophila spp,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Exocarpus aphyllus,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSS,,,,,,,
Gastrolobium spinosum,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSS,,,,,,,
Grevillea huegellii,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS/ OSS,,,,,,,
Grevillea oncogyne,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSS,,,,,,,
Grevillea cagiana,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSS,,,,,,,
Grevillea concinna,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSS,,,,,,,
Grevillea excelsior,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSS,,,,,,,
Grevillea hookeriana,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSS,,,,,,,
Grevillea incrassata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Grevilea rufa,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Grevillea didymobotyra,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Grevillea integrifolia,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Grevillea teretifolia,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Hakea cygna subsp. cygna,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,,,,,,,
Hakea commutata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,,,,,,,
Hakea falcata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Hakea laurina,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,slow,,,,,,
Hakea multilineata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Hakea crassifolia subsp. pandanicarpa,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,slow,,,,,,
Hakea roei,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Hakea subsulcata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,slow,,,,,,
Isopogon gardneri,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Isopogon scabriusculus,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Leptospermum roei,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Melaleuca acuminata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium,,,,,,
Melaleuca calycina,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium to slow,,,,,,
Melaleuca cordata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS/OSC,,,,,,,
Melaleuca pungens,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,medium,,,,,,
Melaleuca pauperiflora subsp. pauperiflora,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,,,,,,,
Melaleuca sapientes,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,,,,,,,
Melaleuca subfalcata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Melaleuca undulata,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,OSC,,,,,,,
Petrophile seminuda,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,RS/OSC,,,,,,,
Petrophile stricta,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Thryptomene appressa,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
Thryptomene kochii,Transitional mallee-shrublands / heath,Mallee,Yilgarn East,shrub,,,,,,,,
