text,category,taxon
S.D.Hopper,Author,Anigozanthos bicolor subsp. exstans
S.D.Hopper,Author,Anigozanthos bicolor subsp. minor
S.D.Hopper,Author,Anigozanthos bicolor
S.D.Hopper,Author,Anigozanthos flavidus
S.D.Hopper,Author,Anigozanthos gabrielae
S.D.Hopper,Author,Anigozanthos humilis subsp. chrysanthus
S.D.Hopper,Author,Anigozanthos humilis subsp. humilis
S.D.Hopper,Author,Anigozanthos humilis
S.D.Hopper,Author,Anigozanthos kalbarriensis
S.D.Hopper,Author,Anigozanthos manglesii subsp. manglesii
S.D.Hopper,Author,Anigozanthos manglesii subsp. quadrans
S.D.Hopper,Author,Anigozanthos manglesii
S.D.Hopper,Author,Anigozanthos onycis
S.D.Hopper,Author,Anigozanthos preissii
S.D.Hopper,Author,Anigozanthos pulcherrimus
S.D.Hopper,Author,Anigozanthos rufus
S.D.Hopper,Author,Anigozanthos viridis subsp. terraspectans
S.D.Hopper,Author,Anigozanthos viridis subsp. viridis
S.D.Hopper,Author,Anigozanthos viridis
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Anisopogon avenaceus
"L.W. Jessup, P.G. Kodela",Author,Annona glabra
P.G. Kodela,Editor,Annona glabra
"John R. Busby (editorial assistance, March, October 2021)",Contributor,Annona glabra
"L.W. Jessup, P.G. Kodela",Author,Annona muricata
P.G. Kodela,Editor,Annona muricata
"John R. Busby (editorial assistance, March, October 2021)",Contributor,Annona muricata
"L.W. Jessup, P.G. Kodela",Author,Annona reticulata
P.G. Kodela,Editor,Annona reticulata
"John R. Busby (editorial assistance, March, October 2021)",Contributor,Annona reticulata
"L.W. Jessup, P.G. Kodela",Author,Annona squamosa
P.G. Kodela,Editor,Annona squamosa
"John R. Busby (editorial assistance, March, October 2021)",Contributor,Annona squamosa
Peter D. Bostock,Author,Anogramma leptophylla
A.M. Wheeler (editorial assistance November 2022),Contributor,Anogramma leptophylla
"L.W. Jessup, R.L. Barrett, R.O. Makinson, P.G. Kodela",Author,Anredera cordifolia
P.G. Kodela,Editor,Anredera cordifolia
"Russell L. Barrett, Karen L. Wilson & Jeremy J. Bruhl",Author,Anthelepis clarksonii
P.G. Kodela,Editor,Anthelepis clarksonii
"Russell L. Barrett, Karen L. Wilson & Jeremy J. Bruhl",Author,Anthelepis paludosa
P.G. Kodela,Editor,Anthelepis paludosa
"Russell L. Barrett, Karen L. Wilson & Jeremy J. Bruhl",Author,Anthelepis undulata
P.G. Kodela,Editor,Anthelepis undulata
I.R. Thompson,Author,Anthemis arvensis
John R. Busby (ed. June 2020),Contributor,Anthemis arvensis
NA,Editor,Anthemis arvensis
NA,Acknowledgements,Anthemis arvensis
I.R. Thompson,Author,Anthemis cotula
"John R. Busby (ed. June 2020); P.G. Kodela (edits and updates August 2020, October 2020)",Contributor,Anthemis cotula
A.S.George,Author,Anthobolus filifolius
A.S.George,Author,Anthobolus foveolatus
A.S.George,Author,Anthobolus leptomerioides
D.J. Mabberley,Author,Anthocarapa nitidula
M. Sandgren (ed. August 2018) and P.G. Kodela (ed. August 2018),Contributor,Anthocarapa nitidula
"L. Haegi, R.W. Purdie",Author,Anthocercis angustifolia
P.G. Kodela,Editor,Anthocercis angustifolia
"L. Haegi, R.W. Purdie",Author,Anthocercis anisantha subsp. anisantha
P.G. Kodela,Editor,Anthocercis anisantha subsp. anisantha
"L. Haegi, R.W. Purdie",Author,Anthocercis anisantha subsp. collina
P.G. Kodela,Editor,Anthocercis anisantha subsp. collina
"L. Haegi, R.W. Purdie",Author,Anthocercis anisantha
P.G. Kodela,Editor,Anthocercis anisantha
"L. Haegi, R.W. Purdie",Author,Anthocercis fasciculata
P.G. Kodela,Editor,Anthocercis fasciculata
"L. Haegi, R.W. Purdie",Author,Anthocercis genistoides
P.G. Kodela,Editor,Anthocercis genistoides
"L. Haegi, R.W. Purdie",Author,Anthocercis gracilis
P.G. Kodela,Editor,Anthocercis gracilis
"L. Haegi, R.W. Purdie",Author,Anthocercis ilicifolia subsp. caldariola
P.G. Kodela,Editor,Anthocercis ilicifolia subsp. caldariola
"L. Haegi, R.W. Purdie",Author,Anthocercis ilicifolia subsp. ilicifolia
P.G. Kodela,Editor,Anthocercis ilicifolia subsp. ilicifolia
"L. Haegi, R.W. Purdie",Author,Anthocercis ilicifolia
P.G. Kodela,Editor,Anthocercis ilicifolia
"L. Haegi, R.W. Purdie",Author,Anthocercis intricata
P.G. Kodela,Editor,Anthocercis intricata
"L. Haegi, R.W. Purdie",Author,Anthocercis littorea
P.G. Kodela,Editor,Anthocercis littorea
L. Haegi,Author,Anthocercis sylvicola
P.G. Kodela,Editor,Anthocercis sylvicola
"L. Haegi, R.W. Purdie",Author,Anthocercis viscosa subsp. caudata
P.G. Kodela,Editor,Anthocercis viscosa subsp. caudata
"L. Haegi, R.W. Purdie",Author,Anthocercis viscosa subsp. viscosa
P.G. Kodela,Editor,Anthocercis viscosa subsp. viscosa
NA,Contributor,Anthocercis viscosa subsp. viscosa
NA,Acknowledgements,Anthocercis viscosa subsp. viscosa
"L. Haegi, R.W. Purdie",Author,Anthocercis viscosa
P.G. Kodela,Editor,Anthocercis viscosa
NA,Contributor,Anthocercis viscosa
NA,Acknowledgements,Anthocercis viscosa
"P.G. Kodela, S. Wang, M.J. Henwood, C.M. Weiller",Author,Anthosachne fertilis
P.G. Kodela,Editor,Anthosachne fertilis
"P.S. Green, P.G. Kodela",Author,Anthosachne kingiana subsp. kingiana
P.G. Kodela,Editor,Anthosachne kingiana subsp. kingiana
"S. Wang, M.J. Henwood, C.M. Weiller, P.G. Kodela",Author,Anthosachne kingiana subsp. multiflora
P.G. Kodela,Editor,Anthosachne kingiana subsp. multiflora
"S. Wang, M.J. Henwood, C.M. Weiller, P.G. Kodela",Author,Anthosachne plurinervis
P.G. kodela,Editor,Anthosachne plurinervis
"S. Wang, M.J. Henwood, C.M. Weiller, P.G. Kodela",Author,Anthosachne rectiseta
P.G. Kodela,Editor,Anthosachne rectiseta
"S. Wang, M.J. Henwood, C.M. Weiller, P.G. Kodela",Author,Anthosachne scabra
P.G. Kodela,Editor,Anthosachne scabra
D.A.Morrison,Author,Anthotium humile
D.A.Morrison,Author,Anthotium junciforme
D.A.Morrison,Author,Anthotium rubriflorum
"L.Haegi, R.W.Purdie",Author,Anthotroche myoporoides
"L.Haegi, R.W.Purdie",Author,Anthotroche pannosa
"L.Haegi, R.W.Purdie",Author,Anthotroche walcottii
"C.M. Weiller, S.W.L. Jacobs, I.R. Thompson",Author,Anthoxanthum aristatum
"C.M. Weiller, S.W.L. Jacobs, I.R. Thompson",Author,Anthoxanthum odoratum
"W.-L. Chew, P.G. Kodela",Author,Antiaris toxicaria subsp. macrophylla
P.G. Kodela,Editor,Antiaris toxicaria subsp. macrophylla
"John R. Busby (editorial assistance, December 2021)",Contributor,Antiaris toxicaria subsp. macrophylla
B.L. Rye,Author,Anticoryne diosmoides
J.A. Wege,Editor,Anticoryne diosmoides
B.L. Rye,Author,Anticoryne melanosperma
J.A. Wege,Editor,Anticoryne melanosperma
NA,Contributor,Anticoryne melanosperma
NA,Acknowledgements,Anticoryne melanosperma
B.L. Rye,Author,Anticoryne ovalifolia
J.A. Wege,Editor,Anticoryne ovalifolia
D.L. Jones,Author,Antrophyum austroqueenslandicum
A.M. Wheeler (editorial assistance January 2023),Contributor,Antrophyum austroqueenslandicum
D.L. Jones,Author,Antrophyum callifolium
A.M. Wheeler (editorial assistance January 2023),Contributor,Antrophyum callifolium
D.L. Jones,Author,Antrophyum jagoanum
A.M. Wheeler (editorial assistance January 2023),Contributor,Antrophyum jagoanum
D.L. Jones,Author,Antrophyum plantagineum
A.M. Wheeler (editorial assistance January 2023),Contributor,Antrophyum plantagineum
D.L Jones,Author,Antrophyum subfalcatum
A.M. Wheeler (editorial assistance January 2023),Contributor,Antrophyum subfalcatum
L.W. Jessup,Author,Apatophyllum constablei
L.W.Jessup,Author,Apatophyllum olsenii
N.G.Walsh,Author,Apera interrupta
H.J. Hewson,Author,Aphananthe philippinensis
P.G. Kodela,Editor,Aphananthe philippinensis
David A. Cooke,Author,Aphelia brizula
"R.L. Barrett, A.E. Orchard",Editor,Aphelia brizula
David A. Cooke,Author,Aphelia cyperoides
"R.L. Barrett, A.E. Orchard",Editor,Aphelia cyperoides
David A. Cooke,Author,Aphelia drummondii
"R.L. Barrett, A.E. Orchard",Editor,Aphelia drummondii
David A. Cooke,Author,Aphelia gracilis
"R.L. Barrett, A.E. Orchard",Editor,Aphelia gracilis
David A. Cooke,Author,Aphelia nutans
"R.L. Barrett, A.E. Orchard",Editor,Aphelia nutans
David A. Cooke,Author,Aphelia pumilio
"R.L. Barrett, A.E. Orchard",Editor,Aphelia pumilio
D.L. Jones,Author,Aphyllorchis anomala
"Z.P. Groeneveld, P.G. Kodela",Editor,Aphyllorchis anomala
D.L. Jones,Author,Aphyllorchis queenslandica
"Z.P. Groeneveld, P.G. Kodela",Editor,Aphyllorchis queenslandica
P.S. Green,Author,Apium prostratum subsp. howense
P.G. Kodela,Editor,Apium prostratum subsp. howense
"B.G. Briggs, C.L. Connelly, S.L. Krauss",Author,Apodasmia brownii
P.G. Kodela,Editor,Apodasmia brownii
"B.G. Briggs, C.L. Connelly, S.L. Krauss",Author,Apodasmia ceramophila
P.G. Kodela,Editor,Apodasmia ceramophila
G.P.Guymer,Author,Apodytes brachystylis
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton bullosus
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton cuneatus
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton distachyos
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton elongatus subsp. elongatus
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton elongatus subsp. fluitans
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton elongatus
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton euryspermus
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton hexatepalus
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton kimberleyensis
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton lancesmithii
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton prolifer
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton queenslandicus
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton tofus
"C.B. Hellquist, S.W.L. Jacobs",Author,Aponogeton vanbruggenii
H.J.Hewson,Author,Apophyllum anomalum
D.L. Jones,Author,Apostasia stylidioides
"Z.P. Groeneveld, P.G. Kodela",Editor,Apostasia stylidioides
A.E. Orchard,Author,Apowollastonia cylindrica
John R. Busby (ed. June 2020),Contributor,Apowollastonia cylindrica
A.E. Orchard,Author,Apowollastonia hamersleyensis
John R. Busby (ed. June 2020),Contributor,Apowollastonia hamersleyensis
A.E. Orchard,Author,Apowollastonia hibernica
John R. Busby (ed. June 2020),Contributor,Apowollastonia hibernica
A.E. Orchard,Author,Apowollastonia longipes
John R. Busby (ed. June 2020),Contributor,Apowollastonia longipes
A.E. Orchard,Author,Apowollastonia spilanthoides
John R. Busby (ed. June 2020),Contributor,Apowollastonia spilanthoides
A.E. Orchard,Author,Apowollastonia stirlingii subsp. fontaliciana
John R. Busby (ed. June 2020),Contributor,Apowollastonia stirlingii subsp. fontaliciana
A.E. Orchard,Author,Apowollastonia stirlingii subsp. stirlingii
John R. Busby (ed. June 2020),Contributor,Apowollastonia stirlingii subsp. stirlingii
A.E. Orchard,Author,Apowollastonia stirlingii
John R. Busby (ed. June 2020),Contributor,Apowollastonia stirlingii
A.E. Orchard,Author,Apowollastonia verbesinoides
John R. Busby (ed. June 2020),Contributor,Apowollastonia verbesinoides
D.L. Jones,Author,Appendicula australiensis
"Z.P. Groeneveld, P.G. Kodela",Editor,Appendicula australiensis
J.A. Jeanes,Author,Aquilegia vulgaris
John R. Busby (ed. October 2021),Contributor,Aquilegia vulgaris
H.J.Hewson,Author,Arabidella eremigena
H.J.Hewson,Author,Arabidella filifolia
H.J.Hewson,Author,Arabidella glaucescens
H.J.Hewson,Author,Arabidella nasturtium
NA,Contributor,Arabidella nasturtium
NA,Editor,Arabidella nasturtium
NA,Acknowledgements,Arabidella nasturtium
H.J.Hewson,Author,Arabidella procumbens
H.J.Hewson,Author,Arabidella trisecta
H.J.Hewson,Author,Arabidopsis thaliana
"D.L. Jones, P.G. Kodela",Author,Arachniodes aristata
P.G. Kodela,Editor,Arachniodes aristata
K.D .Hill,Author,Araucaria bidwillii
A.M. Wheeler (editorial assistance July 2023),Contributor,Araucaria bidwillii
K.D. Hill,Author,Araucaria cunninghamii var. cunninghamii
A.M. Wheeler (editorial assistance July 2023),Contributor,Araucaria cunninghamii var. cunninghamii
"P.S. Green, P.G. Kodela",Author,Araucaria heterophylla
P.G. Kodela,Editor,Araucaria heterophylla
NA,Contributor,Araucaria heterophylla
NA,Acknowledgements,Araucaria heterophylla
P.I. Forster,Author,Araujia sericifera
"Updated by P.G. Kodela, 2 July 2023.",Contributor,Araujia sericifera
R.S.Cowan,Author,Archidendron grandiflorum
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendron grandiflorum
R.S. Cowan,Author,Archidendron hendersonii
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendron hendersonii
R.S. Cowan,Author,Archidendron hirsutum
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendron hirsutum
R.S. Cowan,Author,Archidendron kanisii
R.S. Cowan,Author,Archidendron lucyi
R.S. Cowan,Author,Archidendron muellerianum
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendron muellerianum
R.S. Cowan,Author,Archidendron ramiflorum
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendron ramiflorum
R.S. Cowan,Author,Archidendron vaillantii
R.S. Cowan,Author,Archidendron whitei
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendron whitei
R.S. Cowan,Author,Archidendropsis basaltica
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendropsis basaltica
R.S. Cowan,Author,Archidendropsis thozetiana
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendropsis thozetiana
R.S. Cowan,Author,Archidendropsis xanthoxylon
A.M. Wheeler (editorial assistance November 2023),Contributor,Archidendropsis xanthoxylon
"J.L. Dowe, D.L. Jones",Author,Archontophoenix alexandrae
"J.L. Dowe, D.L. Jones",Author,Archontophoenix cunninghamiana
"J.L. Dowe, D.L. Jones",Author,Archontophoenix maxima
"J.L. Dowe, D.L. Jones",Author,Archontophoenix myolensis
"J.L. Dowe, D.L. Jones",Author,Archontophoenix purpurea
"J.L. Dowe, D.L. Jones",Author,Archontophoenix tuckeri
A.R. Bean,Author,Arctium lappa
John R. Busby (ed. June 2020),Contributor,Arctium lappa
NA,Editor,Arctium lappa
NA,Acknowledgements,Arctium lappa
A.R. Bean,Author,Arctium minus
John R. Busby (ed. June 2020),Contributor,Arctium minus
NA,Editor,Arctium minus
NA,Acknowledgements,Arctium minus
A.Ghafoor,Author,Arctotheca calendula x populifolia
A. Ghafoor,Author,Arctotheca calendula
John R. Busby (ed. June 2020),Contributor,Arctotheca calendula
A. Ghafoor,Author,Arctotheca populifolia
John R. Busby (ed. June 2020),Contributor,Arctotheca populifolia
NA,Editor,Arctotheca populifolia
NA,Acknowledgements,Arctotheca populifolia
A. Ghafoor,Author,Arctotheca prostrata
John R. Busby (ed. June 2020),Contributor,Arctotheca prostrata
A. Ghafoor,Author,Arctotis stoechadifolia
John R. Busby (ed. June 2020); P.G. Kodela (ed. August 2020),Contributor,Arctotis stoechadifolia
Betsy R. Jackes,Author,Ardisia bakeri
P.G. Kodela,Editor,Ardisia bakeri
Betsy R. Jackes,Author,Ardisia brevipedata
P.G. Kodela,Editor,Ardisia brevipedata
"Betsy R. Jackes, P.G. Kodela",Author,Ardisia crenata
P.G. Kodela,Editor,Ardisia crenata
"Betsy R. Jackes, P.G. Kodela",Author,Ardisia elliptica
P.G. Kodela,Editor,Ardisia elliptica
Betsy R. Jackes,Author,Ardisia fasciculata
P.G. Kodela,Editor,Ardisia fasciculata
Betsy R. Jackes,Author,Ardisia hylandii
Betsy R. Jackes,Author,Ardisia pachyrrhachis
P.G. Kodela,Editor,Ardisia pachyrrhachis
"D.J. Du Puy, P.G. Kodela",Author,Ardisia sanguinolenta
P.G. Kodela,Editor,Ardisia sanguinolenta
Laurie G. Adams,Author,Arenaria leptoclados
"R.L. Barrett, A.E. Orchard",Editor,Arenaria leptoclados
"P.G. Kodela (ed. October 2019, July 2020)",Contributor,Arenaria leptoclados
Laurie G. Adams,Author,Arenaria serpyllifolia
"Russell L. Barrett, Tony Orchard",Editor,Arenaria serpyllifolia
"P.G. Kodela (ed. October 2019, July 2020, July 2021)",Contributor,Arenaria serpyllifolia
"J.L. Dowe, D.L. Jones",Author,Arenga australasica
P.G. Kodela,Editor,Arenga australasica
"John R. Busby (editorial assistance, 7 June 2021)",Contributor,Arenga australasica
D.J. Du Puy,Author,Arenga listeri
P.G. Kodela,Editor,Arenga listeri
"John R. Busby (editorial assistance, 7 June 2021)",Contributor,Arenga listeri
"J.L. Dowe, D.L. Jones",Author,Arenga microcarpa
P.G. Kodela,Editor,Arenga microcarpa
"John R. Busby (editorial assistance, 7 June 2021)",Contributor,Arenga microcarpa
G.B. Ownbey,Author,Argemone mexicana
John R. Busby (ed. November 2021),Contributor,Argemone mexicana
G.B. Ownbey,Author,Argemone ochroleuca subsp. ochroleuca
John R. Busby (ed. November 2021),Contributor,Argemone ochroleuca subsp. ochroleuca
Editor,Author,Argemone ochroleuca
John R. Busby (ed. November 2021),Contributor,Argemone ochroleuca
G.B. Ownbey,Author,Argemone subfusiformis subsp. subfusiformis
John R. Busby (ed. November 2021),Contributor,Argemone subfusiformis subsp. subfusiformis
Editor,Author,Argemone subfusiformis
"John R. Busby (editorial assistance, November 2021)",Contributor,Argemone subfusiformis
"R.M. Barker, I.R.H. Telford, P.G. Kodela",Author,Argusia argentea
P.G. Kodela,Editor,Argusia argentea
I.R. Thompson,Author,Argyranthemum frutescens subsp. foeniculaceum
John R. Busby (ed. June 2020),Contributor,Argyranthemum frutescens subsp. foeniculaceum
I.R. Thompson,Author,Argyranthemum frutescens subsp. frutescens
John R. Busby (ed. June 2020),Contributor,Argyranthemum frutescens subsp. frutescens
I.R. Thompson,Author,Argyranthemum frutescens
John R. Busby (ed. June 2020),Contributor,Argyranthemum frutescens
NA,Author,Aristida acuta
NA,Author,Aristida annua
NA,Author,Aristida anthoxanthoides
NA,Author,Aristida arida
NA,Author,Aristida australis
NA,Author,Aristida behriana
NA,Author,Aristida benthamii var. benthamii
NA,Author,Aristida benthamii var. spinulifera
NA,Author,Aristida benthamii
NA,Author,Aristida biglandulosa
NA,Author,Aristida blakei
NA,Author,Aristida burbidgeae
NA,Author,Aristida burraensis
NA,Author,Aristida calycina var. calycina
NA,Author,Aristida calycina var. filifolia
NA,Author,Aristida calycina var. praealta
NA,Author,Aristida calycina
NA,Author,Aristida capillifolia
NA,Author,Aristida caput-medusae
NA,Author,Aristida contorta
NA,Author,Aristida cumingiana
NA,Author,Aristida dominii
NA,Author,Aristida echinata
NA,Author,Aristida exserta
NA,Author,Aristida forsteri
NA,Author,Aristida gracilipes
NA,Author,Aristida granitica
NA,Author,Aristida helicophylla
NA,Author,Aristida holathera var. holathera
NA,Author,Aristida holathera var. latifolia
NA,Author,Aristida holathera
NA,Author,Aristida hygrometrica
NA,Author,Aristida inaequiglumis
NA,Author,Aristida ingrata
NA,Author,Aristida jerichoensis var. jerichoensis
NA,Author,Aristida jerichoensis var. subspinulifera
NA,Author,Aristida jerichoensis
NA,Author,Aristida kimberleyensis
NA,Author,Aristida latifolia
NA,Author,Aristida latzii
NA,Author,Aristida lazaridis
NA,Author,Aristida leichhardtiana
NA,Author,Aristida leptopoda
NA,Author,Aristida lignosa
NA,Author,Aristida longicollis
NA,Author,Aristida macroclada subsp. macroclada
NA,Author,Aristida macroclada var. queenslandica
NA,Author,Aristida macroclada
NA,Author,Aristida muricata
NA,Author,Aristida nitidula
NA,Author,Aristida obscura
NA,Author,Aristida perniciosa
NA,Author,Aristida personata
NA,Author,Aristida platychaeta
NA,Author,Aristida polyclados
NA,Author,Aristida pruinosa
NA,Author,Aristida psammophila
NA,Author,Aristida queenslandica var. dissimilis
NA,Author,Aristida queenslandica var. queenslandica
NA,Author,Aristida queenslandica
NA,Author,Aristida ramosa x vagans
NA,Author,Aristida ramosa
NA,Author,Aristida schultzii
NA,Author,Aristida sciuroides
NA,Author,Aristida spuria
NA,Author,Aristida strigosa
NA,Author,Aristida superpendens
NA,Author,Aristida thompsonii
NA,Author,Aristida utilis var. grandiflora
NA,Author,Aristida utilis var. utilis
NA,Author,Aristida utilis
NA,Author,Aristida vagans
NA,Author,Aristida vickeryae
NA,Author,Aristida warburgii
E.M. Ross & D.A. Halford,Author,Aristolochia acuminata
John R. Busby (ed. October 2021),Contributor,Aristolochia acuminata
E.M. Ross & D.A. Halford,Author,Aristolochia chalmersii
John R. Busby (ed. October 2021),Contributor,Aristolochia chalmersii
NA,Editor,Aristolochia chalmersii
NA,Acknowledgements,Aristolochia chalmersii
E.M. Ross & D.A. Halford,Author,Aristolochia elegans
"John R. Busby (ed. October, December 2021)",Contributor,Aristolochia elegans
E.M. Ross & D.A .Halford,Author,Aristolochia holtzei
John R. Busby (ed. October 2021),Contributor,Aristolochia holtzei
E.M. Ross & D.A. Halford,Author,Aristolochia indica
John R. Busby (ed. October 2021),Contributor,Aristolochia indica
E.M. Ross & D.A. Halford,Author,Aristolochia meridionalis subsp. centralis
John R. Busby (ed. October 2021),Contributor,Aristolochia meridionalis subsp. centralis
