Spp No,VBA TAXON_ID,Species,Common Name,"PERSEED D, S, G, C, Z (F=inadequate data)","PERVEG V, U, W, N, X (F=inadequate data)","T, I, R, M, K (F=inadequate data)","JUVEN 1, 2, 5, 10, 20, 40 (F=inadequate data)","SPP LIFE 3, 10, 20, 50, 100 (F=inadequate data)","INDIV LIFE A, ASP, B, SP, MP, LP (F = inadequate data)","GEOPHYTE Y, N",MINTFI: Y,VIC ADV,"KFRS: 1, 2, 3, N",REFERENCES  ,
1716,501716,Hydrocotyle algida,Mountain Pennywort,C,,T,1,,,,,,,10,
1717,501717,Hydrocotyle bonariensis,American Pennywort,,,,,,,,,,,,
1718,501718,Hydrocotyle callicarpa,Small Pennywort,S,,T,1,100,A,N,,,N,,
1719,501719,Hydrocotyle capillaris,Thread Pennywort,,,,,,,,,,,,
4937,504937,Hydrocotyle comocarpa,Fringed Pennywort,G,,T,1,100,,N,,Vulnerable,N,,
1720,501720,Hydrocotyle foveolata,Yellow Pennywort,,,,,,,N,,,,,
1721,501721,Hydrocotyle geraniifolia,Forest Pennywort,S,X,I,1,100,ASP,N,,,2,,
1722,501722,Hydrocotyle hirta,Hairy Pennywort,C,N,T,2,100,,N,,,N,4,
1723,501723,Hydrocotyle laxiflora,Stinking Pennywort,Z,N,T,2,100,,N,,,N,"[9], 43","PERVEG = V [9], JUVEN = 1 [43]"
1724,501724,Hydrocotyle medicaginoides,Trefoil Pennywort,,,,,,,,,,,,
1725,501725,Hydrocotyle muscosa,Mossy Pennywort,,N,T,1,100,,,,,N,,
3775,,Hydrocotyle pilifera,,,,,,,,,,,,,
1726,501726,Hydrocotyle pterocarpa,Wing Pennywort,,,,,,,,,,,,
1727,501727,Hydrocotyle rugulosa,Mallee Pennywort,,,,,,,,,,,,
1728,501728,Hydrocotyle sibthorpioides,Shining Pennywort,S,F,T,1,100,MP,N,,,N,4,
1729,501729,Hydrocotyle tripartita,Slender Pennywort,,N,T,1,100,,,,,N,,
1730,501730,Hydrocotyle verticillata,Shield Pennywort,,,,,,,,,,,,
2186,502186,Hydrorchis orbicularis,Swamp Onion-orchid,,,,,,,Y,,Vulnerable,,,
1732,501732,Hymenolobus procumbens,,C,X,T,1,100,A,N,,,N,,
1733,501733,Hymenophyllum australe,Austral Filmy-fern,,,,,,,,,,,,
1734,501734,Hymenophyllum cupressiforme,Common Filmy-fern,,,,,,,,,,,,
1735,501735,Hymenophyllum flabellatum,Shiny Filmy-fern,,,,,,,,,,,,
1736,501736,Hymenophyllum peltatum,Alpine Filmy-fern,,,,,,,,,,,,
1737,501737,Hymenophyllum rarum,Narrow Filmy-fern,,,,,,,,,,,,
4529,504529,Hyparrhenia hirta,Tambookie Grass,,,,,,,,,,,,
1738,501738,Hypecoum pendulum,Persian Poppy,,,,,,,,,,,,
1739,501739,Hypericum androsaemum,Tutsan,,,,,,,,,,,,
1740,501740,Hypericum calycinum,Aaron's Beard,,,,,,,,,,,,
5810,505810,Hypericum canariense,Canary Island St John's Wort,,,,,,,,,,,,
1741,501741,Hypericum gramineum,,C,W,T,2,100,SP,N,,,3,"12, 43, 70","JUVEN = 1, ref 43"
4960,504960,Hypericum grandifolium,Large-leaf St John's Wort,,,,,,,,,,,,
3773,503773,Hypericum humifusum,Trailing St John's Wort,,,,,,,,,,,,
1743,501743,Hypericum japonicum,Matted St John's Wort,C,W,T,1,100,MP,N,,,3,,
1744,516253,Hypericum perforatum,,S,,T,2,100,,,,,N,,
1745,,Hypericum tetrapterum,,,,,,,,,,,,,
1746,501746,Hypericum triquetrifolium,Tangled Hypericum,,,,,,,,,,,,
1742,501742,Hypericum X inodorum,Tall St John's Wort,,,,,,,,,,,,
1747,516256,Hypochoeris glabra,,D,X,T,1,100,A,N,,,N,19,
1748,516257,Hypochoeris radicata,,D,N,T,1,100,SP,N,,,N,"4, [9], 12, 18, 40, 43, 55",PERVEG = X [9]; JUVEN = 2 [43]
7602,507602,Hypocreopsis sp. A (Nyora),,,,,,,,,,,,,
1749,501749,Hypolaena fastigiata,Tassel Rope-rush,Z,V,T,2,100,LP,N,,,3,55,
1750,501750,Hypolepis amaurorachis,Austral Ground-fern,,,,,,,,,,,,
3776,,Hypolepis elegans,,,,,,,,,,,,,
1752,501752,Hypolepis glandulifera,Downy Ground-fern,,,,,,,,,,,,
1751,501751,Hypolepis muelleri,Harsh Ground-fern,,,,,,,,,,,,
1753,501753,Hypolepis rugosula,Ruddy Ground-fern,,,,,,,,,,,,
3777,503777,Hypoxis exilis,Swamp Star,,,,,,,,,Vulnerable,,,
1755,501755,Hypoxis glabella,Tiny Star,S,U,I,2,50,MP,Y,,,3,12,
1756,501756,Hypoxis hygrometrica,Golden Weather-glass,,U,T,1,,MP,Y,,,,10,
4589,504589,Hypoxis hygrometrica var. hygrometrica,Golden Weather-glass,,,,,,,,,,,,
4590,504590,Hypoxis hygrometrica var. splendida,Golden Weather-glass,,,,,,,,,Poorly known,,,
4591,504591,Hypoxis hygrometrica var. villosisepala,Golden Weather-glass,,,,,,,,,,,,
3778,503778,Hypoxis vaginata,Yellow Star,,,,,,,,,,,,
4583,504583,Hypoxis vaginata var. brevistigmata,Yellow Star,,,,,,,,,Poorly known,,,
4584,504584,Hypoxis vaginata var. vaginata,Yellow Star,,,,,,,,,,,,
1757,501757,Hypsela tridens,Hypsela,,,,,,,,,Poorly known,,,
1759,501759,Ilex aquifolium,English Holly,,,,,,,,,,,,
5798,505798,Impatiens balfouri,Poor Man's Orchid,,,,,,,,,,,,
1760,501760,Imperata cylindrica,Blady Grass,F,V,T,1,100,MP,N,,,3,"9, 75",PERVEG = V [9]
3780,503780,Indigofera adesmiifolia,Tick Indigo,G,,I,5,100,,,,Vulnerable,3,,
1761,501761,Indigofera australis,Austral Indigo,S,PERVEG,I,5,100,MP,,,,3,"43, 67",JUVEN = 3 [43]
3783,503783,Ipheion uniflorum,Spring Star-flower,,,,,,,,,,,,
1762,501762,Ipomoea indica,Blue Morning-glory,,,,,,,,,,,,
7210,507210,Ipomoea purpurea,Common Morning-glory,,,,,,,,,,,,
3781,503781,Irenepharsus magicus,Elusive Cress,G,X,I,,,,,,Rare,,9,
5849,505849,Iris foetidissima,Stinking Iris,,,,,,,,,,,,
1763,501763,Iris germanica,German Iris,,,,,,,,,,,,
7499,507499,Iris orientalis,Oriental Iris,,,,,,,,,,,,
3784,503784,Iris pseudacorus,Yellow Flag Iris,,,,,,,,,,,,
1764,501764,Isachne globosa,Swamp Millet,,,,,,,,,,,,
1765,501765,Isoetes drummondii,Plain Quillwort,,,,,,,,,,,,
4575,504575,Isoetes drummondii subsp. anomala,Plain Quillwort,,,,,,,,,Poorly known,,,
4572,504572,Isoetes drummondii subsp. drummondii,Plain Quillwort,,,,,,,,,,,,
1767,501767,Isoetes muelleri,Rock Quillwort,,,,,,,,,,,,
4538,504538,Isoetes pusilla,Small Quillwort,,,,,,,,,Endangered,,,
1768,501768,Isoetopsis graminifolia,Grass Cushion,S,X,T,1,100,A,N,,,N,,
4675,504675,Isolepis alpina,Tasman Club-sedge,,,,,,,,,Poorly known,,,
1770,501770,Isolepis aucklandica,New Zealand Club-sedge,S,,T,1,100,SP,,,,N,[4],PERSEED = C [4]
1771,501771,Isolepis australiensis,Inland Club-sedge,,,,,,,,,Poorly known,,,
5944,505944,Isolepis cernua,Nodding Club-sedge,,,,,,,,,,,,
1772,501772,Isolepis cernua var. cernua,Nodding Club-sedge,,W,T,2,100,,,,,N,,
1783,501783,Isolepis cernua var. platycarpa,Broad-fruit Club-sedge,S,,T,1,100,,,,,N,,
5265,505265,Isolepis cernua var. setiformis,Bristle Club-sedge,,,,,,,,,Poorly known,,,
1773,501773,Isolepis congrua,Slender Club-sedge,,,,,,,,,Vulnerable,,,
1774,501774,Isolepis crassiuscula,Alpine Club-sedge,S,,T,1,100,SP,,,,N,[4],PERSEED = C [4]
1775,501775,Isolepis fluitans,Floating Club-sedge,,W,T,2,100,,,,,N,,
5945,505945,Isolepis fluitans var. fluitans,Floating Club-sedge,,,,,,,,,,,,
5946,505946,Isolepis fluitans var. lenticularis,Floating Club-sedge,,,,,,,,,,,,
4676,504676,Isolepis gaudichaudiana,Benambra Club-sedge,,,,,,,,,Vulnerable,,,
1776,501776,Isolepis habra,Wispy Club-sedge,,,,,,,,,,,,
1777,501777,Isolepis hookeriana,Grassy Club-sedge,S,,T,1,100,,,,,N,,
1778,501778,Isolepis hystrix,Awned Club-sedge,S,,T,1,100,,,,,N,,
1779,501779,Isolepis inundata,Swamp Club-sedge,F,W,T,2,100,,N,,,N,[10],JUVEN = 1 [10]
1780,501780,Isolepis marginata,Little Club-sedge,G,X,T,1,100,A,N,,,N,"1, 55",
1781,501781,Isolepis montivaga,Fog Club-sedge,S,,T,1,100,SP,,,Rare,N,[4],PERSEED = C [4]
1784,501784,Isolepis producta,Nutty Club-sedge,,,,,,,,,,,,
1785,501785,Isolepis prolifera,Proliferous Club-sedge,,,,,,,,,,,,
4621,504621,Isolepis sepulcralis,African Club-sedge,,,,,,,,,,,,
1786,501786,Isolepis stellata,Star Club-sedge,,,,,,,,,,,,
1787,501787,Isolepis subtilissima,Mountain Club-sedge,S,,T,1,100,SP,,,,N,[4],PERSEED = C [4]
7500,507500,Isolepis trachysperma,Club Sedge,,,,,,,,,,,,
1788,501788,Isolepis victoriensis,Victorian Club-sedge,S,,T,1,100,,,,,N,,
1789,501789,Isolepis wakefieldiana,Tufted Club-sedge,,,,,,,,,Rare,,,
1790,501790,Isopogon ceratophyllus,Horny Cone-bush,G,N,I,10,50,MP,N,Y,,2,[5],"PERVEG =W, TIRMK = T [5]"
1791,501791,Isopogon prostratus,Prostrate Cone-bush,,,,,,,,,Endangered,,,
1792,501792,Isotoma axillaris,Rock Isotome,C,,T,2,100,,,,,N,,
1793,516280,Isotoma fluviatilis,,C,,T,2,100,,,,,N,,
1794,,Iva axillaris,,,,,,,,,,,,,
4169,504169,Ixia longituba,Long-flower Ixia,,,,,,,,,,,,
1795,501795,Ixia maculata,Yellow Ixia,,,,,,,,,,,,
1796,501796,Ixia paniculata,Long-tube Ixia,,,,,,,,,,,,
1797,501797,Ixia polystachya,Variable Ixia,,,,,,,,,,,,
1800,501800,Ixodia achillaeoides,Ixodia,G,X,I,2,50,ASP,N,,,2,[5],TIRMK = R [5]
4622,504622,Ixodia achillaeoides subsp. alata,Ixodia,,,,,,,,,,,,
4623,504623,Ixodia achillaeoides subsp. arenicola,Coast Ixodia,,,,,,,,,Vulnerable,,,
1801,,Jasminum didymum,,,,,,,,,,,,,
5948,505948,Jasminum polyanthum,Winter Jasmine,,,,,,,,,,,,
3779,503779,Joycea lepidopoda,,,V,T,2,100,,,,,3,,
973,500973,Joycea pallida,,Z,V,T,2,100,LP,N,,,2,"9, 43",JUVEN = 1 (ref 43)
3803,503803,Juncus acuminatus,Sharp-fruited Rush,,,,,,,,,,,,
1802,516322,Juncus acutus,,,V,T,2,100,,,,,N,,
1827,,Juncus alexandri,,,,,,,,,,,,,
1803,501803,Juncus amabilis,Hollow Rush,,,,,,,,,,,,
1804,501804,Juncus antarcticus,Cushion Rush,,,,,,,,,Vulnerable,,,
1805,501805,Juncus aridicola,Tussock Rush,,,,,,,,,,,,
1806,501806,Juncus articulatus,,,,,,,,,,,,,
1808,501808,Juncus australis,Austral Rush,,,,,,,,,,,,
4435,504435,Juncus bassianus,Bass Rush,,,,,,,,,Poorly known,,,
1809,501809,Juncus brevibracteus,Alpine Rush,,,,,,,,,Rare,,,
1810,501810,Juncus bufonius,Toad Rush,S,X,T,1,100,A,N,,,N,[4],PERVEG = U/W [4]
1811,501811,Juncus bulbosus,Bulbous Rush,,,,,,,,,,,,
1812,501812,Juncus caespiticius,Grassy Rush,,,,,,,,,,,,
3800,503800,Juncus capillaceus,String Rush,,,,,,,,,,,,
1813,501813,Juncus capitatus,Capitate Rush,S,,T,1,100,,,,,N,,
1814,501814,Juncus continuus,Pithy Rush,,,,,,,,,,,,
1815,501815,Juncus effusus,,S,W,T,2,100,MP,,,,N,[4],JUVEN = 1 [4]
5505,505505,Juncus ensifolius,Sword Rush,,,,,,,,,,,,
1816,501816,Juncus falcatus,,S,W,T,2,100,MP,,,,N,[4],JUVEN = 1 [4]
1817,501817,Juncus filicaulis,Thread Rush,,,,,,,,,,,,
1818,501818,Juncus flavidus,Gold Rush,,V,T,2,100,,,,,N,,
4053,504053,Juncus fockei,Slender Joint-leaf Rush,,,,,,,,,,,,
3802,,Juncus fontanesii,,,,,,,,,,,,,
1819,516347,Juncus gerardii,,,,,,,,,,,,,
1820,501820,Juncus gregiflorus,Green Rush,,,,,,,,,,,,
1821,501821,Juncus holoschoenus,Joint-leaf Rush,,W,T,2,100,,,,,N,,
1822,501822,Juncus homalocaulis,Wiry Rush,S,V,T,2,100,MP,,,,N,[4],JUVEN = 1 [4]
1823,501823,Juncus imbricatus,Folded Rush,,,,,,,,,,,,
1824,501824,Juncus inflexus,,,,,,,,,,,,,
1825,501825,Juncus ingens,Giant Rush,,,,,,,,,,,,
1826,,Juncus kraussii,,,,,,,,,,,,,
1828,501828,Juncus microcephalus,Tiny-headed Rush,,,,,,,,,,,,
1829,501829,Juncus oxycarpus,Spiny-fruit Rush,,,,,,,,,,,,
1830,501830,Juncus pallidus,Pale Rush,,V,T,2,100,,,,,N,,
1831,501831,Juncus pauciflorus,Loose-flower Rush,,V,T,2,100,,,,,N,,
1832,501832,Juncus phaeanthus,Dark-flower Rush,,,,,,,,,Rare,,,
1833,501833,Juncus planifolius,Broad-leaf Rush,,W,T,2,100,,,,,N,[10],JUVEN = 1 [10]
1834,501834,Juncus prismatocarpus,,,,,,,,,,,,,
1835,501835,Juncus procerus,Tall Rush,,W,I,2,100,,,,,3,,
1836,501836,Juncus psammophilus,Sand Rush,,,,,,,,,Rare,,,
1837,501837,Juncus radula,Hoary Rush,,V,T,2,100,,,,,N,,
1838,501838,Juncus remotiflorus,Diffuse Rush,,V,T,2,100,,N,,,N,,
1839,501839,Juncus revolutus,Creeping Rush,,,,,,,,,Rare,,,
1840,501840,Juncus sandwithii,Alpine Joint-leaf Rush,,,,,,,,,,,,
1841,501841,Juncus sarophorus,Broom Rush,,V,T,2,100,,,,,N,,
1842,501842,Juncus semisolidus,Plains Rush,,,,,,,,,,,,
1843,501843,Juncus subsecundus,Finger Rush,,V,T,2,100,,N,,,N,,
1844,501844,Juncus tenuis,Slender Rush,,,,,,,,,,,,
3801,503801,Juncus thompsonianus,Snowfield Rush,,,,,,,,,Poorly known,,,
1845,501845,Juncus usitatus,Billabong Rush,,,,,,,,,,,,
1846,501846,Juncus vaginatus,Clustered Rush,,,,,,,,,,,,
5227,,Juniperus oxycedrus,,,,,,,,,,,,,
1100,501100,Kelleria laxa,Snow Daphne,F,F,F,1,,,,,Endangered,,8,
1847,501847,Kennedia prostrata,Running Postman,S,X,I,5,50,MP,N,,,2,"[3], [5], 70, 72","PERVEG = V [3]; TIRMK = T, JUVEN = 2 [5]"
1848,501848,Kennedia rubicunda,Dusky Coral-pea,,,,,,,,,,,,
5699,,Kickxia commutata,,,,,,,,,,,,,
1849,501849,Kickxia elatine,Hairy Toadflax,,,,,,,,,,,,
4667,504667,Kickxia elatine subsp. crinita,Twining Toadflax,,,,,,,,,,,,
4668,504668,Kickxia elatine subsp. elatine,Woolly Toadflax,,,,,,,,,,,,
1850,,Kickxia spuria,,,,,,,,,,,,,
1851,501851,Kippistia suaedifolia,Fleshy Minuria,S,X,T,2,100,ASP,N,,Vulnerable,N,,
3820,503820,Kniphofia uvaria,Red-hot Poker,,,,,,,,,,,,
1852,501852,Koeleria macrantha,Crested Hair-grass,,,,,,,,,Rare,,,
1853,,Korthalsella rubra,,D,,,,,,N,,,3,,
1854,501854,Kunzea ambigua,White Kunzea,,,,,,,,,,,,
5677,505677,Kunzea baxteri,Crimson Kunzea,,,,,,,,,,,,
1856,501856,Kunzea ericoides spp. agg.,Burgan,G,V,I,5,100,LP,N,,,N,"4, 38, 54",
7040,507040,Kunzea leptospermoides,Yarra Burgan,,,,,,,,,Poorly known,,,
1855,501855,Kunzea muelleri,Yellow Kunzea,Z,V,T,5,100,LP,N,,,N,"[4], 38, 40",TIRMK = I [4]
1857,501857,Kunzea parvifolia,Violet Kunzea,,,I,5,50,,,,,3,,
7042,507042,Kunzea peduncularis,Mountain Burgan,,,,,,,,,,,,
7063,507063,Kunzea phylicoides,Slender Burgan,,,,,,,,,Rare,,,
1858,501858,Kunzea pomifera,Muntries,F,V,T,20,100,MP,N,,,3,1,
7066,507066,Kunzea sp. (Scrubby form),Tangled Burgan,,,,,,,,,,,,
7067,507067,Kunzea sp. (Upright form),Forest Burgan,,,,,,,,,,,,
148,500148,Lachnagrostis adamsonii,Adamson's Blown-grass,,,,,,,,,Vulnerable,,,
4205,516374,Lachnagrostis aemula,,S,W,T,1,50,SP,N,,,N,"43, 75",JUVEN = 2 [43]
4221,,Lachnagrostis billardierei,,,,,,,,,,,,,
151,516379,Lachnagrostis filiformis,,D,,T,1,100,ASP,N,,,N,58,
4219,,Lachnagrostis filiformis var. 1,,,,T,1,100,,N,,,,,
4220,,Lachnagrostis filiformis var. 2,,,,,,,,,,,,,
156,500156,Lachnagrostis meionectes,Alpine Blown-grass,,,,,,,,,Rare,,,
5787,505787,Lachnagrostis punicea,Purple Blown-grass,,,,,,,,,Rare,,,
4222,504222,Lachnagrostis punicea subsp. filifolia,Purple Blown-grass,,,,,,,,,Rare,,,
4206,504206,Lachnagrostis punicea subsp. punicea,Purple Blown-grass,,,,,,,,,Rare,,,
4223,504223,Lachnagrostis robusta,Salt Blown-grass,,,,,,,,,Rare,,,
159,500159,Lachnagrostis scabra,Rough Blown-grass,,,,,,,,,Rare,,,
1859,501859,Lactuca saligna,Willow-leaf Lettuce,,,,,,,,,,,,
1860,501860,Lactuca serriola,Prickly Lettuce,D,X,T,1,100,A,N,,,N,1,PERSEED = G [1]
1861,501861,Lagenophora gracilis,Slender Bottle-daisy,PERSEED,U,T,1,100,,,,,N,70,
1862,501862,Lagenophora huegelii,Coarse Bottle-daisy,,U,T,1,100,MP,,,,N,74,
5266,505266,Lagenophora montana,Mountain Bottle-daisy,,,,,,,,,,,,
1863,501863,Lagenophora stipitata,Common Bottle-daisy,,U,,1,,,N,,,N,"[4], 43","PERVEG = V [4, Alpine Ash Forest]"
5751,,Lagunaria patersonia,,,,,,,,,,,,,
1864,501864,Lagurus ovatus,Hare's-tail Grass,,,,,,,,,,,,
1865,501865,Lamarckia aurea,Golden-top,,,,,,,,,,,,
1866,501866,Lamium amplexicaule,Dead Nettle,,,,,,,,,,,,
4249,,Lamium galeobdolon,,,,,,,,,,,,,
1867,501867,Lamium purpureum,Red Dead-Nettle,,,,,,,,,,,,
5753,505753,Lampranthus immelmaniae,Lampranthus,,,,,,,,,,,,
1868,501868,Lampranthus tegens,Little Noon-flower,,,,,,,,,,,,
3224,503224,Landoltia punctata,Thin Duckweed,,,,,,,,,,,,
5705,,Lantana camara,,,,,,,,,,,,,
1869,516390,Lapsana communis,,,,,,,,,,,,,
1870,501870,Lasiopetalum baueri,Slender Velvet-bush,G,,I,,,,,,,2,5,
1871,501871,Lasiopetalum behrii,Pink Velvet-bush,G,X,I,5,100,MP,N,,,2,1,
1873,501873,Lasiopetalum ferrugineum,Rusty Velvet-bush,,,,,,,,,Vulnerable,,,
1874,501874,Lasiopetalum macrophyllum,Shrubby Velvet-bush,PERSEED,PERVEG,,,,,,,,,70,
1875,501875,Lasiopetalum schulzenii,Drooping Velvet-bush,,,,,,,,,Rare,,,
1876,501876,Lastreopsis acuminata,Shiny Shield-fern,,,,,,,,,,,,
1877,501877,Lastreopsis decomposita,Trim Shield-fern,,,,,,,,,Vulnerable,,,
1878,501878,Lastreopsis hispida,Bristly Shield-fern,,,,,,,,,Rare,,,
1879,,Lastreopsis microsora,,,,,,,,,,,,,
1880,501880,Lathyrus angulatus,Angular Pea,,,,,,,,,,,,
1881,501881,Lathyrus latifolius,Everlasting Pea,,,,,,,,,,,,
5101,505101,Lathyrus odoratus,Sweet Pea,,,,,,,,,,,,
5267,505267,Lathyrus sativus,Chickling Vetch,,,,,,,,,,,,
5102,505102,Lathyrus tingitanus,Tangier Pea,,,,,,,,,,,,
7480,507480,Laurus nobilis,Bay Laurel,,,,,,,,,,,,
7524,,Lavandula dentata,,,,,,,,,,,,,
1882,501882,Lavandula stoechas,Topped Lavender,,,,,,,,,,,,
1886,501886,Lawrencia berthae,Showy Lawrencia,,,,,,,,,Vulnerable,,,
1887,501887,Lawrencia glomerata,Clustered Lawrencia,,,,,,,,,,,,
1888,501888,Lawrencia spicata,Salt Lawrencia,,,,,,,,,Rare,,,
3099,503099,Lawrencia squamata,Thorny Lawrencia,,,,,,,,,,,,
1889,501889,Laxmannia gracilis,Slender Wire-lily,,,,,,,,,Rare,,,
1890,501890,Laxmannia orientalis,Dwarf Wire-lily,G,N,I,5,50,MP,N,,,2,"1, [5], 55","PERVEG = W, TIRMK = T [5]"
1891,501891,Leersia oryzoides,Rice Cut-grass,,,,,,,,,,,,
1942,501942,Leiocarpa gatesii,Wrinkled Buttons,,X,I,1,100,,,,Vulnerable,2,,
3782,503782,Leiocarpa leptolepis,Pale Plover-daisy,,,,,,,,,Endangered,,,
1945,501945,Leiocarpa panaetioides,Woolly Buttons,,,,,,,,,,,,
1799,501799,Leiocarpa tomentosa,Woolly Plover-daisy,,,,,,,,,Endangered,,,
1798,501798,Leiocarpa websteri,Stalked Plover-daisy,,,,,,,,,,,,
2481,502481,Leionema bilobum,Notched Leionema,,,,,,,,,Rare,,,
5479,,Leionema bilobum subsp. 1 (Grampians),,,,,,,,,,,,,
5641,,Leionema bilobum subsp. 2 (Victoria Range),,,,,,,,,,,,,
5480,516398,Leionema bilobum subsp. 3 (West Gippsland),,,,,,,,,,,,,
2485,502485,Leionema lamprophyllum,Shiny Leionema,G,X,,5,,,N,,Rare,,38,
5477,505477,Leionema lamprophyllum subsp. lamprophyllum,Shiny Leionema,,,,,,,,,Rare,,,
5478,505478,Leionema lamprophyllum subsp. obovatum,Shiny Leionema,,,,,,,,,Rare,,,
2482,502482,Leionema microphyllum,Spreading Leionema,,,,,,,,,Presumed extinct,,,
2489,502489,Leionema phylicifolium,Alpine Leionema,G,,I,5,100,LP,,,,2,,
1893,501893,Lemna disperma,Common Duckweed,,X,T,1,100,,,,,N,,
5329,516402,Lemna minor,,,,,,,,,,,,,
1894,501894,Lemna trisulca,Ivy-leaf Duckweed,,,,,,,,,Poorly known,,,
1477,501477,Lemooria burkittii,Wires-and-wool,,,,,,,,,Presumed extinct,,,
1895,516403,Leontodon taraxacoides,,D,,,1,,,,,,N,43,
1896,501896,Lepidium africanum,Common Peppercress,,,,,,,,,,,,
1897,501897,Lepidium aschersonii,Spiny Peppercress,,,,,,,,,Endangered,,,
1898,501898,Lepidium bonariense,Argentine Cress,,,,,,,,,,,,
1899,501899,Lepidium campestre,Field Peppercress,,,,,,,,,,,,
1900,501900,Lepidium desvauxii,Bushy Peppercress,,,,,,,,,Rare,,,
826,500826,Lepidium didymum,Lesser Swine-cress,,,,,,,,,,,,
618,500618,Lepidium draba,Hoary Cress,,,,,,,,,,,,
1901,501901,Lepidium fasciculatum,Bundled Peppercress,,,,,,,,,Poorly known,,,
1902,501902,Lepidium foliosum,Leafy Peppercress,,,,,,,,,Vulnerable,,,
1903,501903,Lepidium hyssopifolium,Basalt Peppercress,,,,,,,,,Endangered,,,
1904,501904,Lepidium leptopetalum,Slender Peppercress,,,,,,,,,,,,
1905,501905,Lepidium monoplocoides,Winged Peppercress,,,,,,,,,Endangered,,,
1906,501906,Lepidium papillosum,Warty Peppercress,,,,,,,,,Poorly known,,,
1907,501907,Lepidium phlebopetalum,Veined Peppercress,,,,,,,,,Endangered,,,
1908,501908,Lepidium pseudohyssopifolium,Native Peppercress,,,,,,,,,Poorly known,,,
1909,501909,Lepidium pseudopapillosum,Erect Peppercress,S,X,T,1,50,ASP,N,,Endangered,,60,
1910,501910,Lepidium pseudotasmanicum,Shade Peppercress,S,X,T,2,100,ASP,N,,,3,21,
1912,501912,Lepidium sativum,Garden Cress,,,,,,,,,,,,
827,500827,Lepidium squamatum,Swine-cress,,,,,,,,,,,,
1911,501911,Lepidium strictum,Matted Peppercress,,,,,,,,,,,,
1913,501913,Lepidium virginicum,Virginian Peppercress,,,,,,,,,,,,
1914,501914,Lepidobolus drapetocoleus,Scale Shedder,F,V,I,5,100,LP,N,,,N,1,
1915,501915,Lepidosperma canescens,Hoary Rapier-sedge,,PERVEG,,2,,MP,,,Rare,,74,
1916,501916,Lepidosperma carphoides,Black Rapier-sedge,G,N,I,2,50,MP,N,,,N,1,"PERSEED=G, but weakly so; GEOPHYTE but perennating buds close to the surface"
1917,501917,Lepidosperma concavum,Sandhill Sword-sedge,G,N,I,5,100,MP,N,,,N,55,
1918,501918,Lepidosperma congestum,Clustered Sword-sedge,,,,,,,,,,,,
1925,501925,Lepidosperma curtisiae,Little Sword-sedge,,N,I,5,100,,,,,N,,
1919,501919,Lepidosperma elatius,Tall Sword-sedge,,,,,,,,,,,,
4697,504697,Lepidosperma elatius var. elatius,Tall Sword-sedge,,,,,,,,,,,,
4698,504698,Lepidosperma elatius var. ensiforme,Tall Sword-sedge,,,,,,,,,,,,
1920,501920,Lepidosperma filiforme,Common Rapier-sedge,,N,I,5,100,,,,,N,,
1921,501921,Lepidosperma forsythii,Large-flower Rapier-sedge,,N,I,5,100,,,,,N,,
1922,501922,Lepidosperma gladiatum,Coast Sword-sedge,,,,,,,,,,,,
4699,504699,Lepidosperma gunnii,Slender Sword-sedge,,,,,,,,,,,,
1923,501923,Lepidosperma laterale,Variable Sword-sedge,,N,T,5,100,,N,,,N,,
4700,504700,Lepidosperma laterale var. laterale,Variable Sword-sedge,S,F,T,5,100,,N,,,,58,
4701,504701,Lepidosperma laterale var. majus,Variable Sword-sedge,,,,,,,,,,,,
1924,501924,Lepidosperma limicola,Razor Sword-sedge,,,,,,,,,Rare,,,
1926,501926,Lepidosperma longitudinale,Pithy Sword-sedge,,N,T,5,100,,,,,N,,
1927,501927,Lepidosperma neesii,Stiff Rapier-sedge,,N,I,5,100,,,,,N,,
1928,501928,Lepidosperma semiteres,Wire Rapier-sedge,,N,I,5,100,,,,,N,,
1929,501929,Lepidosperma tortuosum,Tortuous Rapier-sedge,,,,,,,,,,,,
1930,501930,Lepidosperma urophorum,Tailed Rapier-sedge,G,N,T,5,100,LP,N,,,N,18,
1931,501931,Lepidosperma viscidum,Sticky Sword-sedge,G,N,I,5,100,MP,N,,,N,1,GEOPHYTE but perennating buds close to the surface
1932,501932,Lepilaena australis,Austral Water-mat,,,,,,,,,,,,
1933,501933,Lepilaena bilocularis,Small-fruit Water-mat,,,,,,,,,,,,
1934,501934,Lepilaena cylindrocarpa,Long-fruit Water-mat,,,,,,,,,,,,
3845,503845,Lepilaena marina,Sea Water-mat,,,,,,,,,Vulnerable,,,
3846,503846,Lepilaena patentifolia,Spreading Water-mat,,,,,,,,,Vulnerable,,,
1935,501935,Lepilaena preissii,Slender Water-mat,,,,,,,,,,,,
1936,501936,Leporella fimbriata,Fringed Hare-orchid,,U,I,1,100,,Y,,,2,[5],"PERVEG = V, TIRMK = T [5]"
900,,Leptecophylla juniperina,,,,,,,,,,,,,
849,500849,Leptinella filicula,Mountain Cotula,,W,T,1,100,MP,,,,3,,
4603,504603,Leptinella longipes,Coast Cotula,,,,,,,,,,,,
3884,,Leptinella reptans,,,,,,,,,,,,,
1938,501938,Leptocarpus tenax,Slender Twine-rush,,,,,,,,,,,,
540,500540,Leptoceras menziesii,Hare Orchid,,U,F,1,50,F,Y,,,N,[5],"PERVEG = V, TIRMK = T [5]"
