Ecosystem,species records,R+,S+,resp.type,Conserved R+,Conserved S+,Genus number,Genus,Family,Family number
Grassland,Sclerolaena_muricata_var._muricata,no,no,Killed,Unknown,Conserved,481,Sclerolaena,Chen,29
Grassland,Sclerolaena_muricata_var._villosa,no,no,Killed,Unknown,Conserved,481,Sclerolaena,Chen,29
Eucalypt Shrubland,Sclerolaena_parviflora,no,yes,Killed,Unknown,Conserved,481,Sclerolaena,Chen,29
Grassland,Sclerolaena_stelligera,no,no,Killed,Unknown,Conserved,481,Sclerolaena,Chen,29
Acacia Shrublands,Sclerolaena_tetracuspis,no,no,Killed,Unknown,Conserved,481,Sclerolaena,Chen,29
Acacia Shrublands,Sclerolaena_tricuspis,no,no,Killed,Unknown,Conserved,481,Sclerolaena,Chen,29
Eucalypt Forest,Scolopia_braunii,yes,no,Basal,Unknown,Unknown,482,Scolopia,Sali,114
Eucalypt Forest,Senecio_amygdalifolius,X,X,X,Unknown,Unknown,483,Senecio,Aste,13
Eucalypt Forest,Senecio_lautus_subsp._dissectifolius,no,X,Killed,Unknown,Unknown,483,Senecio,Aste,13
Eucalypt Forest,Senecio_lautus_subsp._lanceolatus,no,X,Killed,Unknown,Unknown,483,Senecio,Aste,13
Eucalypt Forest,Senecio_lautus_subsp._lautus,no,X,Killed,Unknown,Unknown,483,Senecio,Aste,13
Acacia Shrublands,Senecio_murrayanus,X,X,X,Unknown,Unknown,483,Senecio,Aste,13
Grassland,Senecio_pinnatifolius,yes,no,Basal,Unknown,Unknown,483,Senecio,Aste,13
Eucalypt Forest,Senecio_prenanthoides,X,X,X,Unknown,Unknown,483,Senecio,Aste,13
Eucalypt Forest,Senecio_squarrosus,X,X,X,Unknown,Unknown,483,Senecio,Aste,13
Grassland,Senna,X,X,X,Conserved,Conserved,484,Senna,Caes,23
Acacia Shrublands,Senna_artemisioides,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_nothosubsp__artemisioides,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_nothosubsp__coriacea,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_nothosubsp__sturtii,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_subsp__alicia,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_subsp__filifolia,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_subsp__helmsii,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_subsp__oligophylla,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_subsp__petiolaris,yes,no,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_artemisioides_subsp__quadrifolia,yes,yes,Basal,Conserved,Conserved,484,Senna,Caes,23
Eucalypt Shrubland,Senna_artemisioides_subsp._petiolaris,yes,yes,Basal,Conserved,Conserved,484,Senna,Caes,23
Acacia Shrublands,Senna_coronilloides,X,X,X,Conserved,Conserved,484,Senna,Caes,23
Savanna,Senna_didymobotrya,yes,no,X,Conserved,Conserved,484,Senna,Caes,23
Eucalypt Shrubland,Senna_form_taxon_'coriacea',yes,yes,Basal,Conserved,Conserved,484,Senna,Caes,23
Eucalypt Shrubland,Senna_form_taxon_'petiolaris',yes,yes,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_glutinosa_subsp__glutinosa,yes,yes,Basal,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_glutinosa_subsp__pruinosa,yes,yes,Basal,Conserved,Conserved,484,Senna,Caes,23
Eucalypt Forest,Senna_odorata,no,X,Killed,Conserved,Conserved,484,Senna,Caes,23
Eucalypt Forest,Senna_pendula_var._glabrata,yes,yes,Basal,Conserved,Conserved,484,Senna,Caes,23
Grassland,Senna_planitiicola,X,X,X,Conserved,Conserved,484,Senna,Caes,23
Spinifex Grassland,Senna_pleurocarpa_var__pleurocarpa,no,yes,Killed,Conserved,Conserved,484,Senna,Caes,23
Eucalypt Forest,Senna_septemtrionalis,X,X,X,Conserved,Conserved,484,Senna,Caes,23
Eucalypt Shrubland,Senna_stowardii,no,yes,Killed,Conserved,Conserved,484,Senna,Caes,23
Eucalypt Forest,Seringia_arborescens,X,X,X,Unknown,Unknown,485,Seringia,Malv,70
Grassland,Sesbania,X,X,X,Unknown,Strongly Conserved,486,Sesbania,Fabo,52
Grassland,Sesbania_campylocarpa,X,X,X,Unknown,Strongly Conserved,486,Sesbania,Fabo,52
Acacia Shrublands,Sesbania_cannabina,no,yes,Killed,Unknown,Strongly Conserved,486,Sesbania,Fabo,52
Grassland,Sesbania_chippendalei,no,yes,Killed,Unknown,Strongly Conserved,486,Sesbania,Fabo,52
Grassland,Sida,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_(Indet,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_cleisocalyx,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Acacia Shrublands,Sida_cordifolia,yes,no,Basal,Conserved,Conserved,487,Sida,Malv,70
Acacia Shrublands,Sida_corrugata,no,no,Killed,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_corrugata,no,no,Killed,Conserved,Conserved,487,Sida,Malv,70
Eucalypt Forest,Sida_cunninghamii,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_fibulifera,yes,yes,Basal,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_filiformis,no,yes,Killed,Conserved,Conserved,487,Sida,Malv,70
Acacia Shrublands,Sida_hackettiana,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Eucalypt Forest,Sida_petrophila,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Eucalypt Forest,Sida_rhombifolia,yes,yes,Basal,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_rohlenae,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_sp.,no,no,Killed,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_spinosa,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Eucalypt Forest,Sida_spp.,X,X,X,Conserved,Conserved,487,Sida,Malv,70
Eucalypt Forest,Sida_subspicata,yes,yes,Basal,Conserved,Conserved,487,Sida,Malv,70
Grassland,Sida_trichopoda,no,no,Killed,Conserved,Conserved,487,Sida,Malv,70
Eucalypt Forest,Sigesbeckia_australiensis,X,X,X,Unknown,Unknown,488,Sigesbeckia,Aste,13
Rainforest,Sloanea_australis,no,no,Killed,Unknown,Unknown,489,Sloanea,Elae,46
Rainforest,Sloanea_woollsii,no,no,Killed,Unknown,Unknown,489,Sloanea,Elae,46
Eucalypt Forest,Smilax_australis,yes,no,Basal,Strongly Conserved,Unknown,490,Smilax,Smil,121
Eucalypt Forest,Smilax_glyciphylla,yes,no,Basal,Strongly Conserved,Unknown,490,Smilax,Smil,121
Acacia Shrublands,Solanum,X,X,X,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_aviculare,no,no,Killed,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_brownii,no,X,Killed,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_campanulatum,no,X,Killed,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_cinereum,X,X,X,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_elegans,X,X,X,Conserved,Conserved,491,Solanum,Sola,122
Acacia Shrublands,Solanum_ellipticum,yes,yes,Basal,Conserved,Conserved,491,Solanum,Sola,122
Grassland,Solanum_esuriale,X,X,X,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Shrubland,Solanum_hoplopetalum,X,yes,X,Conserved,Conserved,491,Solanum,Sola,122
Rainforest,Solanum_mauritianum_,no,no,Killed,Conserved,Conserved,491,Solanum,Sola,122
Acacia Shrublands,Solanum_nemophilum,X,X,X,Conserved,Conserved,491,Solanum,Sola,122
Rainforest,Solanum_nigrum_,no,no,Killed,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_nobile,no,no,Killed,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Shrubland,Solanum_nummularium,X,yes,X,Conserved,Conserved,491,Solanum,Sola,122
Acacia Shrublands,Solanum_opacum,X,X,X,Conserved,Conserved,491,Solanum,Sola,122
Spinifex Grassland,Solanum_orbiculatum_subsp__macrophyllum,yes,yes,Basal,Conserved,Conserved,491,Solanum,Sola,122
Spinifex Grassland,Solanum_orbiculatum_subsp__orbiculatum,yes,yes,Basal,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_parvifolium,X,X,X,Conserved,Conserved,491,Solanum,Sola,122
Rainforest,Solanum_prinophyllum_,no,no,Killed,Conserved,Conserved,491,Solanum,Sola,122
Acacia Shrublands,Solanum_stelligerum,no,yes,Killed,Conserved,Conserved,491,Solanum,Sola,122
Savanna,Solanum_torvum,no,yes,Killed,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_vescum,no,X,Killed,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_vicinum,no,no,Killed,Conserved,Conserved,491,Solanum,Sola,122
Eucalypt Forest,Solanum_betacea,X,X,X,Unknown,Unknown,491,Solanum,Sola,122
Eucalypt Forest,Solenogyne_bellioides,X,X,X,Unknown,Unknown,492,Solenogyne,Aste,13
Acacia Shrublands,Spartothamnella_juncea,yes,no,Basal,Strongly Conserved,Unknown,493,Spartothamnella,Lami,63
Acacia Shrublands,Spartothamnella_puberula,yes,no,Basal,Strongly Conserved,Unknown,493,Spartothamnella,Lami,63
Acacia Shrublands,Spartothamnella_teucriiflora,yes,no,Basal,Strongly Conserved,Unknown,493,Spartothamnella,Lami,63
Eucalypt Forest,Spermacoce_multicaulis,X,X,X,Unknown,Unknown,494,Spermacoce,Rubi,112
Heath,Sphaerolobium_alatum,yes,yes,X,Conserved,Strongly Conserved,495,Sphaerolobium,Fabo,52
Heath,Sphaerolobium_daviesioides,X,yes,X,Conserved,Strongly Conserved,495,Sphaerolobium,Fabo,52
Heath,Sphaerolobium_fornicatum,yes,yes,X,Conserved,Strongly Conserved,495,Sphaerolobium,Fabo,52
Heath,Sphaerolobium_grandiflorum,yes,yes,X,Conserved,Strongly Conserved,495,Sphaerolobium,Fabo,52
Heath,Sphaerolobium_medium,yes,yes,X,Conserved,Strongly Conserved,495,Sphaerolobium,Fabo,52
Eucalypt Forest,Sphaerolobium_minus,no,X,Killed,Conserved,Strongly Conserved,495,Sphaerolobium,Fabo,52
Eucalypt Forest,Sphaerolobium_vimineum,no,X,Killed,Conserved,Strongly Conserved,495,Sphaerolobium,Fabo,52
Heath,Sprengelia_incarnata,no,yes,Killed,Unknown,Strongly Conserved,496,Sprengelia,Eric,47
Heath,Sprengelia_sprengelioides,no,yes,Killed,Unknown,Strongly Conserved,496,Sprengelia,Eric,47
Eucalypt Shrubland,Spyridium_cordatum,no,yes,Killed,Unknown,Strongly Conserved,497,Spyridium,Rham,107
Eucalypt Shrubland,Spyridium_microcephalum,no,yes,Killed,Unknown,Strongly Conserved,497,Spyridium,Rham,107
Eucalypt Shrubland,Spyridium_mucronatum_subsp._mucronatum,no,yes,Killed,Unknown,Strongly Conserved,497,Spyridium,Rham,107
Eucalypt Shrubland,Spyridium_parvifolium,no,yes,Killed,Unknown,Strongly Conserved,497,Spyridium,Rham,107
Heath,Spyridium_polycephalum,no,yes,Killed,Unknown,Strongly Conserved,497,Spyridium,Rham,107
Eucalypt Shrubland,Spyridium_subochreatum,no,yes,Killed,Unknown,Strongly Conserved,497,Spyridium,Rham,107
Eucalypt Shrubland,Spyridium_vexiliferum,no,yes,Killed,Unknown,Strongly Conserved,497,Spyridium,Rham,107
Heath,Stachystemon_polyandrus,X,yes,X,Unknown,Unknown,498,Stachystemon,Picr,96
Heath,Stackhousia_scoparia,X,yes,X,Unknown,Unknown,499,Stackhousia,Cela,28
Savanna,Stenocarpus_acacioides,yes,no,Epicormic,Strongly Conserved,Unknown,500,Stenocarpus,Prot,104
Rainforest,Stenocarpus_salignus_,yes,no,Basal,Strongly Conserved,Unknown,500,Stenocarpus,Prot,104
Savanna,Stenocarpus_verticis,yes,no,Basal,Strongly Conserved,Unknown,500,Stenocarpus,Prot,104
Eucalypt Forest,Stephania_aculeata,yes,no,X,Strongly Conserved,Conserved,501,Stephania,Meni,73
Eucalypt Forest,Stephania_japonica,yes,yes,Basal,Strongly Conserved,Conserved,501,Stephania,Meni,73
Eucalypt Forest,Stephania_japonica_var_discolor,yes,no,X,Strongly Conserved,Conserved,501,Stephania,Meni,73
Savanna,Sterculia_quadrifida,yes,no,Epicormic,Unknown,Unknown,502,Sterculia,Malv,70
Heath,Stirlingia_latifolia,yes,yes,X,Conserved,Strongly Conserved,503,Stirlingia,Prot,104
Heath,Stirlingia_tenuifolia,yes,yes,X,Conserved,Strongly Conserved,503,Stirlingia,Prot,104
Eucalypt Forest,Streblus_brunonianus,no,X,Killed,Unknown,Unknown,504,Streblus,Mora,76
Savanna,Strychnos_lucida,yes,yes,Epicormic,Unknown,Unknown,505,Strychnos,Loga,66
Acacia Shrublands,Stylobasium_spathulatum,yes,no,Epicormic,Unknown,Unknown,506,Stylobasium,Suri,123
Heath,Styphelia_adscendens,yes,yes,X,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Shrubland,Styphelia_intertexta,X,yes,X,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_laeta,no,X,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_laeta_subsp._laeta,no,X,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_laeta_subsp._latifolia,no,yes,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_longifolia,no,X,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_psiloclada,no,X,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_spp.,X,X,X,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Heath,Styphelia_tenuiflora,no,yes,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_triflora,no,yes,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_tubiflora,no,X,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Heath,Styphelia_viridis,no,yes,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Styphelia_viridis_subsp._viridis,no,X,Killed,Unknown,Strongly Conserved,507,Styphelia,Eric,47
Eucalypt Forest,Swainsona_spp.,X,X,X,Unknown,Unknown,508,Swainsona,Fabo,52
Eucalypt Forest,Symphionema_montanum,no,X,Killed,Unknown,Unknown,509,Symphionema,Prot,104
Eucalypt Forest,Symphionema_paludosum,no,X,Killed,Unknown,Unknown,509,Symphionema,Prot,104
Eucalypt Forest,Symplocos_thwaitesii,no,X,Killed,Unknown,Unknown,510,Symplocos,Symp,124
Heath,Synaphea_canaliculata,yes,X,X,Strongly Conserved,Strongly Conserved,511,Synaphea,Prot,104
Heath,Synaphea_drummondii,yes,X,X,Strongly Conserved,Strongly Conserved,511,Synaphea,Prot,104
Heath,Synaphea_petiolaris,yes,yes,X,Strongly Conserved,Strongly Conserved,511,Synaphea,Prot,104
Heath,Synaphea_spinulosa,yes,yes,X,Strongly Conserved,Strongly Conserved,511,Synaphea,Prot,104
Heath,Synaphea_tripartita,X,X,X,Strongly Conserved,Strongly Conserved,511,Synaphea,Prot,104
Rainforest,Syncarpia_glomulifera_,yes,yes,Epicormic,Strongly Conserved,Conserved,512,Syncarpia,Myrt,78
Eucalypt Forest,Syncarpia_glomulifera_subsp._glomulifera,yes,X,X,Strongly Conserved,Conserved,512,Syncarpia,Myrt,78
Eucalypt Forest,Synoum_glandulosum,yes,no,Basal,Strongly Conserved,Unknown,513,Synoum,Meli,72
Eucalypt Forest,Synoum_glandulosum_subsp._glandulosum,yes,no,Basal,Strongly Conserved,Unknown,513,Synoum,Meli,72
Rainforest,Syzygium_australe_,yes,no,Basal,Strongly Conserved,Unknown,514,Syzygium,Myrt,78
Rainforest,Syzygium_crebrinerve_,X,X,X,Strongly Conserved,Unknown,514,Syzygium,Myrt,78
Savanna,Syzygium_eucalyptoides,yes,no,Epicormic,Strongly Conserved,Unknown,514,Syzygium,Myrt,78
Savanna,Syzygium_eucalyptoides_subsp.bleeseri,yes,no,Epicormic,Strongly Conserved,Unknown,514,Syzygium,Myrt,78
Savanna,Syzygium_eucalyptoides_subsp.eucalyptoides,yes,no,Epicormic,Strongly Conserved,Unknown,514,Syzygium,Myrt,78
Rainforest,Syzygium_oleosum,yes,no,Basal,Strongly Conserved,Unknown,514,Syzygium,Myrt,78
Rainforest,Syzygium_sp.,yes,no,Basal,Strongly Conserved,Unknown,514,Syzygium,Myrt,78
Savanna,Syzygium_suborbiculare,yes,no,Epicormic,Strongly Conserved,Unknown,514,Syzygium,Myrt,78
Rainforest,Tabernaemontana_pandacaqui_,X,X,X,Unknown,Unknown,515,Tabernaemontana,Apoc,9
Rainforest,Tarenna_pentamera,no,no,X,Unknown,Unknown,516,Tarenna,Rubi,112
Heath,Tarenna_sp.,yes,no,Epicormic,Unknown,Unknown,516,Tarenna,Rubi,112
Rainforest,Tasmannia_insipida_,yes,no,Basal,Conserved,Unknown,517,Tasmannia,Wint,131
Rainforest,Tasmannia_lanceolata,no,no,Killed,Conserved,Unknown,517,Tasmannia,Wint,131
Rainforest,Tasmannia_stipitata,yes,no,Underground,Conserved,Unknown,517,Tasmannia,Wint,131
Heath,Tasmannia_xerophylla,yes,no,Basal,Conserved,Unknown,517,Tasmannia,Wint,131
Heath,Taxandria_parviceps_ms,no,yes,Killed,Unknown,Strongly Conserved,518,Taxandria,Myrt,78
Heath,Taxandria_spathulata,yes,yes,X,Unknown,Strongly Conserved,518,Taxandria,Myrt,78
Eucalypt Forest,Telopea_aspera,yes,yes,Basal,Strongly Conserved,Strongly Conserved,519,Telopea,Prot,104
Eucalypt Forest,Telopea_mongaensis,X,X,X,Strongly Conserved,Strongly Conserved,519,Telopea,Prot,104
Eucalypt Forest,Telopea_oreades,yes,X,X,Strongly Conserved,Strongly Conserved,519,Telopea,Prot,104
Eucalypt Forest,Telopea_speciosissima,yes,yes,Basal,Strongly Conserved,Strongly Conserved,519,Telopea,Prot,104
Heath,Templetonia_hookeri,no,yes,Killed,Unknown,Strongly Conserved,520,Templetonia,Fabo,52
Eucalypt Shrubland,Templetonia_smithiana,no,yes,Killed,Unknown,Strongly Conserved,520,Templetonia,Fabo,52
Eucalypt Forest,Templetonia_stenophylla,no,X,Killed,Unknown,Strongly Conserved,520,Templetonia,Fabo,52
Eucalypt Shrubland,Templetonia_sulcata,yes,yes,X,Unknown,Strongly Conserved,520,Templetonia,Fabo,52
Grassland,Tephrosia,X,X,X,Conserved,Strongly Conserved,521,Tephrosia,Fabo,52
Spinifex Grassland,Tephrosia_lasiochlaena,no,yes,Killed,Conserved,Strongly Conserved,521,Tephrosia,Fabo,52
Spinifex Grassland,Tephrosia_phaeosperma,yes,yes,Basal,Conserved,Strongly Conserved,521,Tephrosia,Fabo,52
Eucalypt Forest,Tephrosia_purpurea_var._sericea,X,X,X,Conserved,Strongly Conserved,521,Tephrosia,Fabo,52
Heath,Tephrosia_spechtii,no,yes,Killed,Conserved,Strongly Conserved,521,Tephrosia,Fabo,52
Spinifex Grassland,Tephrosia_virens,no,yes,Killed,Conserved,Strongly Conserved,521,Tephrosia,Fabo,52
Savanna,Terminalia_canescens,yes,yes,Epicormic,Conserved,Conserved,522,Terminalia,Comb,32
Heath,Terminalia_carpentariae,yes,no,Basal,Conserved,Conserved,522,Terminalia,Comb,32
Savanna,Terminalia_ferdinandiana,yes,no,Epicormic,Conserved,Conserved,522,Terminalia,Comb,32
Savanna,Terminalia_grandiflora,yes,no,Epicormic,Conserved,Conserved,522,Terminalia,Comb,32
Savanna,Terminalia_hadleyana,yes,no,Epicormic,Conserved,Conserved,522,Terminalia,Comb,32
Savanna,Terminalia_latipes,yes,no,Basal,Conserved,Conserved,522,Terminalia,Comb,32
Rainforest,Terminalia_microcarpa,no,yes,Killed,Conserved,Conserved,522,Terminalia,Comb,32
Acacia Shrublands,Terminalia_oblongata,yes,no,Basal,Conserved,Conserved,522,Terminalia,Comb,32
Acacia Shrublands,Terminalia_oblongata_subsp._oblongata,yes,no,Basal,Conserved,Conserved,522,Terminalia,Comb,32
Savanna,Terminalia_platyphylla,yes,no,Basal,Conserved,Conserved,522,Terminalia,Comb,32
Savanna,Terminalia_pterocarya,yes,no,Epicormic,Conserved,Conserved,522,Terminalia,Comb,32
Acacia Shrublands,Tetragonia_tetragonioides,no,no,Killed,Unknown,Unknown,523,Tetragonia,Aizo,2
Rainforest,Tetrastigma_nitens,yes,no,Basal,Unknown,Unknown,524,Tetrastigma,Vita,130
Heath,Tetratheca_affinis,no,yes,Killed,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_bauerifolia,yes,no,Basal,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_ciliata,no,X,Killed,Conserved,Conserved,525,Tetratheca,Elae,46
Heath,Tetratheca_ciliatum,yes,yes,X,Conserved,Conserved,525,Tetratheca,Elae,46
Heath,Tetratheca_confertifolia,yes,yes,X,Conserved,Conserved,525,Tetratheca,Elae,46
Heath,Tetratheca_ericifolia,yes,yes,Basal,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_glandulosa,no,yes,Killed,Conserved,Conserved,525,Tetratheca,Elae,46
Heath,Tetratheca_hispidissima,yes,yes,X,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_labillardierei,X,X,X,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_neglecta,X,X,X,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_pilosa_ssp_latifolia,X,X,X,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_rubioides,X,X,X,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_rupicola,yes,X,X,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_shiressii,X,X,X,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_subaphylla,yes,X,X,Conserved,Conserved,525,Tetratheca,Elae,46
Eucalypt Forest,Tetratheca_thymifolia,no,yes,Killed,Conserved,Conserved,525,Tetratheca,Elae,46
Heath,Thomasia_heterophylla_ms,yes,yes,X,Unknown,Unknown,526,Thomasia,Malv,70
Heath,Thryptomene_calycina,no,yes,Killed,Conserved,Strongly Conserved,527,Thryptomene,Myrt,78
Heath,Thryptomene_remota,yes,yes,Epicormic,Conserved,Strongly Conserved,527,Thryptomene,Myrt,78
Acacia Shrublands,Tinospora_smilacina,yes,no,Basal,Unknown,Unknown,528,Tinospora,Meni,73
Eucalypt Forest,Todea_barbara,no,X,Killed,Unknown,Unknown,529,Todea,Osmu,86
Rainforest,Toona_ciliata_,yes,no,Epicormic,Unknown,Unknown,530,Toona,Meli,72
Eucalypt Forest,Trema_aspera,yes,yes,Basal,Conserved,Conserved,531,Trema,Cann,24
Savanna,Trema_tomentosa,no,yes,Killed,Conserved,Conserved,531,Trema,Cann,24
Eucalypt Forest,Trema_tomentosa_var._aspera,yes,no,Basal,Conserved,Conserved,531,Trema,Cann,24
Eucalypt Forest,Trema_tomentosa_var._viridis,no,X,Killed,Conserved,Conserved,531,Trema,Cann,24
Heath,Tremandra_diffusa,yes,yes,X,Unknown,Strongly Conserved,532,Tremandra,Elae,46
Heath,Tremandra_stelligera,yes,yes,X,Unknown,Strongly Conserved,532,Tremandra,Elae,46
Grassland,Trichodesma_zeylanicum,no,yes,Killed,Unknown,Strongly Conserved,533,Trichodesma,Bora,18
Grassland,Trichodesma_zeylanicum_var._zeylanicum,no,yes,Killed,Unknown,Strongly Conserved,533,Trichodesma,Bora,18
Heath,Tricoryne_elatior,yes,no,X,Unknown,Unknown,534,Tricoryne,Heme,58
Rainforest,Trimenia_moorei,yes,yes,Basal,Strongly Conserved,Unknown,535,Trimenia,Trim,126
Rainforest,Tripladenia_cunninghamii_,yes,yes,Basal,Unknown,Unknown,536,Tripladenia,Colc,31
Eucalypt Forest,Tristania_neriifolia,yes,X,X,Strongly Conserved,Unknown,537,Tristania,Myrt,78
Rainforest,Tristaniopsis_collina_,yes,no,Basal,Strongly Conserved,Unknown,538,Tristaniopsis,Myrt,78
Rainforest,Tristaniopsis_laurina,yes,no,Basal,Strongly Conserved,Unknown,538,Tristaniopsis,Myrt,78
Heath,Triumfetta_sp.shrubby,no,yes,Killed,Unknown,Strongly Conserved,539,Triumfetta,Malv,70
Heath,Triumfetta_sylvicola,no,yes,Killed,Unknown,Strongly Conserved,539,Triumfetta,Malv,70
Rainforest,Trochocarpa_cunninghamii,yes,no,Basal,Conserved,Unknown,540,Trochocarpa,Eric,47
Rainforest,Trochocarpa_laurina_,yes,no,Basal,Conserved,Unknown,540,Trochocarpa,Eric,47
Rainforest,Trochocarpa_gunnii,no,no,Killed,Conserved,Unknown,540,Trochocarpa,Eric,47
Eucalypt Forest,Trophis_scandens,X,X,X,Unknown,Unknown,541,Trophis,Mora,76
Eucalypt Forest,Trophis_scandens_subsp._scandens,X,X,X,Unknown,Unknown,541,Trophis,Mora,76
Eucalypt Shrubland,Trymalium_elachophyllum,no,yes,Killed,Unknown,Strongly Conserved,542,Trymalium,Rham,107
Heath,Trymalium_ledifolium,no,yes,Killed,Unknown,Strongly Conserved,542,Trymalium,Rham,107
Eucalypt Forest,Tylophora_barbata,yes,no,Basal,Strongly Conserved,Unknown,543,Tylophora,Apoc,9
Rainforest,Tylophora_paniculata_,yes,no,Basal,Strongly Conserved,Unknown,543,Tylophora,Apoc,9
