Individual,Species,Batch,Nutrient Treatment,Grass Treatment,Continent,Climate,Leaf Habit,Mass_g,RMF_g_per_g,SER_mm_per_day,SLA_mm2_per_mg,N_mg_per_g,P_mg_per_g,K_mg_per_g,A_nmol_CO2_per_g_s,gs_mmol_H2O_per_m2_s,PWUE_umol_CO2_per_mmol_H2O
1436,Mimosa tenuifolia,3,Nl,G0,South America,Semi-arid,Deciduous,88.64,0.178,0.37,15.73,24.52,0.97,5.47,NA,NA,NA
1437,Mimosa tenuifolia,3,Nl,G0,South America,Semi-arid,Deciduous,78.33,0.213,0.45,14.62,19.45,0.9,6.34,NA,NA,NA
1438,Mimosa tenuifolia,3,Nl,G0,South America,Semi-arid,Deciduous,19.03,0.221,0.35,19.19,23.96,1.7,8.4,NA,NA,NA
1439,Mimosa tenuifolia,2,Nl,G0,South America,Semi-arid,Deciduous,17.3,0.333,0.39,17.94,24.68,1.34,7.56,103.26,80,1.07
1440,Mimosa tenuifolia,2,Nl,G0,South America,Semi-arid,Deciduous,12.34,0.276,0.34,22.45,30.7,1.6,7.77,119.21,73.54,1.07
1441,Peltophorum africanum,3,Nh,G1,Africa,Semi-arid,Deciduous,1.37,0.2,NA,NA,26.05,1.46,7.4,NA,NA,NA
1442,Peltophorum africanum,3,Nh,G1,Africa,Semi-arid,Deciduous,0.69,0.186,NA,NA,26.52,2.2,10.91,NA,NA,NA
1443,Peltophorum africanum,3,Nh,G1,Africa,Semi-arid,Deciduous,0.72,0.183,NA,NA,27.82,2.22,14.74,NA,NA,NA
1444,Peltophorum africanum,3,Nh,G1,Africa,Semi-arid,Deciduous,0.97,0.131,NA,NA,34.25,1.6,19.29,NA,NA,NA
1445,Peltophorum africanum,3,Nl,G1,Africa,Semi-arid,Deciduous,0.69,0.464,NA,NA,15.75,1.28,6.87,NA,NA,NA
1446,Peltophorum africanum,3,Nl,G1,Africa,Semi-arid,Deciduous,0.69,0.575,NA,NA,18.46,1.04,4.79,NA,NA,NA
1447,Peltophorum africanum,3,Nh,G1,Africa,Semi-arid,Deciduous,0.78,0.278,NA,NA,22.8,1.3,11.73,NA,NA,NA
1448,Peltophorum africanum,3,Nl,G1,Africa,Semi-arid,Deciduous,0.82,0.429,NA,NA,17.83,1.38,6.84,NA,NA,NA
1449,Peltophorum africanum,3,Nh,G0,Africa,Semi-arid,Deciduous,39.32,0.189,0.3,18.42,19.68,1.42,14.79,NA,NA,NA
1450,Peltophorum africanum,3,Nh,G0,Africa,Semi-arid,Deciduous,77.49,0.263,0.41,17.05,17.66,1.33,12.97,NA,NA,NA
1451,Peltophorum africanum,3,Nh,G0,Africa,Semi-arid,Deciduous,80.5,0.314,0.38,15.56,22.54,1.13,13.25,NA,NA,NA
1452,Peltophorum africanum,3,Nh,G0,Africa,Semi-arid,Deciduous,68.05,0.186,0.5,15.74,26.93,1.06,11.73,NA,NA,NA
1453,Peltophorum africanum,3,Nh,G0,Africa,Semi-arid,Deciduous,8.38,0.198,0.23,20.69,22.29,3.1,14.61,NA,NA,NA
1454,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,14.14,0.445,0.09,16.09,19.36,1.44,10.68,NA,NA,NA
1455,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,31.34,0.234,0.3,16.57,15.06,0.99,10.26,NA,NA,NA
1456,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,15.3,0.668,0.09,17.67,19.72,1,10.6,NA,NA,NA
1457,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,14.14,0.246,0.17,17.68,16.9,1.14,7.07,NA,NA,NA
1458,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,5.73,0.382,0.08,22.07,21.46,1.21,12.69,NA,NA,NA
1459,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,13.32,0.213,0.25,17.84,27.23,4.26,14.41,120.1,26.84,1.26
1460,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,5.28,0.365,0.11,NA,28.1,3.67,18.86,NA,56.21,1.05
1461,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,5.73,0.272,0.13,26.17,34.95,4.02,15.92,99.69,149.33,1.03
1462,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,16.15,0.369,0.2,17.62,31.2,4.62,16.13,90.08,56.37,1.09
1463,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,10.27,0.163,0.21,26.6,28.19,2.74,23.67,62.28,81.63,1.03
1464,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,5.78,0.419,0.05,20.64,31.59,1.15,14.11,131.34,83.58,1.08
1465,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,3.3,0.412,0.06,27.27,34.7,1.5,13.04,93.83,49.06,1.07
1466,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,2.31,0.469,0.02,22.47,31.34,1.74,13.65,120.67,61.46,1.09
1467,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,6.13,0.527,0.07,19.65,32.17,2.58,21.28,170.55,NA,NA
1468,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,14.79,0.372,0.13,18.07,15.49,0.89,9.2,18.4,94.1,1.01
1469,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,1.04,0.109,NA,37.96,28.27,4.39,19.08,56.21,47.54,1.03
1470,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,1.54,0.52,NA,23.23,9.5,0.88,4.83,80.51,116.27,1.03
1471,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,1.44,0.344,NA,27.66,15.23,1.82,4.72,130.69,147.28,1.03
1472,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,1.17,0.385,NA,26.71,17.97,0.77,6.92,21.21,42.61,1.02
1473,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,1.49,0.341,NA,24.6,11.56,1.86,4.86,54.74,50.14,1.04
1474,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,0.8,0.217,NA,36.94,27,1.97,15.33,23.28,67.33,1.01
1475,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,5.5,0.286,NA,24.97,19.91,1.58,11.99,163.64,133.93,1.05
1476,Peltophorum africanum,3,Nl,G1,Africa,Semi-arid,Deciduous,0.69,0.436,NA,NA,15.07,1.03,4.52,NA,NA,NA
1477,Peltophorum africanum,3,Nl,G1,Africa,Semi-arid,Deciduous,0.75,0.24,NA,NA,17.21,1.16,7.71,NA,NA,NA
1478,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,1.05,0.268,NA,38.99,31.31,1.37,9.9,173.39,142.78,1.03
1479,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,3.94,0.131,NA,20.63,22.44,1.16,10.11,87.46,234.69,1.02
1480,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,6.15,0.217,NA,25.28,23.88,2.23,11.21,119.95,152.44,1.03
1481,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,2.38,0.29,0.06,11.28,20.64,1.61,8.3,NA,NA,NA
1482,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,8.11,0.208,0.16,13.74,17.82,3.24,10.71,NA,NA,NA
1483,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,7.72,0.162,0.18,13.94,19.64,3.1,11.29,NA,NA,NA
1484,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,6.39,0.193,0.11,14.45,18.15,1.58,7.79,NA,NA,NA
1485,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,11.21,0.285,0.13,13.89,19.46,3.71,12.81,NA,NA,NA
1486,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,1.65,0.272,0.08,12.94,16.49,2.18,4.57,NA,NA,NA
1487,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,0.73,0.1,0.03,NA,NA,NA,NA,NA,NA,NA
1488,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,1.47,0.334,0.06,12.58,17.18,1.22,5.77,84.05,162,1.04
1489,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,2.53,0.379,0.08,10.95,18.92,0.95,5.31,NA,NA,NA
1490,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,7.57,0.224,0.13,12.88,15.12,1.36,4.45,NA,NA,NA
1491,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,1.75,0.353,0.08,14.27,23.32,2.21,10.23,NA,NA,NA
1492,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,5.72,0.304,0.14,13.33,27.75,3.15,11.16,83.65,133,1.05
1493,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,4.94,0.191,0.11,19.38,17.59,3.59,13.45,185.09,186,1.05
1494,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,3.12,0.324,0.06,14.11,21.89,3.2,9.64,92.74,140,1.05
1495,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,4.07,0.318,0.13,13.68,24.39,4.07,10.49,NA,NA,NA
1496,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,2.79,0.365,0.09,16.94,27.74,5.63,13.11,119.61,126,1.06
1497,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,2.46,0.446,0.06,20.87,17.32,1.18,12.48,118.5,154.16,1.04
1498,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,1.07,0.355,0.05,13.77,10.52,0.59,6.14,52.07,115.09,1.03
1499,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,1.93,0.389,0.06,18.02,22.67,2.7,7.43,NA,NA,NA
1500,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,1.38,0.369,0.04,14.89,19.22,1.47,7.17,NA,NA,NA
1501,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,0.66,0.317,NA,NA,21.05,1.62,8.33,NA,NA,NA
1502,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,0.98,0.161,NA,NA,10.55,0.75,3.03,NA,NA,NA
1503,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,0.68,0.12,NA,NA,NA,NA,NA,NA,NA,NA
1504,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,0.74,0.27,NA,NA,10.65,1.16,5.13,NA,NA,NA
1505,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,0.62,0.202,NA,NA,14.45,1.04,5.54,NA,NA,NA
1506,Petalostigma pubescens,3,Nl,G1,Australia,Semi-arid,Evergreen,0.66,0.337,NA,NA,7.26,0.4,1.5,NA,NA,NA
1507,Petalostigma pubescens,3,Nl,G1,Australia,Semi-arid,Evergreen,0.58,0.313,NA,NA,15.28,1.29,4.58,NA,NA,NA
1508,Petalostigma pubescens,3,Nl,G1,Australia,Semi-arid,Evergreen,0.58,0.295,NA,NA,11.97,0.8,1.41,NA,NA,NA
1510,Petalostigma pubescens,3,Nl,G1,Australia,Semi-arid,Evergreen,0.59,0.227,NA,NA,18.01,0.98,3.04,NA,NA,NA
1511,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,0.56,0.108,NA,29.9,18.67,2.35,12.37,77.48,144.53,1.02
1512,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,1.28,0.262,NA,22.26,23.28,1.94,10.21,127.88,148,1.04
1513,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,0.66,0.082,NA,35.93,21.42,3.76,16.28,72.87,81,1.03
1514,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,1.38,0.179,NA,24.17,21.44,4.77,14.35,NA,NA,NA
1515,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,1.68,0.292,NA,19.93,21.01,4.22,7.64,94.66,19,1.26
1516,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,0.74,0.232,NA,20.62,10.65,0.54,6.23,44.3,54,1.04
1517,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,0.56,0.333,NA,20.4,13.52,0.74,5.59,78.31,105.92,1.04
1518,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,0.84,0.117,NA,25.62,18.65,3.09,4.83,113.72,118,1.04
1519,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,0.68,0.343,NA,12.52,7.83,0.47,2.42,NA,NA,NA
1520,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,0.64,0.413,NA,27.09,11.06,1.3,4.7,65.66,121.84,1.02
1521,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,0.81,0.32,NA,NA,NA,NA,NA,NA,NA,NA
1522,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,0.91,0.32,NA,NA,NA,NA,NA,NA,NA,NA
1523,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,0.55,0.064,NA,NA,NA,NA,NA,NA,NA,NA
1524,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,0.56,0.286,NA,NA,31.24,2.07,9.58,NA,NA,NA
1525,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,0.56,0.172,NA,NA,NA,NA,NA,NA,NA,NA
1526,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,0.63,0.462,NA,NA,12.53,1.1,6.27,NA,NA,NA
1527,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,0.59,0.452,NA,NA,NA,NA,NA,NA,NA,NA
1528,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,0.63,0.242,NA,NA,13.77,0.97,4.69,NA,NA,NA
1529,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,3.53,0.31,0.16,28.26,29.33,1.66,10.47,NA,NA,NA
1530,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,4.69,0.158,0.2,28.81,27.96,1.95,10.09,NA,NA,NA
1531,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,3.4,0.198,0.19,27.15,27,1.51,8.52,NA,NA,NA
1532,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,3.02,0.235,0.12,25.55,25.75,1.6,9.72,NA,NA,NA
1533,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,3.28,0.208,0.16,26.39,25.37,1.52,9.92,NA,NA,NA
1534,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,1.44,0.377,0.09,23.52,23.71,0.91,5.97,NA,NA,NA
1535,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,1.17,0.396,0.06,NA,NA,NA,NA,NA,NA,NA
1536,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,2.51,0.254,0.14,25.56,26.61,1.17,7.5,NA,NA,NA
1537,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,1.6,0.366,0.11,25.79,23.55,0.82,5.99,NA,NA,NA
1538,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,1.79,0.458,0.07,22.47,23.17,0.86,5.79,NA,NA,NA
1539,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,6.38,0.341,0.14,33.83,28.59,1.96,10.24,213.07,75.08,1.09
1540,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,5.8,0.327,0.21,19.24,22.48,1.74,8.53,181.53,112.4,1.08
1541,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,6,0.24,0.16,29.44,26.85,1.9,8.7,79.75,60.58,1.05
1542,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,6.64,0.254,0.27,20.29,22.75,1.67,9,74.92,57.32,1.07
1543,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,11.77,0.198,0.3,27.71,27.02,1.93,7.75,119.7,107.37,1.04
1544,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,1.45,0.624,0.07,54.99,20.77,0.9,5.07,274.31,70.03,1.07
1545,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,2.45,0.379,0.07,28.25,23.89,1.17,6.46,31.55,51.97,1.02
1546,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,1.73,0.421,0.07,21.19,22.66,1,7.7,109.08,63.03,1.08
1547,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,3.02,0.435,0.14,25.01,22.57,1.1,8.07,82.77,52.38,1.06
1548,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,5.51,0.397,0.21,24.44,18.08,1.22,8.5,84.33,120.35,1.03
1549,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,4.05,0.356,NA,19.21,13.66,1.1,4.34,33.66,34,1.05
1550,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,0.61,0.709,NA,115.06,12.87,0.85,5.37,142.83,37.98,1.03
1551,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,0.94,0.279,NA,43.53,22.81,1.22,4.7,30.52,41.69,1.02
1552,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,0.62,0.345,NA,57.03,20.57,1.53,8.36,20.76,25.25,1.01
1553,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,0.67,0.349,NA,42.06,19.88,1.22,6.83,86.67,94.69,1.02
1554,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,0.68,0.409,NA,38.57,16.08,1.03,4.99,166.07,93.02,1.05
1555,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,1.29,0.319,NA,34.54,27.13,1.73,10.81,138.75,74.12,1.06
1556,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,0.62,0.512,NA,NA,NA,NA,NA,NA,NA,NA
1557,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,0.57,0.358,NA,NA,15.22,0.8,4.43,NA,NA,NA
1558,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,0.8,0.197,NA,50.43,27.05,2.03,12.62,42.75,40.75,1.02
1559,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,0.87,0.202,NA,35.82,24.82,1.64,9.84,38.18,52.9,1.02
1560,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,0.9,0.248,NA,37.25,26.17,1.35,9.52,137.06,121.24,1.03
1561,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,1.14,0.52,0.08,18.18,21.26,1.34,6.38,NA,NA,NA
1562,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,1.64,0.454,0.11,18.1,24.85,1.58,8.95,NA,NA,NA
1563,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,3.7,0.443,0.23,17.07,27.05,1.21,9.87,NA,NA,NA
1564,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,2.87,0.485,0.2,17.08,24.02,1.15,11.91,NA,NA,NA
1565,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,1.74,0.395,0.15,17.16,20.88,0.94,8.72,NA,NA,NA
1566,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,1.26,0.526,0.11,20.41,23.15,1.53,8.92,NA,NA,NA
1567,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,1.11,0.661,0.06,NA,22.73,2.18,8.27,NA,NA,NA
1569,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,1.57,0.541,0.08,17.91,18.38,1.24,7.28,NA,NA,NA
1570,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,1.14,0.765,0.07,22.37,22.89,1.46,9.02,NA,NA,NA
1571,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,1.52,0.562,0.11,21.67,21.91,1.21,8.48,NA,NA,NA
1572,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,1.58,0.391,0.13,28.3,20.93,1.21,16.34,162.29,12,1.52
1573,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,4.21,0.429,0.19,20.38,22.8,2.18,13.94,130.39,60.34,1.11
1574,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,2.52,0.499,0.15,30.32,23.6,1.75,18.54,231.41,155,1.05
1575,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,8.31,0.474,0.22,19.05,26.74,1.19,19.48,82.01,71.86,1.06
1576,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,1.6,0.37,0.19,29.37,20.63,1.37,14.6,165.48,93,1.06
1577,Strychnos spinosa,2,Nl,G0,Africa,Humid,Deciduous,3.02,0.597,0.16,20.26,18.75,0.52,4.75,52.42,33.43,1.08
1578,Strychnos spinosa,2,Nl,G0,Africa,Humid,Deciduous,5.37,0.593,0.18,18.94,23.25,1.43,11.64,189.69,270.54,1.04
1579,Strychnos spinosa,2,Nl,G0,Africa,Humid,Deciduous,2.17,0.649,0.1,19.36,22.16,0.96,15.08,130.94,179.02,1.04
1580,Strychnos spinosa,2,Nl,G0,Africa,Humid,Deciduous,4.68,0.643,0.16,17.95,21.1,0.62,7.07,123.2,202.11,1.03
1581,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,1.01,0.618,NA,NA,21.18,1.78,44.66,NA,NA,NA
1582,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,0.98,0.794,NA,NA,26.58,1.71,14.77,NA,NA,NA
1583,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,1.21,0.548,NA,NA,18.99,1.18,6.28,NA,NA,NA
1584,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,1.05,0.626,NA,NA,18.67,1.24,7.9,NA,NA,NA
1585,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,0.89,0.698,NA,NA,25.34,2.03,13,NA,NA,NA
1586,Strychnos spinosa,3,Nl,G1,Africa,Humid,Deciduous,0.84,0.667,NA,NA,22.13,1.55,7.78,NA,NA,NA
1589,Strychnos spinosa,3,Nl,G1,Africa,Humid,Deciduous,0.82,0.594,NA,NA,19.61,1.28,7.81,NA,NA,NA
1591,Strychnos spinosa,2,Nh,G1,Africa,Humid,Deciduous,1.38,0.432,NA,38.18,23.45,1.46,22.41,69.72,77,1.02
1592,Strychnos spinosa,2,Nh,G1,Africa,Humid,Deciduous,1.26,0.507,NA,31.32,20.61,1.11,6.56,189.06,102.24,1.06
1594,Strychnos spinosa,2,Nh,G1,Africa,Humid,Deciduous,0.91,0.649,NA,41.45,24.79,1.48,21.96,97.25,67.77,1.04
1595,Strychnos spinosa,2,Nh,G1,Africa,Humid,Deciduous,0.76,0.755,NA,40.14,27.51,2.91,21.55,1,121.49,1
1596,Strychnos spinosa,2,Nl,G1,Africa,Humid,Deciduous,0.82,0.612,NA,40.48,31.61,2.73,15.88,83.01,150.91,1.01
1598,Strychnos spinosa,2,Nl,G1,Africa,Humid,Deciduous,1.04,0.603,NA,32.55,17.27,1.27,7.74,192.76,191.88,1.03
1599,Strychnos spinosa,2,Nl,G1,Africa,Humid,Deciduous,0.9,0.684,NA,36.5,22.82,1.46,17.54,78.97,187.9,1.01
1600,Strychnos spinosa,2,Nl,G1,Africa,Humid,Deciduous,1.05,0.645,NA,34.7,19.31,1,6.39,232.26,134.3,1.05
