genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names,Serotinous,regen_strategy
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Micrantherae,subser. Bakerianae,Eucalyptus mannensis subsp. mannensis,Mann Ranges mallee,Lignotuber resprouter,yes,no,yes,"WA,SA,NT",O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Micrantherae,subser. Bakerianae,Eucalyptus mannensis subsp. vespertina,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. mannensis subsp. western in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Micrantherae,subser. Bakerianae,Eucalyptus bakeri,Bakers mallee,Lignotuber resprouter,yes,no,yes,"Qld,NSW",O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Angustissimae (narrow-leaved oil mallees),NA,Eucalyptus cneorifolia,Kangaroo Island narrow-leaved mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Angustissimae (narrow-leaved oil mallees),NA,Eucalyptus misella,Field Road mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. sp. L in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Angustissimae (narrow-leaved oil mallees),NA,Eucalyptus foliosa,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Angustissimae (narrow-leaved oil mallees),NA,Eucalyptus quaerenda,Melaleuca mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. angustissima subsp. quaerenda,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Angustissimae (narrow-leaved oil mallees),NA,Eucalyptus angustissima,broombush mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Salmonophloiae,NA,Eucalyptus salmonophloia,salmon gum,Stem resprouter,yes,yes,no,WA,O,C,G(2)m,NA,NA,epicormic
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus recta,Wongan Hills silver mallet,Obligate seeder,no,no,no,WA,O,C,G(3)m,NA,Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus rugulata,Ironcaps silver mallet,Obligate seeder,no,no,no,WA,O,C,G(2)m,NA,Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus ornata,silver mallet,Obligate seeder,no,no,no,WA,O,C,G(2)m,NA,Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus falcata,silver mallet,Obligate seeder,no,no,no,WA,O,C,G(2)m,"E. argyphea, E. sp. J in Brooker & Kleinig 1990",Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus purpurata,purple-crowned silver mallet,Obligate seeder,no,no,no,WA,O,C,G(2)m,E. sp. Bandalup Hill (French 1101),Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus cooperiana,many-flowered mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus petrensis,limestone mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus opimiflora,northern silver mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,"E. sp. Badgingarra (Nicolle 3515 & French), E. falcata subsp. opima ms",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus dorrienii,silver mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus ecostata,coastal silver mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(5)m,"E. falcata var. ecostata, E. falcata subsp. Jerramungup (Canning CBG 038636)",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus semiglobosa,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. goniantha subsp. semiglobosa,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus notactites,southern limestone mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,"E. goniantha subsp. notactites, E. gonianatha subsp. sessile fruit in Brooker & Kleinig 1990",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus goniantha subsp. goniantha,Manypeaks mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus goniantha subsp. kynoura,Point Hillier mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. sp. Point Hillier (Nicolle 3759 & French),NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus kessellii subsp. eugnosta,Jerdacuttup mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus kessellii subsp. kesselli,Kessells mallee,Regenerative strategy uncertain or variable,NA,NA,NA,WA,O,C,G(2)m,NA,NA,NA
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus annettae,Tookle Jenna mallet,Obligate seeder,no,no,no,WA,O,C,G(1)m,E. sp. Point Malcolm (Nicolle 6011 & French),Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Rugatae,Eucalyptus x balanopelex,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. kessellii subsp. eugnosa x E. semiglobosa hybrid swarm,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Decipientes,Eucalyptus obesa,Ninety Mile Tank mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Decipientes,Eucalyptus adesmophloia,Wellstead mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. decipiens subsp. adesmophloia,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Decipientes,Eucalyptus decipens,redheart,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Decipientes,Eucalyptus x communalis,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. adesmophloia - E. obesa intergrade,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Decipientes,Eucalyptus x decipiens subsp. chalara,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. decipiens - E. adesmophloia intergrade,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Decipientes,Eucalyptus x balanites,Cadda Road mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1),E. decipiens x E. lane-poolei hybrid,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Falcatae,subser. Decipientes,Eucalyptus x phylacis,Meelup mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,-,E. decipiens x E. virginea hybrid,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Brockwayanae,NA,Eucalyptus brockwayi,Dundas mahogany,Obligate seeder,no,no,no,WA,O,C,G(3)m,NA,Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Spirales,Eucalyptus delicata,NA,combination resprouter,yes,yes,yes,WA,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Spirales,Eucalyptus longicornis,red morrel,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Spirales,Eucalyptus oleosa subsp. corvina,Ravensthorpe stocking mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Spirales,Eucalyptus oleosa subsp. cylindroidea,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Spirales,Eucalyptus oleosa subsp. oleosa,red mallee,Lignotuber resprouter,yes,no,yes,"SA,WA,Vic,NSW",O,C,G(5)m,"E. oleosa subsp. repleta, E. sp. N in Brooker & Kleinig 1990, E. oleosa subsp. Desert in Nicolle 1997",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Spirales,Eucalyptus oleosa subsp. ampliata,coastal red mallee,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(8)m,"E. oleosa subsp. wylieana, E. oleosa subsp. victima, E. oleosa subsp. Coastal in Nicolle 1997",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Spirales,Eucalyptus grasbyi,Barlee red morrel,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus longissima,greenstone mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m,E. sp. M in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus eremicola subsp. eremicola,Nawa mallee,Lignotuber resprouter,yes,no,yes,"WA,SA",O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus eremicola subsp. peeneri,peeneri mallee,Lignotuber resprouter,yes,no,yes,"WA,SA",O,C,G(2)m,"E. sublucida, E. oleosa var. peeneri, E. peeneri, E. sp. O in Brooker & Kleinig 1990,",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus ultima,Exmouth mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. sp. OO in Brooker & Kleinig 1994,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. yellowdinensis,Yellowdine mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. amaryssia,shiny-leaved oil mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. borealis,Mullewa mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. oleosa var. borealis,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. plenissima,Trayning mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,"E. plenissima, E. oleosa var. plenissima",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. kochii,oil mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus aspersa,forest mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus yalatensis,Yalata mallee,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(5)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus socialis subsp. viridans,green-leaved red mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(3)m,"E. socialis subsp. glossy leaves in Brooker et al. 2002, E. socialis subsp. Glossy green (Lang 804)",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus socialis subsp. socialis,summer red mallee,Lignotuber resprouter,yes,no,yes,"SA,NSW,Vic",O,C,G(5)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus socialis subsp. eucentrica,inland red mallee,Lignotuber resprouter,yes,no,yes,"WA,NT,SA,Qld",O,C,G(4)m,E. eucentrica,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus socialis subsp. victoriensis,desert red mallee,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(2)m,E. sp. aff. socialis (southern GVD) in Brooker et al. 2002,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus gillii,"silver mallee, curly mallee",Lignotuber resprouter,yes,no,yes,"SA,NSW",O,C,G(2)m,E. gillii var. petiolaris,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus wyolensis,Wyola mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus vokesensis,Vokes Hill mallee,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus yumbarrana,Yumbarra mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus dolichocera,Kalbarri red mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. sp. R in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decussatae,Eucalyptus x intrasilvatica,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2),E. aspersa x E. dorrienii hybrid,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus sp. Dunbar Road (Nicolle 5466 & French),NA,Obligate seeder,no,no,no,WA,O,C,G(1)m,NA,NA,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus urna,merrit,Obligate seeder,no,no,no,WA,O,C,G(4)m,NA,Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus peninsularis,Cummins mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus flocktoniae subsp. flocktoniae,Flocktons mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m,E. viridans ms in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus flocktoniae subsp. hebes,Flocktons mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus neutra,Newdegate mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(6)m,E. sp. Q in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus luculenta,Mount Ragged mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus moderata,redwood mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(7)m,E. transcontinentalis subsp. semivestita,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus hypolaena,desert redwood,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,E. sp. P subsp. blackbutt in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus sp. Cable Haul Road (Nicolle 6956 & French),NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. inconstans ms,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus optima,Balladonia redwood,Obligate seeder,no,no,no,WA,O,C,G(2)m,E. sp. P subsp. P in Brooker & Kleinig 1990,Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus transcontinentalis,redwood,Obligate seeder,no,no,no,WA,O,C,G(1)m,NA,Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Subulatae,subser. Decurrentes,Eucalyptus rhomboidea,diamond gum,Obligate seeder,no,no,no,WA,O,C,G(1)m,NA,Yes,fire_killed
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Balladonienses,NA,Eucalyptus balladoniensis subsp. sedens,Balladonia mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. balladoniensis subsp. sessile fruit in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Balladonienses,NA,Eucalyptus balladoniensis subsp. balladoniensis,Balladonia mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Balladonienses,NA,Eucalyptus indurata,Esperance ironbark,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Inflexae,Eucalyptus virginea,Mount Lindesay white gum,combination resprouter,yes,yes,yes,WA,O,C,G(2)m,E. sp. Denmark (Annels 3107),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Inflexae,Eucalyptus lanepoolei,salmonbark wandoo,combination resprouter,yes,yes,yes,WA,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Inflexae,Eucalyptus relicta,Whicher Range gum,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus drummondii,Drummonds mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m,"?E. annuliformis, E. drummondii subsp. Moora (Nicolle 1653),",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus glomerosa,jinjulu,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus oxymitra,sharp-capped mallee,Lignotuber resprouter,yes,no,yes,"SA,NT,WA",O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus sp. Little Sandy Desert (Nicolle 4304 & French),NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,"E. oldfieldii subsp. paupera ms, E. oldfieldii subsp. millarensis ms,",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus oldfieldii,Oldfields mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. oldfieldii subsp. decora ms,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus burracoppinensis,Burracoppin mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus rameliana,Giles mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus rhodantha,rose mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. rhodantha var. petiolaris,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus macrocarpa subsp. elachantha,small-leaved mottecah,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus macrocarpa subsp. macrocarpa,"rose of the west, mottlecah",Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus pyriformis,"pear-fruited mallee, Dowerin rose",Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus youngiana,"large-fruited mallee, Ooldea mallee",Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(4)m,E. pyriformis subsp. youngiana,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus alatissima,wing-fruited mallee,Lignotuber resprouter,yes,no,yes,"WA,SA",O,C,G(2)m,E. kingsmillii subsp. alatissima,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus kingsmillii,Kingsmills mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus pachyphylla,red-budded mallee,Lignotuber resprouter,yes,no,yes,"NT,WA,Qld",O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus sessilis,Finke River mallee,Lignotuber resprouter,yes,no,yes,"NT,WA",O,C,G(1)m,E. pachyphylla var. sessilis,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus x carnabyi,Carnabys mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,-,E. drummondii x E. macrocarpa subsp. macrocarpa hybrid,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus x graniticola,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,-,"E. drummondii x E. rudis subsp. rudis hybrid, E. sp. Wagerup (Johnson 9127 & Briggs)",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Xylocarpae,Eucalyptus x impensa,Eneabba mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. macrocarpa subsp. macrocarpa x E. pyriformis hybrid,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Leptopodae,Eucalyptus beardiana,Beards mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Leptopodae,Eucalyptus synandra,Jingymia mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Leptopodae,Eucalyptus rosacea,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. elachyphylla ms,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,NA,ser. Curviptera,subser. Leptopodae,Eucalyptus leptopoda subsp. Leptopoda,"whipstick mallee, Tammin mallee",Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,E. leptopoda subsp. subluta,NA,lignotuber
