genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Spirales ,Eucalyptus oleosa subsp. corvina ,Ravensthorpe stocking mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Spirales ,Eucalyptus oleosa subsp. cylindroidea,,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Spirales ,Eucalyptus oleosa subsp. oleosa ,red mallee,Lignotuber resprouter,yes,no,yes,"SA,WA,Vic,NSW",O,C,G(5)m ,"E. oleosa subsp. repleta, E. sp. N in Brooker & Kleinig 1990, E. oleosa subsp. Desert in Nicolle 1997"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Spirales ,Eucalyptus oleosa subsp. ampliata ,coastal red mallee,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(8)m ,"E. oleosa subsp. wylieana, E. oleosa subsp. victima, E. oleosa subsp. Coastal in Nicolle 1997"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Spirales ,Eucalyptus grasbyi ,Barlee red morrel,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus longissima ,greenstone mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m ,E. sp. M in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus eremicola subsp. eremicola ,Nawa mallee,Lignotuber resprouter,yes,no,yes,"WA,SA",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus eremicola subsp. peeneri ,peeneri mallee,Lignotuber resprouter,yes,no,yes,"WA,SA",O,C,G(2)m ,"E. sublucida, E. oleosa var. peeneri, E. peeneri, E. sp. O in Brooker & Kleinig 1990,"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus ultima ,Exmouth mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,E. sp. OO in Brooker & Kleinig 1994
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. yellowdinensis ,Yellowdine mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. amaryssia ,shiny-leaved oil mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. borealis ,Mullewa mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. oleosa var. borealis 
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. plenissima ,Trayning mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,"E. plenissima, E. oleosa var. plenissima "
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Oleaginae (oil mallees),Eucalyptus kochii subsp. kochii ,oil mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus aspersa ,forest mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus yalatensis ,Yalata mallee,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(5)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus socialis subsp. viridans ,green-leaved red mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(3)m ,"E. socialis subsp. glossy leaves in Brooker et al. 2002, E. socialis subsp. Glossy green (Lang 804)"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus socialis subsp. socialis ,summer red mallee,Lignotuber resprouter,yes,no,yes,"SA,NSW,Vic",O,C,G(5)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus socialis subsp. eucentrica ,inland red mallee,Lignotuber resprouter,yes,no,yes,"WA,NT,SA,Qld",O,C,G(4)m ,E. eucentrica 
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus socialis subsp. victoriensis ,desert red mallee,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(2)m ,E. sp. aff. socialis (southern GVD) in Brooker et al. 2002 
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus gillii,"silver mallee, curly mallee",Lignotuber resprouter,yes,no,yes,"SA,NSW",O,C,G(2)m,E. gillii var. petiolaris 
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus wyolensis ,Wyola mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus vokesensis ,Vokes Hill mallee,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus yumbarrana ,Yumbarra mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,Eucalyptus dolichocera ,Kalbarri red mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. sp. R in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decussatae ,[Eucalyptus x intrasilvatica],,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2),E. aspersa x E. dorrienii hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus sp. Dunbar Road (Nicolle 5466 & French),,Obligate seeder ,no,no,no,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus urna ,merrit,Obligate seeder ,no,no,no,WA,O,C,G(4)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus peninsularis ,Cummins mallee,Lignotuber resprouter,yes,no,yes,SA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus flocktoniae subsp. flocktoniae ,Flocktons mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m,E. viridans ms in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus flocktoniae subsp. hebes ,Flocktons mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus neutra ,Newdegate mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(6)m ,E. sp. Q in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus luculenta ,Mount Ragged mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus moderata ,redwood mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(7)m ,E. transcontinentalis subsp. semivestita 
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus hypolaena ,desert redwood,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,E. sp. P subsp. blackbutt in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus sp. Cable Haul Road (Nicolle 6956 & French),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,E. inconstans ms
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus optima ,Balladonia redwood,Obligate seeder ,no,no,no,WA,O,C,G(2)m ,E. sp. P subsp. P in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus transcontinentalis ,redwood,Obligate seeder ,no,no,no,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Subulatae ,subser. Decurrentes,Eucalyptus rhomboidea ,diamond gum,Obligate seeder ,no,no,no,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Balladonienses ,,Eucalyptus balladoniensis subsp. sedens ,Balladonia mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,E. balladoniensis subsp. sessile fruit in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Balladonienses ,,Eucalyptus balladoniensis subsp. balladoniensis ,Balladonia mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Balladonienses ,,Eucalyptus indurata ,Esperance ironbark,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Inflexae ,Eucalyptus virginea ,Mount Lindesay white gum,combination resprouter,yes,yes,yes,WA,O,C,G(2)m,E. sp. Denmark (Annels 3107)
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Inflexae ,Eucalyptus lanepoolei ,salmonbark wandoo,combination resprouter,yes,yes,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Inflexae ,Eucalyptus relicta ,Whicher Range gum,combination resprouter,yes,yes,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus drummondii ,Drummonds mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m ,"?E. annuliformis, E. drummondii subsp. Moora (Nicolle 1653), "
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus glomerosa ,jinjulu,Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus oxymitra ,sharp-capped mallee,Lignotuber resprouter,yes,no,yes,"SA,NT,WA",O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus sp. Little Sandy Desert (Nicolle 4304 & French),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,"E. oldfieldii subsp. paupera ms, E. oldfieldii subsp. millarensis ms, "
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus oldfieldii ,Oldfields mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. oldfieldii subsp. decora ms
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus burracoppinensis ,Burracoppin mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus rameliana ,Giles mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus rhodantha ,rose mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,E. rhodantha var. petiolaris
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus macrocarpa subsp. elachantha ,small-leaved mottecah,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus macrocarpa subsp. macrocarpa,"rose of the west, mottlecah",Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus pyriformis,"pear-fruited mallee, Dowerin rose",Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus youngiana,"large-fruited mallee, Ooldea mallee",Lignotuber resprouter,yes,no,yes,"SA,WA",O,C,G(4)m ,E. pyriformis subsp. youngiana
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus alatissima ,wing-fruited mallee,Lignotuber resprouter,yes,no,yes,"WA,SA",O,C,G(2)m ,E. kingsmillii subsp. alatissima
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus kingsmillii ,Kingsmills mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus pachyphylla ,red-budded mallee,Lignotuber resprouter,yes,no,yes,"NT,WA,Qld",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,Eucalyptus sessilis ,Finke River mallee,Lignotuber resprouter,yes,no,yes,"NT,WA",O,C,G(1)m ,E. pachyphylla var. sessilis
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,[Eucalyptus x carnabyi],Carnabys mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,- ,E. drummondii x E. macrocarpa subsp. macrocarpa hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,[Eucalyptus x graniticola],,Lignotuber resprouter,yes,no,yes,WA,O,C,- ,"E. drummondii x E. rudis subsp. rudis hybrid, E. sp. Wagerup (Johnson 9127 & Briggs)"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Xylocarpae,[Eucalyptus x impensa],Eneabba mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. macrocarpa subsp. macrocarpa x E. pyriformis hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Leptopodae,Eucalyptus beardiana ,Beards mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Leptopodae,Eucalyptus synandra ,Jingymia mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Leptopodae,Eucalyptus rosacea,,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,E. elachyphylla ms
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Leptopodae,Eucalyptus leptopoda subsp. Leptopoda,"whipstick mallee, Tammin mallee",Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,E. leptopoda subsp. subluta
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Leptopodae,Eucalyptus leptopoda subsp. Glaucous (Nicolle 7315 & French),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1) ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Leptopodae,Eucalyptus leptopoda subsp. elevata,,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Leptopodae,Eucalyptus arctata ms ,narrow-leaved sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,"E. leptopoda subsp. arctata, E. leptopoda subsp. pachyphitra ms"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Orbifoliae (minniritchi-barked mallees),Eucalyptus ewartiana ,Ewarts mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Orbifoliae (minniritchi-barked mallees),Eucalyptus websteriana ,heart-leaved mallee ,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,E. websteriana subsp. norsemanica
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Orbifoliae (minniritchi-barked mallees),Eucalyptus minniritchi ,Centralian minniritchi mallee,Lignotuber resprouter,yes,no,yes,"NT,WA,SA",O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Orbifoliae (minniritchi-barked mallees),Eucalyptus orbifolia ,round-leaved mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m ,E. lata
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Orbifoliae (minniritchi-barked mallees),Eucalyptus educta,,Lignotuber resprouter,yes,no,yes,WA,O,C,G(6)m ,E. sp. Jaurdi Hill (French 2738)
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Orbifoliae (minniritchi-barked mallees),Eucalyptus crucis subsp. crucis ,Southern Cross silver mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Orbifoliae (minniritchi-barked mallees),Eucalyptus crucis subsp. praecipua ,Paynes Find mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Curviptera ,subser. Orbifoliae (minniritchi-barked mallees),Eucalyptus crucis subsp. lanceolata ,narrow-leaved granite mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Caesiae,,Eucalyptus caesia subsp. Boyagin Rock (Nicolle 5542 & French),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1),
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Caesiae,,Eucalyptus caesia subsp. caesia ,caesia,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Caesiae,,Eucalyptus caesia subsp. magna ,silver princess,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,E. caesia Silver Princess
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Caesiae,,Eucalyptus caesia subsp. Southern rocks (Nicolle 3813 & French),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus formanii subsp. formanii ,feather mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus formanii subsp. Broad-leaf (Nicolle 5677 & French),feather mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Mulga Rock (Hill 2668 & Johnson),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,"E. sp. S of Brooker & Kleinig 1990, ?E. undulans ms, Eucalyptus sp. Lake Minigwal (Nicolle 2720 & Connors)"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus perangusta ,fine-leaved mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus kumarlensis ,Kumarl salmon gum,Obligate seeder ,no,no,no,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus olivina ,olive-leaved mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus dissimulata ,red-capped mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(4)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Kalbarri (Brooker 7937),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,"E. uncinata var. rostrata, E. uncinata var. major"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus rigidula ,stiff-leaved mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(11)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Fraser Range (Nicolle 2157),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,"?E. aperticoma ms, ?E. clancularia ms"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Ravensthorpe (George 616),,Lignotuber resprouter,yes,no,yes,WA,O,C,- ,"Dubious species (possibly = E. sp. Fraser Range), ?E. austrina ms"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus foecunda subsp. foecunda ,Fremantle mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus foecunda subsp. North (Nicolle 7322 & French),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus latens ,secret mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(6)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Sullivan Soak (Nicolle 5503 & French),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,"E. Moon Lagoon, E. lunata ms"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus leptophylla ,narrow-leaved red mallee,Lignotuber resprouter,yes,no,yes,"SA,Vic,NSW,WA",O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Great Victoria Desert (Nicolle 3877 & French),,Lignotuber resprouter,yes,no,yes,"WA,SA",O,C,G(8)m ,E. oblivialis ms
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus horistes subsp. horistes ,pointed bud mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(5)m ,E. hypochlamydea
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus horistes subsp. Southern smooth-bark (Nicolle 6916 & French),pointed bud mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,E. sp. Southern smooth-bark (Nicolle 6916 & French)
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus fruticosa ,Kalbarri mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Mukinbudin (Nicolle 3486 & French),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. leptophylla var. floribunda
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus salicola ,salt gum ,Obligate seeder ,no,no,no,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Kitchener (Nicolle 6958 & French 6958),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,?Eucalyptus sp. Truslove (Brooker 7499),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,"Dubious species (possibly = E. discreta), ?E. dissimulata subsp. plauta ms"
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Madura Beach (Nicolle 1570),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,E. sp. Eyre (Hill 2170 & Johnson)
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus discreta ,Mount Ragged mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus sp. Esperance Plains (Nicolle 1089),,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus uncinata subsp. uncinata ,hook-leaved mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Bisectae,,ser. Porantherae,,Eucalyptus uncinata subsp. Mt Short (Nicolle 3575 & French ),hook-leaved mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,E. sp. Mt Short (Nicolle 3575 & French)
