taxon_name,family,plant_growth_form_to_use,woodiness_to_use
Eucalyptus suggrandis subsp. suggrandis,Myrtaceae,mallee tree,woody
Eucalyptus surgens,Myrtaceae,mallee,woody
Eucalyptus sweedmaniana,Myrtaceae,mallee shrub,woody
Eucalyptus synandra,Myrtaceae,mallee,woody
Eucalyptus talyuberlup,Myrtaceae,mallee shrub tree,woody
Eucalyptus tardecidens,Myrtaceae,tree mallee,woody
Eucalyptus taurina,Myrtaceae,tree,woody
Eucalyptus tectifica,Myrtaceae,tree,woody
Eucalyptus tenella,Myrtaceae,tree,woody
Eucalyptus tenera,Myrtaceae,mallee,woody
Eucalyptus tenuipes,Myrtaceae,tree,woody
Eucalyptus tenuiramis,Myrtaceae,tree,woody
Eucalyptus tenuis,Myrtaceae,mallee tree,woody
Eucalyptus tephroclada,Myrtaceae,mallee,woody
Eucalyptus tephrodes,Myrtaceae,tree,woody
Eucalyptus terebra,Myrtaceae,mallee tree,woody
Eucalyptus tereticornis,Myrtaceae,tree,woody
Eucalyptus tereticornis subsp. basaltica,Myrtaceae,tree,woody
Eucalyptus tereticornis subsp. mediana,Myrtaceae,tree,woody
Eucalyptus tereticornis subsp. rotunda,Myrtaceae,tree,woody
Eucalyptus tereticornis subsp. tereticornis,Myrtaceae,tree,woody
Eucalyptus terrica,Myrtaceae,tree,woody
Eucalyptus tetrapleura,Myrtaceae,tree,woody
Eucalyptus tetraptera,Myrtaceae,mallee,woody
Eucalyptus tetrodonta,Myrtaceae,tree,woody
Eucalyptus thamnoides,Myrtaceae,mallee,woody
Eucalyptus thamnoides subsp. megista,Myrtaceae,mallee,woody
Eucalyptus thamnoides subsp. thamnoides,Myrtaceae,mallee,woody
Eucalyptus tholiformis,Myrtaceae,tree,woody
Eucalyptus thozetiana,Myrtaceae,tree,woody
Eucalyptus tindaliae,Myrtaceae,tree,woody
Eucalyptus tintinnans,Myrtaceae,tree,woody
Eucalyptus todtiana,Myrtaceae,tree,woody
Eucalyptus torquata,Myrtaceae,tree,woody
Eucalyptus tortilis,Myrtaceae,mallee tree,woody
Eucalyptus transcontinentalis,Myrtaceae,mallee tree,woody
Eucalyptus tricarpa,Myrtaceae,tree,woody
Eucalyptus tricarpa subsp. decora,Myrtaceae,tree,woody
Eucalyptus tricarpa subsp. tricarpa,Myrtaceae,tree,woody
Eucalyptus triflora,Myrtaceae,mallee tree,woody
Eucalyptus trivalva,Myrtaceae,mallee,woody
Eucalyptus tumida,Myrtaceae,mallee,woody
Eucalyptus ultima,Myrtaceae,mallee,woody
Eucalyptus umbra,Myrtaceae,shrub tree,woody
Eucalyptus umbrawarrensis,Myrtaceae,tree,woody
Eucalyptus uncinata,Myrtaceae,mallee,woody
Eucalyptus urna,Myrtaceae,tree,woody
Eucalyptus urnigera,Myrtaceae,tree,woody
Eucalyptus utilis,Myrtaceae,tree,woody
Eucalyptus valens,Myrtaceae,tree,woody
Eucalyptus varia,Myrtaceae,mallee,woody
Eucalyptus varia subsp. salsuginosa,Myrtaceae,mallee,woody
Eucalyptus varia subsp. varia,Myrtaceae,mallee,woody
Eucalyptus vegrandis,Myrtaceae,mallee tree,woody
Eucalyptus vegrandis subsp. recondita,Myrtaceae,mallee tree,woody
Eucalyptus vegrandis subsp. vegrandis,Myrtaceae,mallee tree,woody
Eucalyptus vernicosa,Myrtaceae,mallee shrub,woody
Eucalyptus verrucata,Myrtaceae,shrub tree,woody
Eucalyptus vesiculosa,Myrtaceae,mallee,woody
Eucalyptus vicina,Myrtaceae,mallee tree,woody
Eucalyptus victoriana,Myrtaceae,tree,woody
Eucalyptus victrix,Myrtaceae,tree,woody
Eucalyptus viminalis,Myrtaceae,tree,woody
Eucalyptus viminalis subsp. cygnetensis,Myrtaceae,tree,woody
Eucalyptus viminalis subsp. hentyensis,Myrtaceae,tree,woody
Eucalyptus viminalis subsp. pryoriana,Myrtaceae,tree,woody
Eucalyptus viminalis subsp. siliceana,Myrtaceae,tree,woody
Eucalyptus viminalis subsp. viminalis,Myrtaceae,tree,woody
Eucalyptus virens,Myrtaceae,tree,woody
Eucalyptus virginea,Myrtaceae,tree,woody
Eucalyptus viridis,Myrtaceae,mallee tree,woody
Eucalyptus vittata,Myrtaceae,mallee,woody
Eucalyptus vokesensis,Myrtaceae,mallee,woody
Eucalyptus volcanica,Myrtaceae,tree,woody
Eucalyptus walshii,Myrtaceae,tree,woody
Eucalyptus wandoo,Myrtaceae,tree,woody
Eucalyptus wandoo subsp. pulverea,Myrtaceae,tree,woody
Eucalyptus wandoo subsp. wandoo,Myrtaceae,tree,woody
Eucalyptus websteriana,Myrtaceae,mallee,woody
Eucalyptus websteriana subsp. norsemanica,Myrtaceae,mallee,woody
Eucalyptus websteriana subsp. websteriana,Myrtaceae,mallee,woody
Eucalyptus whitei,Myrtaceae,tree,woody
Eucalyptus wilcoxii,Myrtaceae,mallee tree,woody
Eucalyptus williamsiana,Myrtaceae,tree,woody
Eucalyptus willisii,Myrtaceae,mallee tree,woody
Eucalyptus willisii subsp. willisii,Myrtaceae,tree,woody
Eucalyptus wimmerensis,Myrtaceae,mallee,woody
Eucalyptus wimmerensis subsp. arapilensis,Myrtaceae,mallee,woody
Eucalyptus wimmerensis subsp. grata,Myrtaceae,mallee tree,woody
Eucalyptus wimmerensis subsp. pallida,Myrtaceae,mallee shrub,woody
Eucalyptus wimmerensis subsp. parviformis,Myrtaceae,mallee shrub,woody
Eucalyptus wimmerensis subsp. wimmerensis,Myrtaceae,mallee,woody
Eucalyptus woodwardii,Myrtaceae,tree,woody
Eucalyptus woollsiana,Myrtaceae,tree,woody
Eucalyptus wubinensis,Myrtaceae,mallee,woody
Eucalyptus wyolensis,Myrtaceae,mallee,woody
Eucalyptus x alpina,Myrtaceae,mallee,woody
Eucalyptus x balanites,Myrtaceae,mallee,woody
Eucalyptus x balanopelex,Myrtaceae,mallee,woody
Eucalyptus x beyeri,Myrtaceae,tree,woody
Eucalyptus x brachyphylla,Myrtaceae,mallee,woody
Eucalyptus x conjuncta,Myrtaceae,tree,woody
Eucalyptus x impensa,Myrtaceae,mallee,woody
Eucalyptus x kalangadooensis,Myrtaceae,tree,woody
Eucalyptus x lamprocalyx,Myrtaceae,shrub tree,woody
Eucalyptus x lateritica,Myrtaceae,mallee,woody
Eucalyptus x leptoscyphocalyx MS,Myrtaceae,mallee,woody
Eucalyptus x macmahonii,Myrtaceae,mallee,woody
Eucalyptus x missilis,Myrtaceae,mallee,woody
Eucalyptus x phylacis,Myrtaceae,mallee tree,woody
Eucalyptus x stoataptera,Myrtaceae,tree,woody
Eucalyptus x tokwa,Myrtaceae,tree,woody
Eucalyptus x urnularis,Myrtaceae,tree,woody
Eucalyptus xanthonema,Myrtaceae,mallee tree,woody
Eucalyptus xanthonema subsp. apposita,Myrtaceae,mallee,woody
Eucalyptus xanthonema subsp. xanthonema,Myrtaceae,mallee,woody
Eucalyptus xerothermica,Myrtaceae,mallee tree,woody
Eucalyptus yalatensis,Myrtaceae,mallee tree,woody
Eucalyptus yarraensis,Myrtaceae,tree,woody
Eucalyptus yarriambiack,Myrtaceae,tree,woody
Eucalyptus yilgarnensis,Myrtaceae,mallee tree,woody
Eucalyptus youmanii,Myrtaceae,tree,woody
Eucalyptus youmanii var. x sphaerocarpa,Myrtaceae,tree,woody
Eucalyptus youngiana,Myrtaceae,mallee tree,woody
Eucalyptus yumbarrana,Myrtaceae,mallee tree,woody
Eucalyptus zopherophloia,Myrtaceae,mallee,woody
Eugenia brasiliensis,Myrtaceae,tree,woody
Eugenia reinwardtiana,Myrtaceae,shrub tree,woody
Eugenia uniflora,Myrtaceae,shrub tree,woody
Euryomyrtus denticulata,Myrtaceae,shrub,woody
Euryomyrtus inflata,Myrtaceae,shrub,woody
Euryomyrtus leptospermoides,Myrtaceae,shrub,woody
Euryomyrtus maidenii,Myrtaceae,shrub,woody
Euryomyrtus patrickiae,Myrtaceae,shrub,woody
Euryomyrtus ramosissima,Myrtaceae,shrub,woody
Euryomyrtus ramosissima subsp. prostrata,Myrtaceae,shrub,woody
Euryomyrtus ramosissima subsp. ramosissima,Myrtaceae,shrub,woody
Euryomyrtus recurva,Myrtaceae,shrub,woody
Gossia acmenoides,Myrtaceae,shrub tree,woody
Gossia bamagensis,Myrtaceae,tree,woody
Gossia bidwillii,Myrtaceae,tree,woody
Gossia byrnesii,Myrtaceae,tree,woody
Gossia dallachiana,Myrtaceae,shrub tree,woody
Gossia floribunda,Myrtaceae,shrub tree,woody
Gossia fragrantissima,Myrtaceae,shrub tree,woody
Gossia gonoclada,Myrtaceae,tree,woody
Gossia grayi,Myrtaceae,tree,woody
Gossia hillii,Myrtaceae,shrub tree,woody
Gossia inophloia,Myrtaceae,shrub,woody
Gossia lewisensis,Myrtaceae,tree,woody
Gossia lucida,Myrtaceae,tree,woody
Gossia macilwraithensis,Myrtaceae,shrub tree,woody
Gossia myrsinocarpa,Myrtaceae,shrub tree,woody
Gossia pubiflora,Myrtaceae,shrub tree,woody
Gossia punctata,Myrtaceae,tree,woody
Gossia retusa,Myrtaceae,shrub tree,woody
Gossia sankowskyorum,Myrtaceae,tree,woody
Gossia shepherdii,Myrtaceae,tree,woody
Harmogia densifolia,Myrtaceae,shrub,woody
Homalocalyx aureus,Myrtaceae,shrub,woody
Homalocalyx chapmanii,Myrtaceae,shrub,woody
Homalocalyx coarctatus,Myrtaceae,shrub,woody
Homalocalyx echinulatus,Myrtaceae,shrub,woody
Homalocalyx ericaeus,Myrtaceae,shrub,woody
Homalocalyx grandiflorus,Myrtaceae,shrub,woody
Homalocalyx inerrabundus,Myrtaceae,shrub,woody
Homalocalyx polyandrus,Myrtaceae,shrub,woody
Homalocalyx pulcherrimus,Myrtaceae,shrub,woody
Homalocalyx staminosus,Myrtaceae,shrub,woody
Homalocalyx thryptomenoides,Myrtaceae,shrub,woody
Homalospermum firmum,Myrtaceae,shrub tree,woody
Homoranthus bebo,Myrtaceae,shrub,woody
Homoranthus biflorus,Myrtaceae,shrub,woody
Homoranthus binghiensis,Myrtaceae,shrub,woody
Homoranthus brevistylis,Myrtaceae,shrub,woody
Homoranthus bruhlii,Myrtaceae,shrub,woody
Homoranthus cernuus,Myrtaceae,shrub,woody
Homoranthus clarksonii,Myrtaceae,shrub,woody
Homoranthus coracinus,Myrtaceae,shrub,woody
Homoranthus croftianus,Myrtaceae,shrub,woody
Homoranthus cummingii,Myrtaceae,shrub,woody
Homoranthus darwinioides,Myrtaceae,shrub,woody
Homoranthus decasetus,Myrtaceae,shrub,woody
Homoranthus decumbens,Myrtaceae,shrub,woody
Homoranthus elusus,Myrtaceae,shrub,woody
Homoranthus flavescens,Myrtaceae,shrub,woody
Homoranthus floydii,Myrtaceae,shrub,woody
Homoranthus homoranthoides,Myrtaceae,shrub,woody
Homoranthus inopinatus,Myrtaceae,shrub,woody
Homoranthus lunatus,Myrtaceae,shrub,woody
Homoranthus melanostictus,Myrtaceae,shrub,woody
Homoranthus montanus,Myrtaceae,shrub,woody
Homoranthus papillatus,Myrtaceae,shrub,woody
Homoranthus porteri,Myrtaceae,shrub,woody
Homoranthus prolixus,Myrtaceae,shrub,woody
Homoranthus thomasii,Myrtaceae,shrub,woody
Homoranthus tricolor,Myrtaceae,shrub,woody
Homoranthus tropicus,Myrtaceae,shrub,woody
Homoranthus vagans,Myrtaceae,shrub,woody
Homoranthus virgatus,Myrtaceae,shrub,woody
Homoranthus wilhelmii,Myrtaceae,shrub,woody
Homoranthus zeteticorum,Myrtaceae,shrub,woody
Hypocalymma angustifolium,Myrtaceae,shrub,woody
Hypocalymma angustifolium subsp. angustifolium,Myrtaceae,shrub,woody
Hypocalymma angustifolium subsp. Dandaragan Plateau (S.Patrick 702A),Myrtaceae,shrub,woody
Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),Myrtaceae,shrub,woody
Hypocalymma angustifolium subsp. Swan Coastal Plain (G.J.Keighery 16777),Myrtaceae,shrub,woody
Hypocalymma asperum,Myrtaceae,shrub,woody
Hypocalymma connatum,Myrtaceae,shrub,woody
Hypocalymma cordifolium,Myrtaceae,shrub,woody
Hypocalymma elongatum,Myrtaceae,shrub,woody
Hypocalymma ericifolium,Myrtaceae,shrub,woody
Hypocalymma gardneri,Myrtaceae,shrub,woody
Hypocalymma hirsutum,Myrtaceae,shrub,woody
Hypocalymma jessicae,Myrtaceae,shrub,woody
Hypocalymma linifolium,Myrtaceae,shrub,woody
Hypocalymma longifolium,Myrtaceae,shrub,woody
Hypocalymma melaleucoides,Myrtaceae,shrub,woody
Hypocalymma minus,Myrtaceae,shrub,woody
Hypocalymma myrtifolium,Myrtaceae,shrub,woody
Hypocalymma phillipsii,Myrtaceae,shrub,woody
Hypocalymma puniceum,Myrtaceae,shrub,woody
Hypocalymma puniceum subsp. Cadoux (H.Demarz 10533),Myrtaceae,shrub,woody
Hypocalymma robustum,Myrtaceae,shrub,woody
Hypocalymma scariosum,Myrtaceae,shrub,woody
Hypocalymma serrulatum,Myrtaceae,shrub,woody
Hypocalymma sp. Cascade (R.Bruhn 20896),Myrtaceae,shrub,woody
Hypocalymma sp. Cataby (G.J.Keighery 5151),Myrtaceae,shrub,woody
Hypocalymma sp. Dandaragan (C.A.Gardner 9014),Myrtaceae,shrub,woody
Hypocalymma sp. Gairdner Range (C.A.Gardner 9091),Myrtaceae,shrub,woody
Hypocalymma sp. Lake King (R.W.Purdie 3936),Myrtaceae,shrub,woody
Hypocalymma sp. Nambung (R.Spjut & R.Smith s.n. 22/09/1992),Myrtaceae,shrub,woody
Hypocalymma speciosum,Myrtaceae,shrub,woody
Hypocalymma strictum,Myrtaceae,shrub,woody
Hypocalymma sylvestre,Myrtaceae,shrub,woody
Hypocalymma tenuatum,Myrtaceae,shrub,woody
Hypocalymma tetrapterum,Myrtaceae,shrub,woody
Hypocalymma uncinatum,Myrtaceae,shrub,woody
Hypocalymma verticillare,Myrtaceae,shrub,woody
Hypocalymma xanthopetalum,Myrtaceae,shrub,woody
Hysterobaeckea behrii,Myrtaceae,shrub,woody
Hysterobaeckea cornuta,Myrtaceae,shrub,woody
Hysterobaeckea glandulosa,Myrtaceae,shrub,woody
Hysterobaeckea graniticola,Myrtaceae,shrub,woody
Hysterobaeckea longipes,Myrtaceae,shrub,woody
Hysterobaeckea occlusa,Myrtaceae,shrub,woody
Hysterobaeckea ochropetala,Myrtaceae,shrub,woody
Hysterobaeckea ochropetala subsp. cometes,Myrtaceae,shrub,woody
Hysterobaeckea ochropetala subsp. ochropetala,Myrtaceae,shrub,woody
Hysterobaeckea ochropetala subsp. reliqua,Myrtaceae,shrub,woody
Hysterobaeckea petraea,Myrtaceae,shrub,woody
Hysterobaeckea pterocera,Myrtaceae,shrub,woody
Hysterobaeckea setifera,Myrtaceae,shrub,woody
Hysterobaeckea setifera subsp. setifera,Myrtaceae,shrub,woody
Hysterobaeckea sp. Exclamation Lake (M.E.Trudgen 1524),Myrtaceae,shrub,woody
Hysterobaeckea tuberculata,Myrtaceae,shrub,woody
Kardomia granitica,Myrtaceae,shrub,woody
Kardomia jucunda,Myrtaceae,shrub,woody
Kardomia odontocalyx,Myrtaceae,shrub,woody
Kardomia prominens,Myrtaceae,shrub,woody
Kardomia silvestris,Myrtaceae,shrub,woody
Kardomia squarrulosa,Myrtaceae,shrub,woody
Kunzea acicularis,Myrtaceae,shrub,woody
Kunzea acuminata,Myrtaceae,shrub,woody
Kunzea affinis,Myrtaceae,shrub,woody
Kunzea ambigua,Myrtaceae,shrub,woody
Kunzea ambigua x Kunzea capitata subsp. capitata,Myrtaceae,shrub,woody
Kunzea ambigua x Kunzea capitata subsp. seminuda,Myrtaceae,shrub,woody
Kunzea aristulata,Myrtaceae,shrub,woody
Kunzea axillaris,Myrtaceae,shrub tree,woody
Kunzea badjaensis,Myrtaceae,shrub,woody
Kunzea baxteri,Myrtaceae,shrub,woody
Kunzea bracteolata,Myrtaceae,shrub,woody
Kunzea bracteolata x Kunzea obovata,Myrtaceae,shrub,woody
Kunzea caduca,Myrtaceae,shrub,woody
Kunzea calida,Myrtaceae,shrub,woody
Kunzea cambagei,Myrtaceae,shrub,woody
Kunzea cambagei x Kunzea capitata subsp. seminuda,Myrtaceae,shrub,woody
Kunzea cambagei x Kunzea parvifolia,Myrtaceae,shrub,woody
Kunzea cambagei x Kunzea parvifolia A,Myrtaceae,shrub,woody
Kunzea cambagei x Kunzea parvifolia B,Myrtaceae,shrub,woody
Kunzea capitata,Myrtaceae,shrub,woody
Kunzea capitata subsp. capitata x Kunzea capitata subsp. seminuda,Myrtaceae,shrub,woody
Kunzea capitata subsp. capitata x Kunzea rupestris,Myrtaceae,shrub,woody
Kunzea capitata subsp. seminuda,Myrtaceae,shrub,woody
Kunzea capitata subsp. seminuda x Kunzea parvifolia,Myrtaceae,shrub,woody
Kunzea ciliata,Myrtaceae,shrub,woody
Kunzea cincinnata,Myrtaceae,shrub,woody
Kunzea clavata,Myrtaceae,shrub tree,woody
Kunzea dactylota,Myrtaceae,shrub,woody
Kunzea dactylota x Kunzea parvifolia,Myrtaceae,shrub,woody
Kunzea ericifolia,Myrtaceae,shrub,woody
Kunzea ericifolia subsp. ericifolia,Myrtaceae,shrub,woody
Kunzea ericifolia subsp. subulata,Myrtaceae,shrub,woody
Kunzea ericoides,Myrtaceae,shrub tree,woody
Kunzea eriocalyx,Myrtaceae,shrub,woody
Kunzea flavescens,Myrtaceae,shrub,woody
Kunzea glabrescens,Myrtaceae,shrub,woody
Kunzea graniticola,Myrtaceae,shrub,woody
Kunzea jucunda,Myrtaceae,shrub,woody
Kunzea juniperoides,Myrtaceae,shrub,woody
Kunzea juniperoides subsp. juniperoides,Myrtaceae,subshrub,woody
Kunzea juniperoides subsp. pernervosa,Myrtaceae,shrub,woody
Kunzea juniperoides subsp. pernervosa x Kunzea parvifolia,Myrtaceae,shrub,woody
Kunzea leptospermoides,Myrtaceae,shrub tree,woody
Kunzea micrantha,Myrtaceae,shrub,woody
Kunzea micrantha subsp. hirtiflora,Myrtaceae,shrub,woody
Kunzea micrantha subsp. micrantha,Myrtaceae,shrub,woody
Kunzea micrantha subsp. oligandra,Myrtaceae,shrub,woody
Kunzea micrantha subsp. petiolata,Myrtaceae,shrub,woody
Kunzea micrantha subsp. petiolata x Kunzea praestans,Myrtaceae,shrub,woody
Kunzea micromera,Myrtaceae,shrub,woody
Kunzea montana,Myrtaceae,shrub tree,woody
Kunzea muelleri,Myrtaceae,shrub,woody
Kunzea newbeyi,Myrtaceae,shrub,woody
Kunzea obovata,Myrtaceae,shrub,woody
Kunzea obovata x Kunzea opposita var. opposita,Myrtaceae,shrub,woody
Kunzea obovata x Kunzea parvifolia,Myrtaceae,shrub,woody
Kunzea occidentalis,Myrtaceae,shrub,woody
Kunzea occidentalis x Kunzea opposita,Myrtaceae,shrub,woody
Kunzea occidentalis x Kunzea parvifolia A,Myrtaceae,shrub,woody
Kunzea occidentalis x Kunzea parvifolia B,Myrtaceae,shrub,woody
Kunzea opposita,Myrtaceae,shrub,woody
Kunzea opposita var. leichhardtii,Myrtaceae,shrub,woody
Kunzea opposita var. opposita,Myrtaceae,shrub,woody
Kunzea parvifolia,Myrtaceae,shrub,woody
Kunzea pauciflora,Myrtaceae,shrub,woody
Kunzea peduncularis,Myrtaceae,shrub,woody
Kunzea petrophila,Myrtaceae,shrub,woody
Kunzea phylicoides,Myrtaceae,shrub,woody
Kunzea pomifera,Myrtaceae,shrub,woody
Kunzea praestans,Myrtaceae,shrub,woody
Kunzea preissiana,Myrtaceae,shrub,woody
Kunzea pulchella,Myrtaceae,shrub,woody
Kunzea recurva,Myrtaceae,shrub,woody
Kunzea rostrata,Myrtaceae,shrub,woody
Kunzea rupestris,Myrtaceae,shrub,woody
Kunzea salina,Myrtaceae,shrub,woody
Kunzea sericothrix,Myrtaceae,shrub,woody
Kunzea similis,Myrtaceae,shrub,woody
Kunzea similis subsp. mediterranea,Myrtaceae,shrub,woody
Kunzea similis subsp. similis,Myrtaceae,shrub,woody
Kunzea sp. Dragon Rocks (K.Kershaw KK 2184),Myrtaceae,,woody
Kunzea sp. Keep River (D.Siversten 739),Myrtaceae,,woody
Kunzea sp. Scrubby form (K.R.Thiele 445),Myrtaceae,shrub,woody
Kunzea sp. Tree form (J.B.Williams NE7973),Myrtaceae,,woody
Kunzea spathulata,Myrtaceae,shrub,woody
Kunzea strigosa,Myrtaceae,shrub,woody
Kunzea sulphurea,Myrtaceae,shrub tree,woody
Kunzea truncata,Myrtaceae,shrub,woody
Kunzea x rosea,Myrtaceae,shrub,woody
Lamarchea hakeifolia,Myrtaceae,shrub,woody
Lamarchea hakeifolia var. brevifolia,Myrtaceae,shrub,woody
Lamarchea hakeifolia var. hakeifolia,Myrtaceae,shrub,woody
Lamarchea sulcata,Myrtaceae,shrub,woody
Lenwebbia lasioclada,Myrtaceae,shrub tree,woody
Lenwebbia prominens,Myrtaceae,shrub tree,woody
Lenwebbia sp. Blackall Range (P.R.Sharpe 5387),Myrtaceae,tree,woody
Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),Myrtaceae,shrub tree,woody
Leptospermum amboinense,Myrtaceae,tree,woody
Leptospermum anfractum,Myrtaceae,shrub,woody
Leptospermum arachnoides,Myrtaceae,shrub,woody
Leptospermum argenteum,Myrtaceae,shrub,woody
Leptospermum barneyense,Myrtaceae,shrub,woody
Leptospermum benwellii,Myrtaceae,shrub,woody
Leptospermum blakelyi,Myrtaceae,shrub,woody
Leptospermum brachyandrum,Myrtaceae,shrub tree,woody
Leptospermum brevipes,Myrtaceae,shrub tree,woody
Leptospermum brevipes x Leptospermum microcarpum,Myrtaceae,shrub tree,woody
Leptospermum confertum,Myrtaceae,shrub,woody
Leptospermum continentale,Myrtaceae,shrub,woody
Leptospermum coriaceum,Myrtaceae,shrub,woody
Leptospermum crassifolium,Myrtaceae,shrub,woody
Leptospermum deanei,Myrtaceae,shrub,woody
Leptospermum deuense,Myrtaceae,shrub,woody
Leptospermum divaricatum,Myrtaceae,shrub,woody
Leptospermum emarginatum,Myrtaceae,shrub,woody
Leptospermum epacridoideum,Myrtaceae,shrub,woody
Leptospermum erubescens,Myrtaceae,shrub,woody
Leptospermum exsertum,Myrtaceae,shrub,woody
Leptospermum fastigiatum,Myrtaceae,shrub,woody
Leptospermum glabrescens,Myrtaceae,shrub tree,woody
Leptospermum glaucescens,Myrtaceae,tree,woody
Leptospermum grandiflorum,Myrtaceae,shrub,woody
Leptospermum grandifolium,Myrtaceae,shrub tree,woody
Leptospermum gregarium,Myrtaceae,shrub,woody
Leptospermum incanum,Myrtaceae,shrub,woody
Leptospermum inelegans,Myrtaceae,shrub,woody
Leptospermum jingera,Myrtaceae,shrub,woody
Leptospermum juniperinum,Myrtaceae,shrub,woody
Leptospermum laevigatum,Myrtaceae,shrub tree,woody
Leptospermum lamellatum,Myrtaceae,shrub,woody
Leptospermum lanigerum,Myrtaceae,shrub tree,woody
Leptospermum liversidgei,Myrtaceae,shrub,woody
Leptospermum luehmannii,Myrtaceae,shrub tree,woody
Leptospermum macgillivrayi,Myrtaceae,shrub,woody
Leptospermum macrocarpum,Myrtaceae,shrub,woody
Leptospermum madidum,Myrtaceae,shrub tree,woody
Leptospermum madidum subsp. madidum,Myrtaceae,shrub tree,woody
Leptospermum madidum subsp. sativum,Myrtaceae,shrub tree,woody
Leptospermum maxwellii,Myrtaceae,shrub,woody
Leptospermum microcarpum,Myrtaceae,shrub,woody
Leptospermum micromyrtus,Myrtaceae,shrub,woody
Leptospermum minutifolium,Myrtaceae,shrub,woody
Leptospermum morrisonii,Myrtaceae,shrub tree,woody
Leptospermum multicaule,Myrtaceae,shrub,woody
Leptospermum myrsinoides,Myrtaceae,shrub,woody
Leptospermum myrtifolium,Myrtaceae,shrub,woody
Leptospermum namadgiense,Myrtaceae,shrub,woody
Leptospermum neglectum,Myrtaceae,shrub,woody
Leptospermum nitens,Myrtaceae,shrub,woody
Leptospermum nitidum,Myrtaceae,tree,woody
Leptospermum novae-angliae,Myrtaceae,shrub,woody
Leptospermum obovatum,Myrtaceae,shrub,woody
Leptospermum oligandrum,Myrtaceae,shrub,woody
Leptospermum oreophilum,Myrtaceae,shrub,woody
Leptospermum pallidum,Myrtaceae,shrub,woody
Leptospermum parvifolium,Myrtaceae,shrub,woody
Leptospermum petersonii,Myrtaceae,shrub tree,woody
Leptospermum petraeum,Myrtaceae,shrub,woody
Leptospermum polyanthum,Myrtaceae,shrub tree,woody
Leptospermum polygalifolium,Myrtaceae,shrub tree,woody
Leptospermum polygalifolium subsp. cismontanum,Myrtaceae,shrub tree,woody
Leptospermum polygalifolium subsp. howense,Myrtaceae,shrub tree,woody
Leptospermum polygalifolium subsp. montanum,Myrtaceae,shrub tree,woody
Leptospermum polygalifolium subsp. polygalifolium,Myrtaceae,shrub tree,woody
Leptospermum polygalifolium subsp. transmontanum,Myrtaceae,shrub tree,woody
Leptospermum polygalifolium subsp. tropicum,Myrtaceae,shrub tree,woody
Leptospermum purpurascens,Myrtaceae,shrub tree,woody
Leptospermum riparium,Myrtaceae,shrub,woody
Leptospermum roei,Myrtaceae,shrub,woody
Leptospermum rotundifolium,Myrtaceae,shrub,woody
Leptospermum rupestre,Myrtaceae,shrub,woody
Leptospermum rupicola,Myrtaceae,shrub,woody
Leptospermum scoparium,Myrtaceae,shrub tree,woody
Leptospermum sejunctum,Myrtaceae,shrub,woody
Leptospermum semibaccatum,Myrtaceae,shrub,woody
Leptospermum sericatum,Myrtaceae,shrub,woody
Leptospermum sericeum,Myrtaceae,shrub,woody
Leptospermum sp. Bandalup Hill (G.Cockerton 11001),Myrtaceae,,woody
Leptospermum sp. Latham (B.L.Rye 239088 & M.E.Trudgen),Myrtaceae,,woody
Leptospermum sp. Peak Charles/Norseman (K.R.Newbey 5243),Myrtaceae,shrub,woody
Leptospermum speciosum,Myrtaceae,shrub tree,woody
Leptospermum spectabile,Myrtaceae,shrub,woody
Leptospermum sphaerocarpum,Myrtaceae,shrub,woody
Leptospermum spinescens,Myrtaceae,shrub,woody
Leptospermum squarrosum,Myrtaceae,shrub,woody
Leptospermum subglabratum,Myrtaceae,shrub,woody
Leptospermum subtenue,Myrtaceae,shrub,woody
Leptospermum thompsonii,Myrtaceae,shrub,woody
