"Species","Trait","Value","Unit","Citation_author","Citation_full"
"Morus alba","SLA","14.86","mm^2/mg","Lal, 2001","Lal, C. B., C. Annapurna, A. S. Raghubanshi, and J. S. Singh. 2001. Effect of leaf habit and soil type on nutrient resorption and conservation in woody species of a dry tropical environment. Canadian Journal of Botany 79:1066-1075."
"Myoporum acuminatum","SLA","9.59","mm^2/mg","Cunningham, 1999","Cunningham, S. A., B. Summerhayes, and M. Westoby. 1999. Evolutionary divergences in leaf structure and chemistry, comparing rainfall and soil nutrient gradients. Ecological Monographs 69:569-588."
"Myrsine porosa","SLA","12.4","mm^2/mg","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Neolitsea australiensis","SLA","16.8","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Neolitsea dealbata","SLA","10.753","mm^2/mg","Falster, 2005","Falster, D. S., and M. Westoby. 2005. Alternative height strategies among 45 dicot rain forest species from tropical Queensland, Australia. Journal of Ecology 93:521-535."
"Nerium oleander","SLA","20.4","mm^2/mg","Wright, 2004","Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M.-L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827."
"Notelaea microcarpa","SLA","5","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Notelaea microcarpa","SLA","5","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Notelaea microcarpa","SLA","5","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Nothofagus moorei","SLA","7.69","mm^2/mg","Read, 2003","Read, J., and G. D. Sanson. 2003. Characterizing sclerophylly: the mechanical properties of a diverse range of leaf types. New Phytologist 160:81-99."
"Ochna serrulata","SLA","13.99","mm^2/mg","Hamilton, 2005","Hamilton, M. A., B. R. Murray, M. W. Cadotte, G. C. Hose, A. C. Baker, C. J. Harris, and D. Licari. 2005. Life-history correlates of plant invasiveness at regional and continental scales. Ecology Letters 8:1066-1074."
"Oenothera rosea","SLA","32.75","mm^2/mg","Kleyer, 2008","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. Van Groenendael, L. Klime_, J. Klime_ov‡, S. Klotz, G. M. Rusch, M. Hermy, D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Gštzenberger, J. G. Hodgson, A. K. Jackel, I. KŸhn, D. Kunzmann, W. A. Ozinga, C. Ršmermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: A database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274."
"Olearia elliptica","SLA","8.7","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Opuntia streptacantha","SLA","2.48","mm^2/mg","Delgado-Sanchez, 2013","Delgado-Sanchez, P., L. Yanez-Espinosa, J. F. Jimenez-Bremont, L. Chapa-Vargas, and J. Flores. 2013. Ecophysiological and anatomical mechanisms behind the nurse effect: Which are more important? A multivariate approach for cactus seedlings. PLoS ONE 8."
"Oxylobium arborescens","SLA","6.95","mm^2/mg","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Palmeria scandens","SLA","19.98121336","mm^2/mg","Gallagher, 2012","Gallagher, R. V., and M. R. Leishman. 2012. A global analysis of trait variation and evolution in climbing plants. Journal of Biogeography 39:1757-1771."
"Pandanus tectorius","SLA","10.4","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Pandorea jasminoides","SLA","13.75","mm^2/mg","Osunkoya, 2010","Osunkoya, O. O., D. Bayliss, F. D. Panetta, and G. Vivian-Smith. 2010. Variation in ecophysiology and carbon economy of invasive and native woody vines of riparian zones in South-Eastern Queensland. Austral Ecology 35:636-649."
"Pandorea pandorana","SLA","28.48548745","mm^2/mg","Gallagher, 2012","Gallagher, R. V., and M. R. Leishman. 2012. A global analysis of trait variation and evolution in climbing plants. Journal of Biogeography 39:1757-1771."
"Parsonsia eucalyptophylla","SLA","6.37116073","mm^2/mg","Gallagher, 2012","Gallagher, R. V., and M. R. Leishman. 2012. A global analysis of trait variation and evolution in climbing plants. Journal of Biogeography 39:1757-1771."
"Parsonsia straminea","SLA","26.49667252","mm^2/mg","Gallagher, 2012","Gallagher, R. V., and M. R. Leishman. 2012. A global analysis of trait variation and evolution in climbing plants. Journal of Biogeography 39:1757-1771."
"Passiflora edulis","SLA","34.25","mm^2/mg","Werth, 2013","Werth, M., A. Spiegel, and M. Kazda. 2013. Leaf allocation patterns and 13C and 15N natural abundances of tropical lianas (Passiflora sp.) as dependent on external climbing support. Isotopes in Environmental and Health Studies 49:98-108."
"Passiflora suberosa","SLA","24.88","mm^2/mg","Hamilton, 2005","Hamilton, M. A., B. R. Murray, M. W. Cadotte, G. C. Hose, A. C. Baker, C. J. Harris, and D. Licari. 2005. Life-history correlates of plant invasiveness at regional and continental scales. Ecology Letters 8:1066-1074."
"Persoonia falcata","SLA","4.8","mm^2/mg","Wright, 2004","Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M.-L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827."
"Petalostigma pubescens","SLA","5.29","mm^2/mg","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Petrophile canescens","SLA","2.25","mm^2/mg","Knox, 2011","Knox, K. J. E., and P. J. Clarke. 2011. Fire severity and nutrient availability do not constrain resprouting in forest shrubs. Plant Ecology 212:1967-1978."
"Philotheca difformis","SLA","5.63","mm^2/mg","Wright, 2002","Wright, I. J., and M. Westoby. 2002. Leaves at low versus high rainfall: coordination of structure, lifespan and physiology. New Phytologist 155:403-416."
"Philotheca difformis","SLA","5.63","mm^2/mg","Wright, 2002","Wright, I. J., and M. Westoby. 2002. Leaves at low versus high rainfall: coordination of structure, lifespan and physiology. New Phytologist 155:403-416."
"Phyllota phylicoides","SLA","8.38","mm^2/mg","Wright, 2002","Wright, I. J., and M. Westoby. 2002. Leaves at low versus high rainfall: coordination of structure, lifespan and physiology. New Phytologist 155:403-416."
"Physalis peruviana","SLA","44.55","mm^2/mg","Kleyer, 2008","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. Van Groenendael, L. Klime_, J. Klime_ov‡, S. Klotz, G. M. Rusch, M. Hermy, D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Gštzenberger, J. G. Hodgson, A. K. Jackel, I. KŸhn, D. Kunzmann, W. A. Ozinga, C. Ršmermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: A database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274."
"Phytolacca octandra","SLA","21.1","mm^2/mg","Hamilton, 2005","Hamilton, M. A., B. R. Murray, M. W. Cadotte, G. C. Hose, A. C. Baker, C. J. Harris, and D. Licari. 2005. Life-history correlates of plant invasiveness at regional and continental scales. Ecology Letters 8:1066-1074."
"Pimelea linifolia","SLA","17.56","mm^2/mg","Wright, 2002","Wright, I. J., and M. Westoby. 2002. Leaves at low versus high rainfall: coordination of structure, lifespan and physiology. New Phytologist 155:403-416."
"Pimelea linifolia","SLA","17.56","mm^2/mg","Wright, 2002","Wright, I. J., and M. Westoby. 2002. Leaves at low versus high rainfall: coordination of structure, lifespan and physiology. New Phytologist 155:403-416."
"Pimelea linifolia","SLA","9.33","mm^2/mg","Meers, 2010","Meers, T. L., S. Kasel, T. L. Bell, and N. J. Enright. 2010. Conversion of native forest to exotic Pinus radiata plantation: Response of understorey plant composition using a plant functional trait approach. Forest Ecology and Management 259:399-409."
"Pimelea trichostachya","SLA","11.7","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Pinus elliottii","SLA","11.4","mm^2/mg","Grotkopp, 2002","Grotkopp, E., M. Rejm‡nek, and T. L. Rost. 2002. Toward a causal explanation of plant invasiveness: Seedling growth and life_history strategies of 29 pine (Pinus) species. The American Naturalist 159:396-419."
"Pipturus argenteus","SLA","13.1","mm^2/mg","Juhrbandt, 2004","Juhrbandt, J., C. Leuschner, and D. Hšlscher. 2004. The relationship between maximal stomatal conductance and leaf traits in eight Southeast Asian early successional tree species. Forest Ecology and Management 202:245-256."
"Pittosporum undulatum","SLA","10.2","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Planchonia careya","SLA","11.9","mm^2/mg","Prior, 2003","Prior, L. D., D. Eamus, and D. M. J. S. Bowman. 2003. Leaf attributes in the seasonally dry tropics: a comparison of four habitats in northern Australia. Functional Ecology 17:504-515."
"Platylobium formosum","SLA","9.68","mm^2/mg","Meers, 2010","Meers, T. L., S. Kasel, T. L. Bell, and N. J. Enright. 2010. Conversion of native forest to exotic Pinus radiata plantation: Response of understorey plant composition using a plant functional trait approach. Forest Ecology and Management 259:399-409."
"Platysace ericoides","SLA","13.16","mm^2/mg","Falster, 2005","Falster, D. S., and M. Westoby. 2005. Tradeoffs between height growth rate, stem persistence and maximum height among plant species in a post-fire succession. Oikos 111:57-66."
"Polyosma cunninghamii","SLA","15.2","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Polyscias sambucifolia","SLA","13.2","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Pomaderris argyrophylla","SLA","6.3","mm^2/mg","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Pomaderris canescens","SLA","6.1","mm^2/mg","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Pomaderris ferruginea","SLA","10.13","mm^2/mg","Wright, 2002","Wright, I. J., and M. Westoby. 2002. Leaves at low versus high rainfall: coordination of structure, lifespan and physiology. New Phytologist 155:403-416."
"Pomaderris lanigera","SLA","9.1","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Pomax umbellata","SLA","25.9","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Poranthera microphylla","SLA","28","mm^2/mg","Meers, 2010","Meers, T. L., S. Kasel, T. L. Bell, and N. J. Enright. 2010. Conversion of native forest to exotic Pinus radiata plantation: Response of understorey plant composition using a plant functional trait approach. Forest Ecology and Management 259:399-409."
"Prunus persica","SLA","28.74","mm^2/mg","Hamilton, 2005","Hamilton, M. A., B. R. Murray, M. W. Cadotte, G. C. Hose, A. C. Baker, C. J. Harris, and D. Licari. 2005. Life-history correlates of plant invasiveness at regional and continental scales. Ecology Letters 8:1066-1074."
"Psidium guajava","SLA","10.98","mm^2/mg","Lal, 2001","Lal, C. B., C. Annapurna, A. S. Raghubanshi, and J. S. Singh. 2001. Effect of leaf habit and soil type on nutrient resorption and conservation in woody species of a dry tropical environment. Canadian Journal of Botany 79:1066-1075."
"Psychotria loniceroides","SLA","14.2","mm^2/mg","Ordonez, 2010","Ordonez, A., I. J. Wright, and H. Olff. 2010. Functional differences between native and alien species: A global-scale comparison. Functional Ecology 24:1353-1361."
"Psydrax odorata","SLA","4.21","mm^2/mg","Sandquist, 2007","Sandquist, D. R., and S. Cordell. 2007. Functional diversity of carbon-gain, water-use, and leaf-allocation traits in trees of a threatened lowland dry forest in Hawaii. American Journal of Botany 94:1459-1469."
"Psydrax odorata","SLA","4.21","mm^2/mg","Sandquist, 2007","Sandquist, D. R., and S. Cordell. 2007. Functional diversity of carbon-gain, water-use, and leaf-allocation traits in trees of a threatened lowland dry forest in Hawaii. American Journal of Botany 94:1459-1469."
"Psydrax odorata","SLA","4.21","mm^2/mg","Sandquist, 2007","Sandquist, D. R., and S. Cordell. 2007. Functional diversity of carbon-gain, water-use, and leaf-allocation traits in trees of a threatened lowland dry forest in Hawaii. American Journal of Botany 94:1459-1469."
"Psydrax odorata","SLA","4.21","mm^2/mg","Sandquist, 2007","Sandquist, D. R., and S. Cordell. 2007. Functional diversity of carbon-gain, water-use, and leaf-allocation traits in trees of a threatened lowland dry forest in Hawaii. American Journal of Botany 94:1459-1469."
"Pultenaea flexilis","SLA","11.05","mm^2/mg","Wright, 2002","Wright, I. J., and M. Westoby. 2002. Leaves at low versus high rainfall: coordination of structure, lifespan and physiology. New Phytologist 155:403-416."
"Pultenaea millarii","SLA","10.68","mm^2/mg","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Pultenaea millarii","SLA","10.68","mm^2/mg","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
