trip identifier,Species,Individual,Replicate,Trait,Value,Unit,latitude (deg),longitude (deg),Coordinate uncertainty (m),site_name
FigTreePocket,Flindersia bennettiana,2,2,leaf.area,27628.22,mm^2,-27.540326999999998,152.967908,2000,site_at_-27.540327_degS_152.967908_degE
FigTreePocket,Flindersia bennettiana,2,1,leaf.area,22339.03,mm^2,-27.540326999999998,152.967908,2000,site_at_-27.540327_degS_152.967908_degE
FigTreePocket,Flindersia bennettiana,1,5,leaf.area,14521.201,mm^2,-27.540326999999998,152.967908,2000,site_at_-27.540327_degS_152.967908_degE
FigTreePocket,Flindersia bennettiana,1,4,leaf.area,32098.977,mm^2,-27.540326999999998,152.967908,2000,site_at_-27.540327_degS_152.967908_degE
FigTreePocket,Flindersia bennettiana,1,3,leaf.area,12444.282,mm^2,-27.540326999999998,152.967908,2000,site_at_-27.540327_degS_152.967908_degE
FigTreePocket,Flindersia bennettiana,1,2,leaf.area,23404.657,mm^2,-27.540326999999998,152.967908,2000,site_at_-27.540327_degS_152.967908_degE
FigTreePocket,Flindersia bennettiana,1,1,leaf.area,16357.277,mm^2,-27.540326999999998,152.967908,2000,site_at_-27.540327_degS_152.967908_degE
Bahrs,Macadamia integrifolia,4,5,leaf.area,4566.732,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,4,4,leaf.area,3386.709,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,4,3,leaf.area,5406.71,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,4,2,leaf.area,5710.064,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,4,1,leaf.area,3280.99,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,3,5,leaf.area,1679.663,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,3,4,leaf.area,2885.764,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,3,3,leaf.area,2828.323,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,3,2,leaf.area,2556.375,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,3,1,leaf.area,2493.613,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,2,5,leaf.area,2577.111,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,2,4,leaf.area,1806.936,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,2,3,leaf.area,3324.306,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,2,2,leaf.area,2127.096,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,2,1,leaf.area,2317.489,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,1,5,leaf.area,5052.741,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,1,4,leaf.area,2551.807,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,1,3,leaf.area,3064.785,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,1,2,leaf.area,3004.375,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Macadamia integrifolia,1,1,leaf.area,4929.95,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Argyrodendron trifoliolatum,3,5,leaf.area,9770.465,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Argyrodendron trifoliolatum,3,4,leaf.area,7857.338,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Argyrodendron trifoliolatum,3,3,leaf.area,4965.888,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Argyrodendron trifoliolatum,3,2,leaf.area,4720.334,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Argyrodendron trifoliolatum,3,1,leaf.area,8763.699,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Diospyros geminata,2,5,leaf.area,676.926,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Diospyros geminata,2,4,leaf.area,695.576,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Diospyros geminata,2,3,leaf.area,1051.904,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Diospyros geminata,2,2,leaf.area,834.737,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Diospyros geminata,2,1,leaf.area,716.355,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Bosistoa pentacocca,1,5,leaf.area,11249.611,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Bosistoa pentacocca,1,4,leaf.area,15976.34,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Bosistoa pentacocca,1,3,leaf.area,15376.466,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Bosistoa pentacocca,1,2,leaf.area,37339.422,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Bosistoa pentacocca,1,1,leaf.area,34092.929,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Cayratia acris,2,4,leaf.area,14836.615,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Cayratia acris,2,3,leaf.area,12954.951,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Cayratia acris,2,2,leaf.area,19858.26,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Cayratia acris,2,1,leaf.area,21338.466,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Alectryon tomentosus,4,5,leaf.area,7533.542,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Alectryon tomentosus,4,4,leaf.area,5057.294,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Alectryon tomentosus,4,3,leaf.area,5508.586,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Alectryon tomentosus,4,2,leaf.area,9708.499,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Alectryon tomentosus,4,1,leaf.area,5849.354,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,5,5,leaf.area,2444.741,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,5,4,leaf.area,2461.275,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,5,3,leaf.area,4185.552,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,5,2,leaf.area,3483.817,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,5,1,leaf.area,2525.213,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,4,5,leaf.area,2962.665,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,4,4,leaf.area,1881.421,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,4,3,leaf.area,1546.539,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,4,2,leaf.area,2100.731,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Owenia venosa,4,1,leaf.area,3203.329,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,5,5,leaf.area,2530.727,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,5,4,leaf.area,3949.601,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,5,3,leaf.area,3989.616,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,5,2,leaf.area,3663.174,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,5,1,leaf.area,4913.451,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,4,5,leaf.area,4292.662,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,4,4,leaf.area,4353.473,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,4,3,leaf.area,4424.452,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,4,2,leaf.area,4155.135,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,4,1,leaf.area,4281.971,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,3,5,leaf.area,5438.582,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,3,4,leaf.area,4127.838,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,3,3,leaf.area,2758.57,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,3,2,leaf.area,4602.282,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,3,1,leaf.area,3494.221,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,2,5,leaf.area,2585.443,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,2,4,leaf.area,5486.738,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,2,3,leaf.area,1951.396,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,2,2,leaf.area,3458.658,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,2,1,leaf.area,5275.257,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,1,5,leaf.area,4364.881,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,1,4,leaf.area,2978.002,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,1,3,leaf.area,3638.451,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,1,2,leaf.area,3972.243,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Barklya syringifolia,1,1,leaf.area,4058.2,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,3,5,leaf.area,1941.106,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,3,4,leaf.area,1219.466,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,3,3,leaf.area,863.999,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,3,2,leaf.area,1980.772,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,3,1,leaf.area,1016.26,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,2,5,leaf.area,2002.011,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,2,4,leaf.area,2268.789,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,2,3,leaf.area,2073.262,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,2,2,leaf.area,1828.239,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,2,1,leaf.area,1949.954,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,1,5,leaf.area,2516.472,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,1,4,leaf.area,2571.906,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,1,3,leaf.area,2771.971,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,1,2,leaf.area,2666.518,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Bahrs,Capparis arborea,1,1,leaf.area,2559.386,mm^2,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Toohey,Daviesia wyattiana,5,5,leaf.area,333.899,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,5,4,leaf.area,378.29,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,5,3,leaf.area,443.182,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,5,2,leaf.area,321.781,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,5,1,leaf.area,430.497,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,4,5,leaf.area,223.62,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,4,4,leaf.area,280.982,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,4,3,leaf.area,388.616,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,4,2,leaf.area,292.842,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,4,1,leaf.area,325.123,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,3,5,leaf.area,454.396,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,3,4,leaf.area,406.85,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,3,3,leaf.area,581.109,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,3,2,leaf.area,435.81,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,3,1,leaf.area,471.777,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,2,5,leaf.area,399.636,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,2,4,leaf.area,399.636,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,2,3,leaf.area,436.714,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,2,2,leaf.area,490.613,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,2,1,leaf.area,512.683,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,1,5,leaf.area,440.399,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,1,4,leaf.area,368.109,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,1,3,leaf.area,604.277,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,1,2,leaf.area,548.836,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia wyattiana,1,1,leaf.area,381.897,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,4,5,leaf.area,2255.896,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,4,4,leaf.area,2220.941,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,4,3,leaf.area,1669.323,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,4,2,leaf.area,2345.475,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,4,1,leaf.area,1632.231,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,3,5,leaf.area,1995.299,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,3,4,leaf.area,3121.107,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,3,3,leaf.area,2204.722,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,3,2,leaf.area,2565.775,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,3,1,leaf.area,2834.001,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia hispidula,1,5,leaf.area,170.051,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia hispidula,1,4,leaf.area,199.98,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia hispidula,1,3,leaf.area,190.629,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia hispidula,1,2,leaf.area,192.379,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia hispidula,1,1,leaf.area,166.236,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,2,5,leaf.area,2360.511,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,2,4,leaf.area,1942.841,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,2,3,leaf.area,2054.963,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,2,2,leaf.area,1617.353,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,2,1,leaf.area,2431.812,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,1,5,leaf.area,2714.523,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,1,4,leaf.area,1815.734,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,1,3,leaf.area,3287.666,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,1,2,leaf.area,3769.295,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Angophora woodsiana,1,1,leaf.area,2018.933,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,5,5,leaf.area,1149.477,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,5,4,leaf.area,1377.887,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,5,3,leaf.area,832.665,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,5,2,leaf.area,1189.502,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,5,1,leaf.area,1136.126,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,4,5,leaf.area,660.599,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,4,4,leaf.area,1302.125,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,4,3,leaf.area,1421.74,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,4,2,leaf.area,725.211,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus microcorys,4,1,leaf.area,1004.214,mm^2,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
