Original Taxonomic Concept,Species,Family,locality,life_history,"Height range at maturity (cm), Minimum",plant_height_maximum,"Diameter of crown (cm), 0–5","Diameter of crown (cm), 5–20","Diameter of crown (cm), 20–50","Diameter of crown (cm), 50–100","Diameter of crown (cm), 100–200","Diameter of crown (cm), >200","Canopy density, Dense","Canopy density, Intermediate","Canopy density, Sparse","Canopy density, None","Canopy elevation (cm), 0–20","Canopy elevation (cm), 20–50","Canopy elevation (cm), 50–100","Canopy elevation (cm), >100","Above-ground stem/stalk, None","Above-ground stem/stalk, Single","Above-ground stem/stalk, Multiple",stem_growth_habit,plant_climbing_mechanism,woodiness_detailed,plant_succulence,photosynthetic Flower stalk,plant_photosynthetic_organ,leaf_lamina_posture,leaf xs Terete,leaf xs Triangular,leaf xs Rectangular,leaf_compoundness,"Linear like (Tubular, Needle-like, Filiform, Linear)",Elliptical & Lanceolate,Orbicular,leaf_margin,leaf_lobation,leaf_margin_posture,leaf_hairs_adult_leaves,leaf_glaucousness_adaxial,leaf_glaucousness_abaxial,"Part protected by spines, None","Part protected by spines, Leaf","Part protected by spines, Stem","Part protected by spines, Branch","Part protected by spines, Fruit",plant_physical_defence_structures,"Root morphology, Bulb","Root morphology, Stilt",nitrogen_fixing,plant_alternative_energy_and_nutrient_acquisition_strategy,parasitic,flowering_time,fruit_fleshiness,resprouting_capacity,mycorrhizal_associations,photosynthetic_pathway,Microbial association
,Stylidium diuroides subsp. paucifoliatum,Stylidiaceae,Eneabba & Cooljarloo,perennial,20,40,1,,,,,,,,1,,1,,,,,1,,erect,,herbaceous,,1,leaf,,1,1,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium divaricatum,Stylidiaceae,Eneabba & Cooljarloo,perennial,5,26,1,,,,,,,,1,,1,,,,,1,,erect,,woody_base,,,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Stylidium drummondianum,Stylidiaceae,Eneabba,perennial,5,22,1,,,,,,1,,,,1,,,,,1,1,erect,,herbaceous,,,leaf,flat,,,,simple,1,,,toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium elongatum,Stylidiaceae,Eneabba,perennial,20,60,,1,1,,,,,1,,,1,1,,,,,1,erect,,herbaceous,,,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium eriopodum,Stylidiaceae,Eneabba,perennial,6,15,1,1,,,,,,,1,,1,,,,,,1,decumbent,,herbaceous,,,leaf,,1,,,simple,1,,,,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium flagellum,Stylidiaceae,Eneabba & Cooljarloo,perennial,5,35,1,,,,,,,,1,,1,1,,,,,1,erect,,herbaceous,,,leaf cladode,,1,,,simple,,1,,toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium hymenocraspedum,Stylidiaceae,Cooljarloo,perennial,27,75,1,1,,,,,1,,,,1,,,,,1,,erect,,herbaceous,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium inundatum,Stylidiaceae,Cooljarloo,,1,7,1,,,,,,,,1,,1,,,,,1,,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,glabrous,red_brown,red_brown,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium inversiflorum,Stylidiaceae,Eneabba,perennial,8,25,,1,,,,,,,1,,1,,,,,1,,erect,,herbaceous,,,leaf,,1,,,simple,1,,,,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium kalbarriense,Stylidiaceae,Eneabba & Cooljarloo,perennial,6,28,1,,,,,,,1,,,1,,,,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium maitlandianum,Stylidiaceae,Eneabba,perennial,29,70,,1,,,,,1,,,,1,,,,,1,1,erect,,herbaceous,,,leaf,flat,,,,simple,,1,,toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium miniatum,Stylidiaceae,Eneabba & Cooljarloo,perennial,15,40,1,,,,,,1,,,,1,,,,,1,,erect,,herbaceous,,,leaf,,1,,,simple,1,,,toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium neurophyllum,Stylidiaceae,Cooljarloo,perennial,15,65,1,1,,,,,1,,,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,entire,,,glabrous,glaucous,glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium obtusatum,Stylidiaceae,Cooljarloo,perennial,3,10,1,,,,,,,,1,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium petiolare,Stylidiaceae,Cooljarloo,perennial,4,16,1,,,,,,,,1,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium piliferum,Stylidiaceae,Eneabba & Cooljarloo,perennial,15,50,1,,,,,,1,,,,1,,,,,1,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium pubigerum,Stylidiaceae,Cooljarloo,perennial,8,25,1,,,,,,1,,,,1,,,,,,,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium purpureum,Stylidiaceae,Eneabba & Cooljarloo,perennial,20,55,1,,,,,,,,1,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,1,,simple,1,,,entire,,,glabrous,glaucous,glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium repens,Stylidiaceae,Eneabba & Cooljarloo,perennial,1,10,1,,,,,,,,1,,1,,,,,,1,erect decumbent,,herbaceous,,,leaf,,1,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NYYYYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium rigidulum,Stylidiaceae,Eneabba & Cooljarloo,perennial,6.5,30,1,1,,,,,,1,,,1,,,,,1,,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium roseoalatum,Stylidiaceae,Cooljarloo,,3,13,1,,,,,,,,1,,1,,,,,1,,erect,,herbaceous,,1,leaf,flat,,,,simple,1,1,,entire,,,glabrous,red_brown,red_brown,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium scariosum,Stylidiaceae,Eneabba & Cooljarloo,perennial,10,80,,1,,,,,1,,,,1,,,,,1,,erect,,woody_base,,1,leaf,flat,,,,simple,1,1,,entire,,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,YNNNYYYYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Stylidium schoenoides,Stylidiaceae,Eneabba & Cooljarloo,perennial,15,40,,1,,,,,,,1,,1,,,,,,1,erect,,herbaceous,,,leaf,flat conduplicate,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
Stylidium sp. Kalbarri (A. Carr 145),Stylidium ponticulus,Stylidiaceae,Eneabba & Cooljarloo,perennial,15,40,1,,,,,,1,,,,1,,,,,1,,erect,,woody_base,,1,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Stylidium spiciforme,Stylidiaceae,Cooljarloo,perennial,20,65,1,,,,,,,1,,,1,,,,,1,,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,entire,,,glabrous,glaucous,glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium stenosepalum,Stylidiaceae,Eneabba,perennial,12,38,1,1,,,,,,,1,,1,,,,,1,1,erect,,woody_base,,,leaf,conduplicate,,,,simple,1,,,entire,,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylidium torticarpum,Stylidiaceae,Eneabba,perennial,12,27,,1,,,,,,1,,,1,,,,,1,,erect,,herbaceous,,,leaf,,,1,,simple,1,,,toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Stylobasium australe,Surianaceae,Eneabba,perennial,50,150,,,1,1,,,,1,,,1,,,,,,1,erect decumbent,,woody,,1,leaf cladode,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Styphelia ciliosa,Ericaceae,Eneabba & Cooljarloo,perennial,30,150,1,1,1,1,1,,,1,1,,1,1,,,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,ericoid_mycorrhizal,C3,
,Styphelia filamentosa,Ericaceae,Eneabba,perennial,30,50,1,1,1,,,,,1,,,1,,,,,,1,erect,,woody,,,leaf,conduplicate,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YYYYNNNYYYYY,dry,,ericoid_mycorrhizal,C3,
,Styphelia filifolia,Ericaceae,Eneabba & Cooljarloo,perennial,45,80,1,1,1,1,1,,,1,1,,1,1,,,,1,1,erect,,woody,,,leaf,conduplicate,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NYYYNNNNNNNN,dry,,ericoid_mycorrhizal,C3,
,Styphelia williamsiorum,Ericaceae,Eneabba,perennial,30,40,1,1,1,,,,,1,,,1,,,,,,1,erect,,woody,,,leaf,flat conduplicate,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNNNNYY,dry,,ericoid_mycorrhizal,C3,
,Symphyotrichum squamatum,Asteraceae,Eneabba & Cooljarloo,perennial,30,200,,1,1,1,,,,1,1,,1,1,1,1,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,1,,entire toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YYYYYYYNNNYY,dry,,,C3,
,Synaphea aephynsa,Proteaceae,Eneabba,perennial,20,30,,1,1,,,,1,1,,,1,1,,,,,1,erect,,woody,,,leaf,flat,,,,compound,,1,,,lobed_deep lobed,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Synaphea spinulosa subsp. spinulosa,Proteaceae,Eneabba & Cooljarloo,perennial,30,120,,1,1,1,,,,1,,,,1,1,1,,,1,erect prostrate,,woody,,,leaf,flat,1,,,compound,,1,,,lobed_deep lobed,undulate,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Taraxacum khatoonae,Asteraceae,Cooljarloo,perennial,5,60,1,1,1,1,,,,1,,,1,1,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,entire toothed,lobed,,glabrous hairy,not_glaucousglaucous,not_glaucousglaucous,absent,,,,,absent,,,,,not_parasitic,YYYYYYYYYYYY,dry,,,C3,1
,Templetonia retusa,Fabaceae,Eneabba & Cooljarloo,perennial,30,400,,1,1,1,1,,1,,,,1,1,1,1,,1,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,NYYYYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Tersonia cyathiflora,Gyrostemonaceae,Eneabba & Cooljarloo,perennial,15,60,1,1,1,1,,,,1,,,1,1,1,0,,,1,prostrate,,woody_base,,,leaf cladode,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Tetraria microcarpa,Cyperaceae,Eneabba & Cooljarloo,perennial,12,30,1,1,1,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Tetraria octandra,Cyperaceae,Eneabba & Cooljarloo,perennial,15,120,1,1,1,1,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NYYYYYYYYYNN,dry,resprouts,,C3,1
,Tetratheca confertifolia,Elaeocarpaceae,Eneabba,perennial,10,30,1,1,1,1,,,,1,1,,1,,,,,,1,erect,,woody,,,leaf,conduplicate,,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Tetratheca nephelioides,Elaeocarpaceae,Eneabba,perennial,30,40,1,1,1,1,,,,1,,,1,,,,,,1,erect,,woody,,,leaf cladode,conduplicate,,,,simple,,1,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thelymitra benthamiana,Orchidaceae,Cooljarloo,perennial,25,40,1,1,,,,,,,1,,1,,,,,1,,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,orchid_mycorrhizal,C3,
,Thelymitra campanulata,Orchidaceae,Eneabba & Cooljarloo,perennial,20,50,1,,,,,,,,1,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,orchid_mycorrhizal,C3,
,Thomasia cognata,Malvaceae,Eneabba,perennial,10,70,,1,1,,,,,1,,,1,1,1,0,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thomasia macrocalyx,Malvaceae,Eneabba,perennial,30,100,,,1,1,,,1,,,,0,1,1,0,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thomasia rulingioides,Malvaceae,Eneabba,perennial,15,45,,1,1,,,,,1,,,1,1,0,0,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NYYYYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thryptomene hyporhytis,Myrtaceae,Eneabba,perennial,20,150,,,,1,,,,1,,,1,1,1,1,,,1,erect,,woody,,,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thryptomene mucronulata,Myrtaceae,Eneabba,perennial,50,200,,,1,1,1,,,1,,,0,1,1,1,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Thryptomene racemulosa,Myrtaceae,Eneabba,perennial,30,150,,,1,1,1,,1,,,,0,1,1,1,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Thryptomene spicata,Myrtaceae,Eneabba,perennial,50,150,,,1,1,1,,,1,,,0,1,1,1,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus arbuscula,Asparagaceae,Cooljarloo,perennial,20,100,1,1,1,,,,,1,1,,1,1,,,,,1,erect,,herbaceous,,1,leaf cladode,,1,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus arenarius,Asparagaceae,Eneabba & Cooljarloo,perennial,20,70,1,1,1,1,1,,1,1,,,1,,,,,,1,erect prostrate decumbent,,herbaceous,,1,leaf cladode,flat,,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YYYYNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus asper,Asparagaceae,Eneabba,perennial,10,40,1,1,1,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus dichotomus,Asparagaceae,Eneabba & Cooljarloo,perennial,25,100,1,1,1,1,,,1,1,,,1,,,,,,1,erect,,herbaceous,,1,leaf cladode,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus glaucus,Asparagaceae,Eneabba & Cooljarloo,perennial,10,20,1,1,1,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YYYYNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus manglesianus,Asparagaceae,Eneabba & Cooljarloo,perennial,20,200,1,1,1,1,,,,1,1,,1,1,,,,1,,erect prostrate climbing,twining,herbaceous,,,cladode,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus multiflorus,Asparagaceae,Cooljarloo,perennial,10,80,1,1,1,1,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus patersonii,Asparagaceae,Eneabba & Cooljarloo,perennial,15,50,1,1,1,1,,,,1,1,,1,1,,,,1,,prostrate climbing,twining,herbaceous,,,cladode,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus rectantherus,Asparagaceae,Eneabba,perennial,20,30,1,1,1,,,,1,1,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus sparteus,Asparagaceae,Eneabba & Cooljarloo,perennial,20,100,1,1,1,1,,,1,1,,,1,,,,,,1,erect,,herbaceous,,,cladode,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus speckii,Asparagaceae,Eneabba,perennial,5,20,1,1,,,,,,,1,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus spiniger,Asparagaceae,Eneabba & Cooljarloo,perennial,30,40,1,1,1,1,,,,1,1,,1,,,,,,1,erect,,woody_base,,,leaf cladode,,1,,,simple,1,,,entire,,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus tenellus,Asparagaceae,Eneabba & Cooljarloo,perennial,10,30,1,1,1,,,,1,1,,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus teretifolius,Asparagaceae,Eneabba & Cooljarloo,perennial,15,30,1,1,1,1,,,1,1,,,1,,,,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus thyrsoideus,Asparagaceae,Eneabba & Cooljarloo,perennial,15,35,1,1,1,,,,,,1,,1,,,,,1,,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus triandrus,Asparagaceae,Eneabba & Cooljarloo,perennial,10,40,1,1,1,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,1,,,simple,1,1,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Thysanotus vernalis,Asparagaceae,Eneabba,perennial,11,30,1,1,,,,,,,1,,1,,,,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,1,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Trachymene coerulea subsp. coerulea,Araliaceae,Cooljarloo,,20,120,1,1,1,,,,,1,,,1,1,1,1,,1,,erect,,herbaceous,,1,leaf,flat,,,,compound,1,1,,,lobed_deep lobed,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Trachymene pilosa,Araliaceae,Eneabba & Cooljarloo,,2,40,1,1,,,,,,1,,,1,1,,,,1,,erect,,herbaceous,,1,leaf,flat,,,,compound,1,1,,,lobed_deep lobed,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Tribonanthes australis,Haemodoraceae,Cooljarloo,perennial,15,40,1,1,1,,,,,1,,,1,1,0,0,,,1,erect,,herbaceous,,,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Trichocline spathulata,Asteraceae,Eneabba,perennial,8,100,1,1,1,,,,,1,,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,entire,lobed,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Tricoryne elatior,Hemerocallidaceae,Eneabba & Cooljarloo,perennial,10,50,1,1,1,,,,,,1,,1,1,1,0,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YYYYYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Tricoryne humilis,Hemerocallidaceae,Eneabba & Cooljarloo,perennial,6,40,1,1,1,,,,,,1,,1,1,0,0,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Tricoryne sp. Eneabba (E.A. Griffin 1200),Hemerocallidaceae,Eneabba,perennial,30,50,,,1,,,,,,1,,0,1,1,0,,,1,erect,,herbaceous,,1,leaf,flat conduplicate,,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
