taxon_name,authors
Solanum mauritianum,"Citation: Scop., Delic. Fl. Insubr. 3:16, t. 8 (1788)."
Solanum nigrum,"Citation: L., Sp. Pl. 186 (1753)."
Solanum oligacanthum,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:18 (1854)."
Solanum opacum,"Citation: A. Braun & Bouch , Ind. Sem. Hort. Berol. App. 8:18 (1853)."
Solanum orbiculatum,"Citation: Dunal in Poiret, Encyc. Meth. Bot. Suppl. 3:762 (1814)."
Solanum sarrachoides,"Citation: Sendtner in C. Martius, Fl. Brasil. 10:18 (1846)."
Solanum pseudocapsicum,"Citation: L., Sp. Pl. 184 (1753)."
Solanum quadriloculatum,"Citation: F. Muell., Fragm. Phyt. A ust. 2:161 ( 1861 )."
Solanum retroflexum,"Citation: Dunal in A. DC., Prod. 13:50 (1852)."
Solanum rostratum,"Citation: Dunal, Hist. nat. Solanum 234, t. 24 (1813)."
Solanum sturtianum,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:18 (1854)."
Solanum symonii,"Citation: H. Eichler, Taxon 12:296 (1963)."
Solanum triflorum,"Citation: Nutt., Gen. N. Amer. Pl. 1:128 (1818)."
Solanum villosum,"Citation: Miller, Gard. Dict. edn 8 (1768)."
Withania,"Author:Prepared by D. E. Symon; Citation: Pauquy, Belladone 14 (1825)."
Withania somnifera,"Citation: Dunal in A. DC., Prod. 13:453 (1852)."
Buddleja,"Citation: L., Sp. Pl. 112 (1753)."
Buddleja madagascariensis,"Citation: Lam., Encycl. 1:513 (1785)."
Scrophulariaceae,Author:Prepared by W. R. Barker
Parentucellia latifolia,"Citation: Caruel in Parl., Fl. ltal. 6:480 (1885)."
Bellardia trixago,"Citation: All., Fl. Ped. 1:61 (1785). Bellardia, trixago bartsia."
Parentucellia viscosa,"Citation: Caruel in Parl., Fl. Ital. 6:482 (1885)."
Cymbalaria,"Citation: Hill, Brit. Herb. 113 (1756)."
Cymbalaria muralis,"Citation: P. Gaertner, B. Meyer & Scherb., Oek.-Tech. Flor. Wett. 2:397 (1800) subsp. muralis."
Mimulus prostratus,"Citation: Benth. in A. DC., Prod. 10:373 (1846)."
Mimulus moschatus,"Citation: Douglas ex Lindley, Edwards' Bot. Reg. 13:t. 1118 (1828)."
Euphrasia,"Citation: L., Sp. Pl. 604 (1753)."
Euphrasia collina,"Citation: R. Br., Prod. Fl. Nov. Holl. 436 (1810)."
Euphrasia collina collina,"Citation: Ill. W.R. Barker (1982) J. Adelaide Bot. Gard. 5:figs 6, 59, 63 & 64; (1984) Austral. pl. 12, 100:341."
Euphrasia collina muelleri,"Citation: W.R. Barker, J. Adelaide Bot. Gard. 5:209 (1982)."
Euphrasia collina osbornii,"Citation: W.R. Barker, J. Adelaide Bot. Gard. 5:218 (1982)."
Euphrasia collina paludosa,"Citation: W.R. Barker, J. Adelaide Bot. Gard. 5:204 (1982)."
Euphrasia collina tetragona,"Citation: W.R. Barker, J. Adelaide Bot. Gard. 5:189 (1982)."
Euphrasia collina trichocalycina,"Citation: W.R. Barker, J. Adelaide Bot. Gard. 5:196 (1982)."
Euphrasia scabra,"Citation: R. Br., Prod. Fl. Nov. Holl. 437 (1810)."
Glossostigma,"Citation: Wight & Arn. ex Arn., Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 18:355 (1836)."
Glossostigma diandrum,"Citation: Kuntze, Rev. Gen. Pl. 2:461 (1891)."
Glossostigma drummondii,"Citation: Benth. in A. DC., Prod. 10:426 (1846)."
Glossostigma elatinoides,"Citation: Benth. ex Hook. f., Fl. Nov. Zel. 1:189 (1853)."
Gratiola,"Citation: L., Sp. Pl. 17 (1753)."
Gratiola pedunculata,"Citation: R. Br., Prod. Fl. Nov. Ho[l. 435 (1810)."
Gratiola peruviana,"Citation: L., Sp. Pl. 17 (1753)."
Gratiola pubescens,"Citation: R. Br., Prod. Fl. Nov. Holl. 435 (1810)."
Gratiola pumilo,"Citation: F. Muell., Linnaea 25:431 (1853)."
Kickxia,"Citation: Dumort., Fl. Belg. 35 (1827)."
Kickxia commutata,"Citation: Fritsch, Excursionsfl. Oesterr. 492 (1897) subsp. graeca (Bory & Chaub.)Ros. Fernandes, J. Linn. Soc.(Bot.) 64:74 (1971)."
Kickxia elatine,"Citation: Dumort., Fl. Belg. 35 (1827)."
Kickxia elatine crinita,"Citation: Greuter, Boissiera 13:108 (1967)."
Kickxia spuria,"Citation: Dumort., Fl. Belg. 35 (1827) subsp. spuria."
Limosella,"Citation: L., Sp. Pl. 631 (1753)."
Limosella australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 443 (1810)."
Limosella curdieana,"Citation: F. Muell., Fragm. Phyt. Aust. 9:166 (1875)."
Limosella granitica,"Citation: W. R. Barker, sp. nov."
Mazus,"Citation: Lout., Fl. Cochinch. 385 (1790)."
Mazus pumilio,"Citation: R. Br., Prod. Fl. Nov. Holl 439 (1810)."
Mimulus,"Citation: L., Sp. Pl. 634 (1753)."
Mimulus gracilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 439 (1810)."
Misopates,"Citation: Raf., Autik. Bot. 158 (1840)."
Misopates orontium,"Citation: Raf., Autik. Bot. 158 (1840)."
Peplidium,"Citation: Delile, Fl. Egypt.Ill. 50, 148, t. 4 (1813-?early 1814)."
Peplidium muelleri,"Citation: Benth., Fl. Aust. 4:500 (1868)."
Polycarena heterophylla,"Citation: Levyns, Jl. S. Afr. Bot. 5:37 (1939)."
Polycarena,"Citation: Benth., in Hook., Compan. Bot. Mag. 1:371 (1836)."
Polycarena leipoldtii,"Citation: Hiern, Fl . Capens. 4, 2:326 (1904)."
Stemodia,"Citation: L., Syst. Nal. edn 10:1091, 1118, 1374 (1759) including Morgania R. Br., Prod. Fl. Nov. Holl. 441 (1810)."
Stemodia viscosa,"Citation: Roxb., Pl. Coromandel 2:33, t. 163 (1802)."
Mimulus repens,"Citation: R. Br., Prod. Fl. Nov. Holl. 439 (1810)."
Verbascum,"Citation: L., Sp. Pl. 177 (1753)."
Verbascum creticum,"Citation: Cav., Elench. Pl. Horti Matr. 39 (1803)."
Verbascum thapsus,"Citation: L., Sp. Pl. 177 (1753) subsp. thapsus."
Verbascum virgatum,"Citation: Stokes in With., Bot. Arr. Brit. Pl. edn 2, 1:227 (1787)."
Veronica,"Citation: L., Sp. Pl. 9 (1753)."
Veronica anagallis-aquatica,"Citation: -aquatica, L., Sp. Pl. 12 (1753)."
Veronica arvensis,"Citation: L., Sp. Pl. 13 (1753). Wall speedwell."
Veronica calycina,"Citation: R. Br., Prod. Fl. Nov. Holl. 435 (1810)."
Parahebe decorosa,Citation: B. Briggs & Ehrend1
Parahebe derwentiana,"Citation: B. Briggs & Errend., Taxon 17:742 (1968)."
Veronica gracilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 435 (1810)."
Veronica hederifolia,"Citation: L., Sp. Pl. 13 (1753), as ""hederaefolia""."
Veronica hillebrandii,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:49 (1855)."
Veronica parnkalliana,"Citation: J. Black, Trans. R. Soc. S. Aust. 50:286 (1926); Fl. S. Aust. 512 (1926)."
Veronica peregrina,"Citation: L., Sp.Pl. 14 (1753) subsp. xalapensis (Kunth)Pennell, Torreya 19:167 (1919)."
Veronica persica,"Citation: Poiret in Lam., Encycl. 8:542 (1808)."
Veronica plebeia,"Citation: R. Br., Prod. Fl. Nov. Holl. 435 (1810)."
Zaluzianskya,"Citation: F.W. Schmidt, Neue selt. Pflanzen 11 (1793)."
Zaluzianskya divaricata,"Citation: Walp., Rep. Bot. Syst. 3:308 (1844)."
Bignoniaceae,Author:Prepared by W. R. Barker
Pandorea,"Citation: Spach, Hist. Nat. Veg. Phan. 9:136 (1840)."
Pandorea pandorana,"Citation: Steems, Bull. Jard. Bot. Buitenz. s r. 3, 10:198 (1928)."
Acanthaceae,Author:Prepared by R. M. Barker
Acanthus,"Citation: L., Sp. Pl. 639 (1753)."
Acanthus mollis,"Citation: . aff. mollis, L., Sp. Pl. 639 (1753)."
Dipteracanthus,"Citation: Nees, in Wallich, Pl. Asiat. Rar. 3:81 (1832)."
Dipteracanthus australasicus,"Citation: Ill. Cunningham et al. (1982) Plants of western New South Wales, p. 605."
Dipteracanthus australasicus glabratus,"Citation: R.M. Barker, J. Adelaide Bot. Gard. 9: (1986)."
Rostellularia,"Citation: Reichb., Handbk Nat. Pflanzensyst. 190 (1837)."
Rostellularia adscendens,"Citation: R.M. Barker, d. Adelaide Bot. Gard. 9: in press (1986)."
Rostellularia adscendens clementii,"Citation:  R.M. Barker, J. Adelaide Bot. Gard. 9: in press (1986). var. clementii. (Domin) R. M. Barker J. Adelaide Bot. Gard. 9: in press (1986)."
Pedaliaceae,Author:Prepared by W. R. Barker
Josephinia,Citation: .
Josephinia eugeniae,"Citation: F. Muell., Hooker's J. Bot. Kew Gard. Misc. 9:370, t. 11 (1857)."
Martyniaceae,Author:Prepared by W. R. Barker
Proboscidea,"Citation: Schmidel, Icon. Pl. 49:t. 12, 13 (1763)."
Proboscidea louisianica,"Citation: Thell., M m. Soc. Nat. Sci. Cherbourg s r. 14, 38:480 (1911-12)."
Orobanchaceae,Author:Prepared by W. R. Barker
Orobanche,"Citation: L., Sp. Pl. 632 (1753)."
Orobanche cernua,"Citation: Loefl., Iter. Hisp. 152 (1758) var. australiana (F. Muell. ex Tate)J. Black ex G. Beck, Pflanzenr. 96 (4.261):128 (1930)."
Lentibulariaceae,Author:Prepared by P. Taylor
Utricularia,"Citation: L., Sp. Pl. 18 (1753)."
Utricularia australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 430 (1810)."
Utricularia dichotoma,"Citation: Labill., Nov. Holl. Pl. Sp. 1:11 (1804)."
Utricularia lateriflora,"Citation: R. Br., Prod. Fl. Nov. Holl. 431 (1810)."
Utricularia tenella,"Citation: R. Br., Prod. Fl. Nov. Holl. 432 (1810)."
Utricularia violacea,"Citation: R. Br., Prod. Fl. Nov. Holl. 431 (1810)."
Myoporaceae,Author:Prepared by R. J. Chinnock
Eremophila,"Citation: R. Br., Prod. Fl. Nov. Holl. 518 (1810)."
Eremophila alternifolia,"Citation: R. Br., Prod. Fl. Nov. Holl. 518 (1810)."
Eremophila arachnoides,"Citation: Chinn., J. Adelaide Bot. Gard. 1:258 (1979) subsp. tener Chinn., J. Adelaide Bot. Gard. 1:259, fig. 12 (1979)."
Eremophila barbata,"Citation: Chinn., J. Adelaide Bot. Gard. 7:311 (1985)."
Eremophila battii,"Citation: F. Muell., Proc. Linn. Soc. N.S.W. ser. 2, 5:187 (1890)."
Eremophila behriana,"Citation: Oldfield & F. Muell., Fragm. Phyt. Aust. 1:208 (1859)."
Eremophila bignoniiflora,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila clarkei,"Citation: Oldfield & F. Muell., Fragm. Phyt. Aust. 1:208 (1859)."
Eremophila crassifolia,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:297 (1859)."
Eremophila dalyana,"Citation: F. Muell., Fragm. Phyt. Aust. 5:22 (1865)."
Eremophila decipiens,"Citation: Ostenfi, Biol. Meddel. Kongel. Danske Vidensk. Selsk. 3, 2:120 (1921)."
Eremophila delisseri,"Citation: F. Muell., Fragm. Phyt. Aust. 5:108 (1866)."
Eremophila deserti,"Citation: Chinn., comb. nov."
Eremophila divaricata,"Citation: F. Muell., Pap. R.Soc. Tasm. 3:293 (1860)."
Eremophila duttonii,"Citation: F. Muell., Rep. Babbage Exped. 16 (1858)."
Eremophila elderi,"Citation: F. Muell., Fragm. Phyt. Aust. 8:228 (1874)."
Eremophila forrestii,"Citation: F. Muell., Fragm. Phyt. Aust. 7:49 (1869)."
Eremophila freelingii,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:295 (1859)."
Eremophila gibbifolia,"Citation: F. Muell., Rep. Babbage Exped. 18 (1859) as E. gibbosifolia."
Eremophila gibsonii,"Citation: F. Muell., Fragm. Phyt. Aust. 8:227 (1874)."
Eremophila gilesii,"Citation: F. Muell., Fragm. Phyt. Aust. 8:49 (1873)."
Eremophila glabra,"Citation: Ostenf., Biol. Meddel. Kongel. Danske Vidensk. Selsk. 32:120 (1921)."
Eremophila hillii,"Citation: E. Shaw, Trans. R. Soc. S. Aust. 91:111 (1967)."
Eremophila interstans,"Citation: Diels, Bot. Jb. 35:540 (1905)."
Eremophila latrobei,"Citation: F. Muell., Rep. Babbage Exped. 17 (1858)."
Eremophila latrobei glabra,"Citation: L.S. Smith, Contrib. Qld Herb. 19:21 (1975)."
Eremophila latrobei latrobei,"Citation: Ill. Rotherham et al. (1975) Flowers and plants of New South Wales and southern Queensland, fig. 530; Cunningham et al. (1982) Plants of western New South Wales, p. 614."
Eremophila longifolia,"Citation: F. Muell., Rep. Babbage Exped. 17 (1858)."
Eremophila macdonnellii,"Citation: F. Muell., Rep. Babbage Exped. 18 (1859)."
Eremophila macgillivrayi,"Citation: J. Black, Proc. R.Soc. S. Aust. 50:286 (1926)."
Eremophila maculata,"Citation: F. Muell., Rep. Babbage Exped. 16 (1859)."
Eremophila maculata brevifolia,"Citation: Benth., Fl. Aust. 5:29 (1870)."
Eremophila neglecta,"Citation: J. Black, Trans. R. Soc. S. Aust. 38:469 (1914)."
Eremophila obovata,"Citation: L.S. Smith, Proc. R.Soc. Qld 67:33 (1956) var. obovata."
Eremophila oppositifolia,"Citation: R. Br., Prod. Fl. Nov. Holl. 518 (1810)."
Eremophila oppositifolia angustifolia,"Citation: S. Moore, J. Linn. Soc. (Bot.) 34:213 (1899)."
Eremophila paisleyi,"Citation: F. Muell., Rep. Babbage Exped. 17 (1859)."
Eremophila parvifolia,"Citation: J. Black, Trans. R. Soc. S. Aust. 52:227 (1928)."
Eremophila platythamnos,"Citation: Diels, Bot. Jb. 35:539 (1905)."
Eremophila polyclada,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:294 (1860)."
Eremophila rotundifolia,"Citation: F. Muell., Fragm. Phyt. Aust. 1:207 (1859)."
Eremophila santalina,Citation: Rocky situations throughout the Flinders Ranges.
Eremophila scoparia,"Citation: F. Muell., Pap. R. Soc. Tasm. 3:296 (1860)."
Eremophila serrulata,"Citation: Druce, Rep. Botl Exch. Club Br. lsl. 1916:622 ( 1917)."
Eremophila sturtii,"Citation: R. Br. in Sturt, Exped. Cent. Aust. Bot. App. 85 (1849)."
Eremophila subfloccosa,"Citation: Chinn., J. Adelaide Bot. Gard. 1:258 (1979) subsp. tener Chinn., J. Adelaide Bot. Gard. 1:259, fig. 12 (1979)."
Eremophila verrucosa,"Citation: Chinn., J. Adelaide Bot. Gard. 1:255 (1979)."
Eremophila verrucosa brevistellata,"Citation: Chinn., J. Adelaide Bot. Gard. 1:257 (1979)."
Eremophila verrucosa verrucosa,"Citation: Corolla with interlacing stellate hairs, the rays of hairs usually branched."
Eremophila weldii,"Citation: F. Muell., Fragm. Phyt. Aust. 7:109 (1870)."
Eremophila willsii,"Citation: F. Muell., Fragm. Phyt. Ausl. 3:21 (1862)."
Myoporum,"Citation: Sol. ex Forster f., Fl. Insul. Aust. Prod. 44 (1786)."
Myoporum brevipes,"Citation: Benth., Fl. Aust. 5:6 (1870)."
Myoporum parvifolium,"Citation: R. Br., Prod. Fl. Nov. Holl. 516 (1810)."
Myoporum insulare,"Citation: R. Br., Prod. Fl. Nov. Holl. 516 (1810)."
Myoporum acuminatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 515 (1810)."
Myoporum viscosum,"Citation: R. Br., Prod. Fl. Nov. Holl. 516 (1810)."
Myoporum platycarpum,"Citation: R. Br., Prod. Fl. Nov. Holl. 516 (1810)."
Plantaginaceae,Author:Prepared by H. R. Toelken
Plantago,"Citation: L., Sp. Pl. t12 (1753)."
Plantago albicans,"Citation: L., Sp. Pl. 114 (1753)."
Plantago scabra,"Citation: Moench, Meth. 461 (1794)."
Plantago australis,"Citation: Lain., Tabl. Encycl. 1:339 (1792)."
Plantago bellardii,"Citation: All., Fl. Ped. 1:82, t. 85, fig. 3 (1785)."
Plantago coronopus,"Citation: L., Sp. Pl. 115 (1753)."
Plantago coronopus commutata,"Citation: Pilger, Reprium nov. Spec. Regni veg. 28:287 (1930)."
Plantago coronopus coronopus,Citation: Ill. Ross-Craig (1968) Drawings Brit. Pl. 25:plate 1.
Plantago cunninghamii,"Citation: Decne. in A. DC., Prod. 13, 1:702 (1852)."
Plantago varia,"Citation: R. Br., Prod. Fl. Nov. Holl. 425 ( 1810)."
Plantago drummondii,"Citation: Decne. in A. DC., Prod. 13, 1:701 (1852)."
Plantago gaudichaudii,"Citation: Barn oud, Monogr. Plantag. 15 (1845)."
Plantago hispida,"Citation: R. Br., Prod. Pl. Nov. Holl. 425 (1810)."
Plantago lanceolata,"Citation: L., Sp. Pl. 113 (1753)."
Plantago lanceolata dubia,"Citation: Wahlenberg, Fl. Suec. 96 (1824)."
Plantago lanceolata lanceolata,"Citation: Ill. Ross-Craig (1968) Drawings Brit. Pl. 25:t. 3; Cunningham et al. (1982) Plants of western New South Wales, p. 618."
Plantago major,"Citation: L., Sp. Pl. 112 (1753) subsp. major."
Plantago multiscapa,"Citation: B. Briggs, Telopea 2:77 (1980)."
Plantago turrifera,"Citation: B. Briggs, et al. Contr. N.S.W. natn. Herb. 4:396 (1973)."
Caprifoliaceae,Author:Prepared by H. R. Toelken
Lonicera,"Citation: L., Sp. Pl. 173 (1753)."
Lonicera japonica,"Citation: Thunb., Fl. Jap. 89 (1784)."
Sambucus,"Citation: L., Sp. Pl. 267 (1753)."
Sambucus gaudichaudiana,"Citation: DC., Prod. 4:322 (1830)."
Sambucus nigra,"Citation: L., Sp. Pl. 269 (1753)."
Viburnum,"Citation: L., Sp. Pl. 267 (1753)."
Viburnum tinus,"Citation: L., Sp. Pl. 267 (1753) subsp. tinus."
Valerianaceae,Author:Prepared by H. R. Toelken
Centranthus,"Citation: Necker ex Lam. & DC., Fl. Franc. 3, 4:238 (1805)."
Centranthus macrosiphon,"Citation: Boiss., Diagn. Pl. Orient. ser. 1, 3:57 (1843)."
Centranthus ruber,"Citation: DC. in Lam. & DC., Fl. Franc. edn 3, 4:239 (1805) subsp. ruber."
Fedia,"Citation: Gaertner, Fruct. 2, 1:36 (1790)."
Fedia graciliflora,"Citation: Fischer & C. Meyer, Ind. Semin. Petrop. 6:8 (1840)."
Valerianella,"Citation: Miller, Gard. Dict. edn 4 (1754)."
Valerianella discoidea,"Citation: Lois., Nat. Pl. Fr. 148 (1810)."
Valerianella eriocarpa,"Citation: Desv., J. Bol.(Desvaux) 2:314 (1809)."
Valerianella muricata,"Citation: Baxter & Wooster in J.W. Loudon, Hort. Brit. edn 4, Suppl. 654 (1850)."
Dipsacaceae,Author:Prepared by H. R. Toelken
Dipsacus,"Citation: L., Sp. Pl. 97 (1753)."
Dipsacus sativus,"Citation: Honck., Vollst. Syst. Verz. 1:374 (1782)."
Scabiosa,"Citation: L., Sp. Pl. 98 (1753)."
Scabiosa atropurpurea,"Citation: L., Sp.Pl. 100 (1753)."
Campanulaceae,Author:Prepared by H. R. Toelken; Wahlenbergia by P. J. Smith
Isotoma,"Citation: Lindley, Edwards' Bot. Reg. 12:t. 964 (1826)."
Isotoma fluviatilis,"Citation: F. Muell. ex Benth., Fl. Aust. 4:136 (1868) subsp. australis J.A. McComb, Contr. N.S. W. natn. Herb. 4:109 (1970)."
Isotoma petraea,"Citation: F. Muell., Linnaea 25:420 (1853)."
Isotoma scapigera,"Citation: G. Don, Gert. Hist. 3:716 (1834)."
Lobelia,"Citation: L., Sp. Pl. 929 (1753)."
Lobelia alata,"Citation: Labill., Nov. Holl. Pl. Sp. 1:51, t. 72 (1805)."
Lobelia gibbosa,"Citation: Labill., Nov. Holl. Pl. Sp. 1:50, t. 71 (1805)."
Lobelia heterophylla,"Citation: Labill., Nov. Holl. Pl. Sp. 1:52, t. 74 (1805)."
Pratia concolor,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:641 ( 1917)."
Lobelia erinus,"Citation: L., Sp. Pl. 932 (1753)."
Pratia platycalyx,"Citation: Benth., Fl. Aust. 4:132 (1868)."
Pratia pedunculata,"Citation: Benth., Fl. Aust. 4:133 (1868)."
Pratia puberula,"Citation: Benth., Fl. Aust. 4:133 (1868)."
Lobelia pratioides,"Citation: Benth., Fl. Aust. 4:131 (1868)."
Lobelia rhombifolia,"Citation: Vriese in Lehm., Pl. Preiss. 1:397 (1845)."
Lobelia simplicicaulis,"Citation: R. Br., Prod. Fl. Nov. Holl. 564 (1810)."
Monopsis,"Citation: Salisb., Trans. Hort. Soc. London 2:37 ( 1817)."
Monopsis simplex,"Citation: E. Wimmer, Annln naturh. Mus. Wien 56:370 (1948) var. simplex."
Wahlenbergia,"Citation: Schrader ex Roth, Nov. Pl. Sp. 399 (1821)."
Wahlenbergia aridicola,"Citation: P.J. Smith, sp. nov."
Wahlenbergia gracilis,"Citation: Schrader, Blumenhachia 38 (1827)."
Wahlenbergia communis,"Citation: Carolin, Proc. Linn. Soc. N.S.W. 89:237 (1964)."
Wahlenbergia fluminalis,"Citation: E. Wimmer ex H. Etchlet, Taxon 12:297 (1963)."
Wahlenbergia gracilenta,"Citation: Loth., Proc. Linn. Soc. N.S.W. 71:217 (1947)."
Wahlenbergia gymnoclada,"Citation: Loth., Proc. Linn. Soc. N.S.W. 71:227 (1947)."
Wahlenbergia litticola,"Citation: P.J. Smith, sp. nov."
Wahlenbergia luteola,"Citation: P.J. Smith, sp. nov."
Wahlenbergia multicaulis,"Citation: Benth. in Endl., Enum. Pl.H~igel 75 (1837)."
Wahlenbergia preissii,"Citation: Vriese in Lehm., Pl. Preiss. 2:241 (1848)."
Wahlenbergia queenslandica,"Citation: Carolin ex P.J. Smith, sp. nov."
Wahlenbergia stricta,"Citation: Sweet, Hort. Brit. edn 2, 593 (1830)."
Wahlenbergia tumidifructa,"Citation: P.J. Smith, sp. nov."
Goodeniaceae,Author:Prepared by D. A. Cooke except where indicated
Brunonia,"Citation: Smith ex R. Br., Prod. Fl. Nov. Holl. 589 ( 1810)."
Brunonia australis,"Citation: Smith ex R. Br., Prod. Fl. Nov. Holl. 590 (1810)."
Coopernookia,"Citation: Carolin, Proc. Linn. Soc. N.S. W. 92:209 (1968)."
Coopernookia strophiolata,"Citation: Carolm, Proc. Linn. Soc. N.S. W. 92:211 (1968)."
Dampiera,"Author:Prepared by D. A. Cooke, M. T. M. Rajput & R. C. Carolin; Citation: R. Br., Prod. Fl. Nov. Holl. 587 (1810)."
Dampiera dysantha,Citation: Rajput & Carolin1
Dampiera rosmarinifolia,"Citation: Schldl., Linnaea 20:603 (1847)."
Dampiera lanceolata,"Citation: Cunn. ex DC., Prod. 7:503 (1839)."
Dampiera lanceolata insularis,"Citation: Rajput & Carolin, var. nov1"
Dampiera lanceolata intermedia,"Citation: Rajput & Carolin, var. nov.2"
Dampiera lanceolata lanceolata,"Citation: Ill. Cochrane et al. (1968) Flowers and plants of Victoria, fig. 184."
Dampiera marifolia,"Citation: Benth., Fl. Aust. 4:114 (1869)."
Goodenia,"Author:Prepared by R. C. Carolin and D. A. Cooke; Citation: Smith, Trans. Linn. Soc. 2:346 (1794)."
Goodenia albiflora,"Citation: Schldl., Linnaea 20:599 (1847)."
Goodenia amplexans,"Citation: F. Muell., J. Trans. Vict. Inst. 2:70 (1858)."
Goodenia anfracta,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:385 (1927)."
Velleia arguta,"Citation: R. Br., Prod. Fl. Nov. Holl. 580 (1810)."
Velleia paradoxa,"Citation: R. Br., Prod. Fl. Nov. Holl. 580 (1810)."
Goodenia fascicularis,"Citation: F. Muell. & Tale, Trans. R. Soc. S. Aust. 13:108 (1890)."
Goodenia benthamiana,"Citation: Carolin, nom. & star. nov.1"
Goodenia berardiana,"Citation: Carolin, Brunonia 2:16 (1979)."
Goodenia glauca,"Citation: F. Muell., J. Trans. Vict. Inst. 1:40 (1855)."
Goodenia blackiana,"Citation: Carolin, sp. nov1"
Goodenia calcarata,"Citation: F. Muell., Fragm. Phyt. Aust. 6:14 (1867)."
Goodenia centralis,"Citation: Carolin, Telopea 2:66 (1980)."
Goodenia chambersii,"Citation: F. Muell., Fragm. Phyt. Aust. 1:204 (1859)."
Scaevola collaris,"Citation: F. Muell., Rep. Babbage Exped. 1858 15 (1859)."
Velleia connata,"Citation: F. Muell., J. Trans. Vict. Inst. 1:18 (1855)."
Goodenia cycloptera,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot. App. 83 (1849)."
Velleia cycnopotamica,"Citation: F. Muell., Fragm. Phyt. Aust. 6:7 (1867)."
Goodenia elongata,"Citation: Labill., Nov. Holl. Pl. Sp. 1:52, t. 75 (1804)."
Goodenia geniculata,"Citation: R. Br., Prod. Fl. Nov. Holl. 577 (1810)."
Goodenia gibbosa,"Citation: Carolin, Telopea 2:68 (1980)."
Goodenia glabra,"Citation: R. Br., Prod. Fl. Nov. Holl. 577 (1810)."
Velleia glabrata,"Citation: Carolin, Proc. Linn. Soc. N.S.W. 92:46 (1967)."
Goodenia havilandii,"Citation: Maiden & Betche, Proc. Linn. Soc. N.S.W. 38:250 (1913)."
Goodenia heterochila,"Citation: F. Muell., Fragrn. Phyt. Aust. 3:142 (1863)."
Goodenia hirsuta,"Citation: F. Muell, Fragm. Phyt. Aust. 3:35 (1862)."
Goodenia heteromera,"Citation: F. Muell., Fragm. Phyt. Aust. 1:115 (1859)."
Goodenia humilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 575 (1810)."
Goodenia lobata,"Citation: Ising, Trans. R. Soc. S. Aust. 81:169 (1958)."
Goodenia lunata,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:384 (1927)."
Goodenia modesta,"Citation: F. Muell., Fragm. Phyt. Aust. 8:56 (1873)."
